,year,target_area,no_of_place,sleepnights,accommodation,number_of_ppl,number_of_children,cost_total_trip,cost_total_per_person,satisfied,sex,age,month,living_area,target_beforesplit,transportation,reason,relationship_beforesplit,relationship1,relationship2,relationship3,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_14,target_15,target_16,target_17,target_area1,target_area2,target_area3,target_area4,target_area5,target_area6,target_area7,target_area8,target_area9,target_area10,target_area11,transportation1,transportation2,transportation3,reason1,reason2,reason3,accommodation_1,accommodation_2,accommodation_3,accommodation_4,accommodation_5,accommodation_6,accommodation_7,accommodation_8,accommodation_9,accommodation_10,accommodation_11,accommodation_12,accommodation_13,accommodation_14
0,2018.0,34360,1,0,0,33.0,0.0,57200.0,,4.0,2,53,5,11,"1,2,6","7,8","2,14",5,5.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,34360,,,,,,,,,,,7,8,,2,14,,,,,,,,,,,,,,,
1,2018.0,31350,1,0,0,5.0,0.0,90000.0,,4.0,1,76,5,11,"1,2,7",1,"12,4,14",3,3.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,31350,,,,,,,,,,,1,,,12,4,14,,,,,,,,,,,,,,
2,2018.0,36360,1,1,1,5.0,0.0,42003.51493848857,,4.0,2,65,9,11,"1,2,6",1,6,3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,36360,,,,,,,,,,,1,,,6,,,1.0,,,,,,,,,,,,,
3,2018.0,31370,1,0,0,2.0,0.0,50000.0,,4.0,1,23,9,11,"2,6,16",6,"4,2,8",3,3.0,,,,1.0,,,,1.0,,,,,,,,,1.0,,31370,,,,,,,,,,,6,,,4,2,8,,,,,,,,,,,,,,
4,2018.0,32340,1,1,1,5.0,0.0,198000.0,,4.0,1,32,2,11,"1,2,3,6",1,"4,5,10",3,3.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,32340,,,,,,,,,,,1,,,4,5,10,1.0,,,,,,,,,,,,,
5,2018.0,23010,1,1,1,2.0,0.0,84900.0,,4.0,2,55,2,11,"1,2,6,7",1,"8,4,5",1,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,23010,,,,,,,,,,,1,,,8,4,5,1.0,,,,,,,,,,,,,
6,2018.0,31190,1,0,0,4.0,2.0,56000.0,,4.0,1,44,5,11,"1,2,5,6",1,"2,5,13",1,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,31190,,,,,,,,,,,1,,,2,5,13,,,,,,,,,,,,,,
7,2018.0,32010,1,0,0,2.0,0.0,46000.0,,3.0,2,24,5,11,"1,2,6","2,5","12,9,1",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,32010,,,,,,,,,,,2,5,,12,9,1,,,,,,,,,,,,,,
8,2018.0,36030,1,2,1,3.0,1.0,170124.48132780087,,4.0,2,47,8,11,"1,2,6",1,"12,3,2",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,36030,,,,,,,,,,,1,,,12,3,2,1.0,1.0,,,,,,,,,,,,
9,2018.0,21090,1,3,"1,3,4",4.0,0.0,220000.0,,3.0,2,53,8,11,"1,2,8,15,17","2,10,1","11,8,9",3,3.0,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,1.0,21090,,,,,,,,,,,2,10,1,11,8,9,1.0,3.0,4.0,,,,,,,,,,,
10,2018.0,23310,1,0,0,2.0,0.0,50000.0,,4.0,1,34,11,11,"1,2",1,"1,2,9",3,3.0,,,1.0,1.0,,,,,,,,,,,,,,,23310,,,,,,,,,,,1,,,1,2,9,,,,,,,,,,,,,,
11,2018.0,35010,1,0,0,3.0,0.0,95555.55555555556,,4.0,2,32,11,11,"2,16","2,10","14,8,1",3,3.0,,,,1.0,,,,,,,,,,,,,1.0,,35010,,,,,,,,,,,2,10,,14,8,1,,,,,,,,,,,,,,
12,2018.0,34380,1,0,0,65.0,0.0,46511.62790697676,,4.0,1,54,11,11,"1,6,7",7,"8,3,10",5,5.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,34380,,,,,,,,,,,7,,,8,3,10,,,,,,,,,,,,,,
13,2018.0,32340,1,1,1,8.0,2.0,176000.0,,4.0,1,36,1,11,"1,2,3,6,7",1,"4,9,1","1,3",1.0,3.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,32340,,,,,,,,,,,1,,,4,9,1,1.0,,,,,,,,,,,,,
14,2018.0,21090,1,2,"1,3",4.0,0.0,282529.12621359224,,4.0,2,63,1,11,"2,6,7,8,15","2,10","8,4,5",3,3.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,21090,,,,,,,,,,,2,10,,8,4,5,1.0,3.0,,,,,,,,,,,,
15,2018.0,31200,1,0,0,3.0,1.0,45000.0,,4.0,2,37,9,11,"1,2,6",1,"3,1,5",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,31200,,,,,,,,,,,1,,,3,1,5,,,,,,,,,,,,,,
16,2018.0,32030,1,1,1,9.0,0.0,150000.0,,4.0,2,58,9,11,"1,2,6",1,"1,5,8",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,32030,,,,,,,,,,,1,,,1,5,8,1.0,,,,,,,,,,,,,
18,2018.0,35040,1,0,0,4.0,0.0,64615.38461538461,,4.0,2,62,10,11,"1,2,9",7,"8,12",3,3.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,35040,,,,,,,,,,,7,,,8,12,,,,,,,,,,,,,,,
19,2018.0,99999,1,2,1,3.0,1.0,276000.0,,4.0,2,38,5,11,6,1,"14,1,11",1,1.0,,,,,,,,1.0,,,,,,,,,,,99999,,,,,,,,,,,1,,,14,1,11,1.0,1.0,,,,,,,,,,,,
20,2018.0,32390,1,2,1,3.0,0.0,318000.0,,4.0,2,48,5,11,6,1,"1,11,9",1,1.0,,,,,,,,1.0,,,,,,,,,,,32390,,,,,,,,,,,1,,,1,11,9,1.0,1.0,,,,,,,,,,,,
21,2018.0,31370,1,1,11,6.0,0.0,107000.0,,4.0,1,19,6,11,17,6,"4,14,5",3,3.0,,,,,,,,,,,,,,,,,,1.0,31370,,,,,,,,,,,6,,,4,14,5,11.0,,,,,,,,,,,,,
22,2018.0,31370,1,0,0,3.0,0.0,50000.0,,4.0,2,55,6,11,6,2,"1,5,8",3,3.0,,,,,,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,2,,,1,5,8,,,,,,,,,,,,,,
24,2018.0,99999,1,2,5,4.0,0.0,233000.0,,4.0,1,29,2,11,6,1,"13,14,3",1,1.0,,,,,,,,1.0,,,,,,,,,,,99999,,,,,,,,,,,1,,,13,14,3,5.0,5.0,,,,,,,,,,,,
25,2018.0,23080,1,0,0,3.0,0.0,38000.0,,4.0,2,29,6,11,6,5,"11,13,10",3,3.0,,,,,,,,1.0,,,,,,,,,,,23080,,,,,,,,,,,5,,,11,13,10,,,,,,,,,,,,,,
27,2018.0,33020,1,1,1,2.0,0.0,85000.0,,4.0,1,55,1,11,"1,6,7",1,"11,3,14",1,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,33020,,,,,,,,,,,1,,,11,3,14,1.0,,,,,,,,,,,,,
29,2018.0,32050,1,0,0,40.0,0.0,30000.0,,4.0,2,51,12,11,1,7,3,5,5.0,,,1.0,,,,,,,,,,,,,,,,32050,,,,,,,,,,,7,,,3,,,,,,,,,,,,,,,,
31,2018.0,23310,1,0,0,4.0,0.0,100000.0,,4.0,1,26,12,11,"1,6",1,"3,5",3,3.0,,,1.0,,,,,1.0,,,,,,,,,,,23310,,,,,,,,,,,1,,,3,5,,,,,,,,,,,,,,,
32,2018.0,32050,1,2,1,3.0,0.0,300000.0,,4.0,1,41,12,11,"1,2,11",1,"2,11,12",3,3.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,32050,,,,,,,,,,,1,,,2,11,12,1.0,1.0,,,,,,,,,,,,
33,2018.0,99999,1,0,0,3.0,0.0,54000.0,,4.0,2,48,4,11,6,1,"12,8,2",1,1.0,,,,,,,,1.0,,,,,,,,,,,99999,,,,,,,,,,,1,,,12,8,2,,,,,,,,,,,,,,
34,2018.0,31370,1,0,0,3.0,1.0,45000.0,,3.0,1,35,4,11,6,1,"4,14",1,1.0,,,,,,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,1,,,4,14,,,,,,,,,,,,,,,
35,2018.0,23050,1,0,0,4.0,0.0,47000.0,,4.0,1,52,4,11,6,1,"8,2",1,1.0,,,,,,,,1.0,,,,,,,,,,,23050,,,,,,,,,,,1,,,8,2,,,,,,,,,,,,,,,
36,2018.0,99999,1,0,0,3.0,1.0,42000.0,,4.0,1,37,6,11,3,1,"8,1,3",1,1.0,,,,,1.0,,,,,,,,,,,,,,99999,,,,,,,,,,,1,,,8,1,3,,,,,,,,,,,,,,
37,2018.0,31150,1,0,0,3.0,0.0,110000.0,,4.0,2,64,3,11,6,1,"1,2,8",3,3.0,,,,,,,,1.0,,,,,,,,,,,31150,,,,,,,,,,,1,,,1,2,8,,,,,,,,,,,,,,
38,2018.0,31130,1,0,0,3.0,0.0,65000.0,,4.0,2,48,3,11,1,1,11,1,1.0,,,1.0,,,,,,,,,,,,,,,,31130,,,,,,,,,,,1,,,11,,,,,,,,,,,,,,,,
40,2018.0,32070,1,2,1,4.0,0.0,100000.0,,4.0,1,26,10,11,"6,9",1,"3,12",3,3.0,,,,,,,,1.0,,,1.0,,,,,,,,32070,,,,,,,,,,,1,,,3,12,,1.0,1.0,,,,,,,,,,,,
41,2018.0,31380,1,1,1,3.0,0.0,100000.0,,4.0,2,51,10,11,11,1,"8,14",3,3.0,,,,,,,,,,,,,1.0,,,,,,31380,,,,,,,,,,,1,,,8,14,,1.0,,,,,,,,,,,,,
42,2018.0,32310,1,1,11,2.0,0.0,100000.0,,4.0,1,46,9,11,11,1,"5,8,9",1,1.0,,,,,,,,,,,,,1.0,,,,,,32310,,,,,,,,,,,1,,,5,8,9,11.0,,,,,,,,,,,,,
43,2018.0,32410,1,2,1,2.0,0.0,150000.0,,4.0,2,28,9,11,"1,15,17","2,5,6","6,11,1",3,3.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,32410,,,,,,,,,,,2,5,6,6,11,1,1.0,1.0,,,,,,,,,,,,
45,2018.0,32060,1,1,1,2.0,0.0,80000.0,,4.0,2,71,9,11,"1,6","2,1","1,3,13",1,1.0,,,1.0,,,,,1.0,,,,,,,,,,,32060,,,,,,,,,,,2,1,,1,3,13,1.0,,,,,,,,,,,,,
46,2018.0,34380,1,1,1,4.0,0.0,173000.0,,4.0,2,47,1,11,7,1,"2,8,4",1,1.0,,,,,,,,,1.0,,,,,,,,,,34380,,,,,,,,,,,1,,,2,8,4,1.0,,,,,,,,,,,,,
47,2018.0,32320,1,1,1,3.0,1.0,267000.0,,4.0,1,35,1,11,"3,6",1,"5,14,11",1,1.0,,,,,1.0,,,1.0,,,,,,,,,,,32320,,,,,,,,,,,1,,,5,14,11,1.0,,,,,,,,,,,,,
48,2018.0,32010,1,0,0,2.0,0.0,86363.63636363637,,5.0,1,28,9,11,"1,2,3,6","1,4","4,1,2",3,3.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,32010,,,,,,,,,,,1,4,,4,1,2,,,,,,,,,,,,,,
49,2018.0,31270,1,0,0,4.0,2.0,50000.0,,4.0,2,38,10,11,"1,5",1,"2,14,1",1,1.0,,,1.0,,,,1.0,,,,,,,,,,,,31270,,,,,,,,,,,1,,,2,14,1,,,,,,,,,,,,,,
50,2018.0,23310,1,0,0,4.0,0.0,60000.0,,3.0,1,61,10,11,"1,2",1,"8,2,4",3,3.0,,,1.0,1.0,,,,,,,,,,,,,,,23310,,,,,,,,,,,1,,,8,2,4,,,,,,,,,,,,,,
51,2018.0,32060,1,1,11,1.0,,63999.99999999999,,5.0,1,49,3,11,6,1,15,,,,,,,,,,1.0,,,,,,,,,,,32060,,,,,,,,,,,1,,,15,,,11.0,,,,,,,,,,,,,
52,2018.0,32010,1,0,0,4.0,1.0,89247.31182795699,,4.0,2,47,9,11,"1,6",1,"4,2,1",1,1.0,,,1.0,,,,,1.0,,,,,,,,,,,32010,,,,,,,,,,,1,,,4,2,1,,,,,,,,,,,,,,
53,2018.0,31370,1,1,1,3.0,0.0,118000.0,,4.0,2,48,10,11,"1,2",1,"2,4,3",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,31370,,,,,,,,,,,1,,,2,4,3,1.0,,,,,,,,,,,,,
55,2018.0,31250,1,0,0,4.0,0.0,57931.03448275862,,4.0,2,19,10,11,"1,2,5",1,"2,1,4",1,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,31250,,,,,,,,,,,1,,,2,1,4,,,,,,,,,,,,,,
56,2018.0,32070,1,1,1,3.0,0.0,150000.0,,4.0,1,44,11,11,"1,11",1,"8,4",4,4.0,,,1.0,,,,,,,,,,1.0,,,,,,32070,,,,,,,,,,,1,,,8,4,,1.0,,,,,,,,,,,,,
57,2018.0,31380,1,1,1,3.0,0.0,73684.21052631579,,4.0,2,62,11,11,"1,6",1,"4,9",3,3.0,,,1.0,,,,,1.0,,,,,,,,,,,31380,,,,,,,,,,,1,,,4,9,,1.0,,,,,,,,,,,,,
58,2018.0,23310,1,0,0,2.0,0.0,100000.0,,4.0,1,27,11,11,6,1,5,3,3.0,,,,,,,,1.0,,,,,,,,,,,23310,,,,,,,,,,,1,,,5,,,,,,,,,,,,,,,,
59,2018.0,31270,1,0,0,4.0,0.0,50000.0,,4.0,2,46,11,11,"1,11",1,"8,5",1,1.0,,,1.0,,,,,,,,,,1.0,,,,,,31270,,,,,,,,,,,1,,,8,5,,,,,,,,,,,,,,,
60,2018.0,32010,1,0,0,45.0,0.0,10000.0,,4.0,2,76,5,11,6,"7,8",15,5,5.0,,,,,,,,1.0,,,,,,,,,,,32010,,,,,,,,,,,7,8,,15,,,,,,,,,,,,,,,,
61,2018.0,23310,1,0,0,5.0,0.0,160000.0,,4.0,2,54,5,11,"1,6",1,"4,3,11",3,3.0,,,1.0,,,,,1.0,,,,,,,,,,,23310,,,,,,,,,,,1,,,4,3,11,,,,,,,,,,,,,,
62,2018.0,34040,1,1,1,3.0,1.0,216946.0916442049,,4.0,1,47,5,11,7,1,3,1,1.0,,,,,,,,,1.0,,,,,,,,,,34040,,,,,,,,,,,1,,,3,,,1.0,,,,,,,,,,,,,
64,2018.0,31370,1,1,1,6.0,0.0,22222.222222222223,,4.0,1,18,11,11,"1,2,6","2,5","4,3,11",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,2,5,,4,3,11,1.0,,,,,,,,,,,,,
65,2018.0,"39020,25040,25040",3,"3,1,1","3,4,6",4.0,0.0,397500.0,,5.0,1,38,5,11,"2,4,7","3,8,1",11,1,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,39020,25040.0,25040.0,,,,,,,,,3,8,1,11,,,3.0,3.0,3.0,3.0,3.0,,,,,,,,,
66,2018.0,31350,1,1,11,4.0,0.0,100000.0,,4.0,2,21,5,11,6,1,15,1,1.0,,,,,,,,1.0,,,,,,,,,,,31350,,,,,,,,,,,1,,,15,,,11.0,,,,,,,,,,,,,
67,2018.0,31270,1,0,0,3.0,1.0,79000.0,,4.0,1,46,5,11,"6,9",1,"1,8",1,1.0,,,,,,,,1.0,,,1.0,,,,,,,,31270,,,,,,,,,,,1,,,1,8,,,,,,,,,,,,,,,
68,2018.0,36380,1,1,4,3.0,1.0,100000.0,,4.0,1,47,4,11,"6,8,9",8,15,1,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,36380,,,,,,,,,,,8,,,15,,,4.0,,,,,,,,,,,,,
69,2018.0,32030,1,1,1,4.0,0.0,150000.0,,4.0,1,38,10,11,"1,2,17",1,"11,2,1","3,4",3.0,4.0,,1.0,1.0,,,,,,,,,,,,,,1.0,32030,,,,,,,,,,,1,,,11,2,1,1.0,,,,,,,,,,,,,
70,2018.0,31250,1,0,0,4.0,0.0,54193.548387096766,,5.0,2,70,10,11,"1,2",1,"2,8,1",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,31250,,,,,,,,,,,1,,,2,8,1,,,,,,,,,,,,,,
71,2018.0,32010,1,0,0,2.0,0.0,50000.0,,4.0,2,29,10,11,"1,2,16",1,"14,4,2",3,3.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,32010,,,,,,,,,,,1,,,14,4,2,,,,,,,,,,,,,,
72,2018.0,36450,1,0,0,2.0,0.0,88281.25,,4.0,1,61,10,11,"1,2",1,"11,14,2",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,36450,,,,,,,,,,,1,,,11,14,2,,,,,,,,,,,,,,
73,2018.0,34030,1,0,0,3.0,0.0,204000.0,,4.0,2,51,4,11,"2,6,9",1,"3,14",3,3.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,34030,,,,,,,,,,,1,,,3,14,,,,,,,,,,,,,,,
75,2018.0,36010,1,2,1,3.0,1.0,279000.0,,4.0,1,32,7,11,"1,3,6",1,"2,1,9",1,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,36010,,,,,,,,,,,1,,,2,1,9,1.0,1.0,,,,,,,,,,,,
76,2018.0,38390,1,2,1,3.0,1.0,300000.0,,4.0,1,43,7,11,"1,9",1,"8,3,2",1,1.0,,,1.0,,,,,,,,1.0,,,,,,,,38390,,,,,,,,,,,1,,,8,3,2,1.0,1.0,,,,,,,,,,,,
77,2018.0,32070,1,2,1,2.0,0.0,300000.0,,4.0,1,71,7,11,"4,6","2,1","3,5,6",1,1.0,,,,,,1.0,,1.0,,,,,,,,,,,32070,,,,,,,,,,,2,1,,3,5,6,1.0,1.0,,,,,,,,,,,,
78,2018.0,32350,1,2,1,4.0,0.0,200000.0,,4.0,2,57,7,11,"1,2,11",1,"9,1,12",1,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,32350,,,,,,,,,,,1,,,9,1,12,1.0,1.0,,,,,,,,,,,,
79,2018.0,23010,1,2,1,3.0,0.0,300000.0,,4.0,1,28,11,11,6,1,"12,5,3",3,3.0,,,,,,,,1.0,,,,,,,,,,,23010,,,,,,,,,,,1,,,12,5,3,1.0,1.0,,,,,,,,,,,,
80,2018.0,32060,1,1,1,3.0,0.0,320000.0,,4.0,1,48,11,11,"1,2,11",1,"3,11,9",1,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,32060,,,,,,,,,,,1,,,3,11,9,1.0,,,,,,,,,,,,,
81,2018.0,32390,1,0,0,40.0,0.0,30000.0,,4.0,1,71,11,11,1,7,3,5,5.0,,,1.0,,,,,,,,,,,,,,,,32390,,,,,,,,,,,7,,,3,,,,,,,,,,,,,,,,
83,2018.0,32030,1,2,1,3.0,0.0,300000.0,,4.0,2,71,1,11,"1,2,6",1,"1,9,2",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,32030,,,,,,,,,,,1,,,1,9,2,1.0,1.0,,,,,,,,,,,,
84,2018.0,99999,1,1,1,2.0,0.0,200000.0,,4.0,1,62,1,11,"1,2,6",1,"9,4,8",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,99999,,,,,,,,,,,1,,,9,4,8,1.0,,,,,,,,,,,,,
86,2018.0,32060,1,2,1,8.0,3.0,220952.3809523809,,4.0,2,33,8,11,"1,2,11",1,"9,5,1",1,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,32060,,,,,,,,,,,1,,,9,5,1,1.0,1.0,,,,,,,,,,,,
87,2018.0,99999,1,2,"1,3",3.0,0.0,320000.0,,4.0,1,44,3,11,"1,2,6","6,2","1,8,2",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,99999,,,,,,,,,,,6,2,,1,8,2,1.0,3.0,,,,,,,,,,,,
90,2018.0,23040,1,1,11,2.0,0.0,100000.0,,4.0,1,22,10,11,11,"2,5,6","3,5",3,3.0,,,,,,,,,,,,,1.0,,,,,,23040,,,,,,,,,,,2,5,6,3,5,,11.0,,,,,,,,,,,,,
91,2018.0,32390,1,2,1,4.0,0.0,150000.0,,4.0,2,53,10,11,"1,9",1,"3,1",3,3.0,,,1.0,,,,,,,,1.0,,,,,,,,32390,,,,,,,,,,,1,,,3,1,,1.0,1.0,,,,,,,,,,,,
92,2018.0,23310,1,1,11,4.0,0.0,50000.0,,4.0,1,46,10,11,"1,2",1,"2,3",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,23310,,,,,,,,,,,1,,,2,3,,11.0,,,,,,,,,,,,,
93,2018.0,32390,1,2,1,2.0,0.0,150000.0,,4.0,1,73,10,11,"6,11",1,"5,3",1,1.0,,,,,,,,1.0,,,,,1.0,,,,,,32390,,,,,,,,,,,1,,,5,3,,1.0,1.0,,,,,,,,,,,,
94,2018.0,32060,1,1,11,2.0,0.0,100000.0,,4.0,2,31,10,11,"1,6",6,"3,12",3,3.0,,,1.0,,,,,1.0,,,,,,,,,,,32060,,,,,,,,,,,6,,,3,12,,11.0,,,,,,,,,,,,,
95,2018.0,33380,1,1,1,4.0,0.0,200000.0,,5.0,2,48,6,11,"1,2,6",1,"2,12,8",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,33380,,,,,,,,,,,1,,,2,12,8,1.0,,,,,,,,,,,,,
97,2018.0,32030,1,2,1,4.0,2.0,250000.0,,4.0,1,48,6,11,"1,2,6",1,"2,1,8",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,32030,,,,,,,,,,,1,,,2,1,8,1.0,1.0,,,,,,,,,,,,
98,2018.0,32030,1,1,3,2.0,0.0,200000.0,,4.0,1,23,6,11,"1,2","6,10","1,2,9",3,3.0,,,1.0,1.0,,,,,,,,,,,,,,,32030,,,,,,,,,,,6,10,,1,2,9,3.0,,,,,,,,,,,,,
100,2018.0,21090,1,2,"1,3",4.0,0.0,319872.2466960352,,4.0,1,20,1,11,"1,2,6","2,5","2,8,1",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,21090,,,,,,,,,,,2,5,,2,8,1,1.0,3.0,,,,,,,,,,,,
102,2018.0,99999,1,2,1,4.0,0.0,250000.0,,4.0,1,49,1,11,"1,2,6",1,"2,1,8",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,99999,,,,,,,,,,,1,,,2,1,8,1.0,1.0,,,,,,,,,,,,
103,2018.0,32010,1,0,0,2.0,0.0,33333.333333333336,,4.0,1,38,11,11,"1,2",1,"3,11",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,32010,,,,,,,,,,,1,,,3,11,,,,,,,,,,,,,,,
104,2018.0,34030,1,0,0,3.0,0.0,37634.408602150535,,4.0,1,51,11,11,"2,3",1,"15,14,8",3,3.0,,,,1.0,1.0,,,,,,,,,,,,,,34030,,,,,,,,,,,1,,,15,14,8,,,,,,,,,,,,,,
105,2018.0,32060,1,1,11,3.0,1.0,200000.0,,4.0,1,43,9,11,"1,2,11",1,"6,2",1,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,32060,,,,,,,,,,,1,,,6,2,,11.0,,,,,,,,,,,,,
106,2018.0,32390,1,2,1,2.0,0.0,300000.0,,4.0,1,60,9,11,"1,9",1,"14,7",1,1.0,,,1.0,,,,,,,,1.0,,,,,,,,32390,,,,,,,,,,,1,,,14,7,,1.0,1.0,,,,,,,,,,,,
109,2018.0,34360,1,2,1,2.0,0.0,280000.0,,4.0,1,52,3,11,"1,2,6",1,"9,2,8",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,34360,,,,,,,,,,,1,,,9,2,8,1.0,1.0,,,,,,,,,,,,
110,2018.0,32030,1,2,"1,3",2.0,0.0,200000.0,,4.0,2,24,3,11,"1,2,6","6,10","8,2,3",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,32030,,,,,,,,,,,6,10,,8,2,3,1.0,3.0,,,,,,,,,,,,
111,2018.0,39010,1,3,"1,3,4",4.0,0.0,400000.0,,5.0,2,51,3,11,"1,2,5,6","3,8","1,2,4",1,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,39010,,,,,,,,,,,3,8,,1,2,4,1.0,3.0,4.0,,,,,,,,,,,
112,2018.0,33380,1,1,1,3.0,1.0,200000.0,,4.0,2,40,3,11,"1,2,6",1,"2,1,8",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,33380,,,,,,,,,,,1,,,2,1,8,1.0,,,,,,,,,,,,,
113,2018.0,32310,1,1,1,5.0,0.0,94285.71428571428,,4.0,2,71,8,11,"1,4",1,"2,10,1",1,1.0,,,1.0,,,1.0,,,,,,,,,,,,,32310,,,,,,,,,,,1,,,2,10,1,1.0,,,,,,,,,,,,,
114,2018.0,99999,1,2,1,3.0,0.0,200000.0,,4.0,1,47,6,11,"1,2,6",1,"2,8,1",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,99999,,,,,,,,,,,1,,,2,8,1,1.0,1.0,,,,,,,,,,,,
115,2018.0,32030,1,1,1,2.0,0.0,160000.0,,4.0,2,35,6,11,"1,2",1,"5,8,1",3,3.0,,,1.0,1.0,,,,,,,,,,,,,,,32030,,,,,,,,,,,1,,,5,8,1,1.0,,,,,,,,,,,,,
118,2018.0,31380,1,1,1,2.0,0.0,150000.0,,4.0,1,73,6,11,"1,2,6",1,"9,8,5",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,31380,,,,,,,,,,,1,,,9,8,5,1.0,,,,,,,,,,,,,
120,2018.0,39010,1,2,"1,3",5.0,0.0,300000.0,,4.0,2,73,2,11,"1,2,6","7,3","1,2,5",5,5.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,39010,,,,,,,,,,,7,3,,1,2,5,1.0,3.0,,,,,,,,,,,,
121,2018.0,34080,1,2,1,4.0,0.0,200000.0,,4.0,2,47,9,11,"1,6,9",1,"6,8,4",1,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,34080,,,,,,,,,,,1,,,6,8,4,1.0,1.0,,,,,,,,,,,,
122,2018.0,34030,1,1,1,3.0,0.0,240000.0,,4.0,1,52,9,11,"1,2",1,"6,2",3,3.0,,,1.0,1.0,,,,,,,,,,,,,,,34030,,,,,,,,,,,1,,,6,2,,1.0,,,,,,,,,,,,,
123,2018.0,32380,1,2,1,4.0,0.0,150000.0,,4.0,2,29,9,11,"1,11,16",1,"8,9,6",3,3.0,,,1.0,,,,,,,,,,1.0,,,,1.0,,32380,,,,,,,,,,,1,,,8,9,6,1.0,1.0,,,,,,,,,,,,
124,2018.0,25040,1,1,1,3.0,0.0,100000.0,,4.0,1,16,9,11,"6,9,11",1,"2,6",1,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,,,25040,,,,,,,,,,,1,,,2,6,,1.0,,,,,,,,,,,,,
125,2018.0,32050,1,0,0,40.0,0.0,30000.0,,4.0,1,46,12,11,1,7,3,5,5.0,,,1.0,,,,,,,,,,,,,,,,32050,,,,,,,,,,,7,,,3,,,,,,,,,,,,,,,,
126,2018.0,31370,1,1,1,3.0,0.0,100000.0,,4.0,1,60,12,11,"1,8",1,"7,11",3,3.0,,,1.0,,,,,,,1.0,,,,,,,,,31370,,,,,,,,,,,1,,,7,11,,1.0,,,,,,,,,,,,,
127,2018.0,37020,1,1,1,2.0,0.0,174358.97435897432,,4.0,2,27,12,11,"1,2,4",1,"8,14,3",3,3.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,37020,,,,,,,,,,,1,,,8,14,3,1.0,,,,,,,,,,,,,
