,place_info,x,y,target
319,천왕사,128.010881256312,37.4304997079626,"힐링, 호캉스"
320,문수암,127.185839528136,36.1289853246692,"힐링, 호캉스"
321,옥산사,128.694421552326,36.6744631096524,"힐링, 호캉스"
322,대한불교진각종,128.51903347462,35.8090628668856,"힐링, 호캉스"
323,로마공예,127.013043527046,37.1431408616009,"식도락, 맛집투어"
324,연화사,127.450217120739,36.348301981637,"힐링, 호캉스"
325,중흥사포교원,127.012328857405,37.4847492915834,"힐링, 호캉스"
326,금강선원,127.349648727722,36.3027171842329,"힐링, 호캉스"
327,심화사,128.098912433637,37.1630292949469,"힐링, 호캉스"
328,약사암,127.102514628318,37.8873901802714,"힐링, 호캉스"
329,정각암,127.029270080894,34.6362670867645,"힐링, 호캉스"
330,서광사,126.927584393057,35.1548530961376,"힐링, 호캉스"
331,보리정사,126.92277280996,37.398476567087,"힐링, 호캉스"
332,용운사,127.930889288789,36.968011283135,"힐링, 호캉스"
333,천지암,128.585973154496,35.2140377884933,"힐링, 호캉스"
334,천용사,126.964364871352,35.0934509300016,"힐링, 호캉스"
335,심선사,127.683618553001,35.4810276831331,"힐링, 호캉스"
336,삼밀사,129.044405152808,35.0895540605914,"힐링, 호캉스"
337,무애암,126.787744628942,37.4809028686842,"힐링, 호캉스"
338,성불사,127.073852129912,35.9951013247284,"힐링, 호캉스"
339,불지사,126.8076226453,37.5625320200725,"힐링, 호캉스"
340,금주사,128.513965466044,36.0109475821441,"힐링, 호캉스"
341,만덕사,128.573951553859,35.8849638301905,"힐링, 호캉스"
342,성진사,128.557740482639,35.2232736099259,"힐링, 호캉스"
343,프리티선물코너,129.42797153004,35.5117820705977,"식도락, 맛집투어"
344,청량사,126.683368902552,37.4268858343875,"힐링, 호캉스"
345,옴니포교원,126.935849036946,35.1554710266954,"힐링, 호캉스"
346,선운암,128.052612191016,35.3315339201926,"힐링, 호캉스"
347,밀행사,128.748315545952,35.4960870099455,"힐링, 호캉스"
348,약진사,127.147890355809,37.2552959213333,"힐링, 호캉스"
349,용광사,127.467602429451,37.1575512790846,"힐링, 호캉스"
350,극락사,127.477573555204,36.0948114036485,"힐링, 호캉스"
351,서래암,128.616449614154,35.3614173640564,"힐링, 호캉스"
352,성정사,128.877534763649,37.7437809705908,"힐링, 호캉스"
353,용화선원,128.300086565657,38.0248796449938,"힐링, 호캉스"
354,죽사,126.412601489093,36.7931968076885,"힐링, 호캉스"
355,법륜사,126.980363208566,37.5773444160604,"힐링, 호캉스"
356,칠성사절,127.434210630125,37.2843473245417,"힐링, 호캉스"
357,보리사,127.820816368206,36.3938128974072,"힐링, 호캉스"
358,개운사,129.150867042004,35.2345980629937,"힐링, 호캉스"
359,관음사,128.667645380222,35.1648192607136,"힐링, 호캉스"
360,묘덕사,126.953979882387,34.6938549744667,"힐링, 호캉스"
361,금정사,127.852453237544,34.9782223121105,"힐링, 호캉스"
362,대성사,129.011806571784,35.1009796350929,"힐링, 호캉스"
363,연화사,127.267705384634,36.235745022211,"힐링, 호캉스"
364,보덕암,128.722971301447,35.4308822411196,"힐링, 호캉스"
365,원오사,129.160205449389,35.2346495380717,"힐링, 호캉스"
366,대명사,127.371686464569,36.2037210551071,"힐링, 호캉스"
367,쌍암사,128.938828276755,36.7444699357127,"힐링, 호캉스"
368,금다래산머루,127.502593191842,37.0701079271796,"힐링, 호캉스"
369,용지사,128.41941434044,35.1920593601092,"힐링, 호캉스"
370,불광총림,129.123060356966,36.7511281636448,"힐링, 호캉스"
371,용봉사,126.965109069669,35.8749712209326,"힐링, 호캉스"
372,고씨굴농특산물판매장,128.53527405737,37.1311959997392,"식도락, 맛집투어"
373,덕산산림욕장,126.377860808303,37.716381901168,"축제, 관광"
374,봉화산수도사,128.5652631504,35.2220509031348,"힐링, 호캉스"
375,대흥사,127.041644960801,37.5835005608739,"힐링, 호캉스"
376,일해수산,126.465998885014,33.5060699183967,"식도락, 맛집투어"
377,초전몽돌해수욕장,128.034712444208,34.7294564336747,액티비티
378,천주사,128.305675968727,36.7470084783882,"힐링, 호캉스"
379,보정동카페거리,127.110098414742,37.3216127214321,"식도락, 맛집투어"
380,행정저수지,126.746968382038,36.5175906122905,"힐링, 호캉스"
381,구포상승문화회관,129.004533923754,35.2135597709891,"힐링, 호캉스"
382,보성향교,127.08418717175,34.7683263889261,"축제, 관광"
383,향교말,126.783427393617,36.6112052715465,"축제, 관광"
384,매림서원,128.224279105382,35.6841857933009,"축제, 관광"
385,부산서원,126.893693638541,36.2845303370474,"축제, 관광"
386,서원,129.377645186372,36.1156972318288,"축제, 관광"
387,금호서원,128.669798479757,35.6800032746775,"축제, 관광"
388,구산서원,129.160802769274,35.8901867855853,"축제, 관광"
389,다리안폭포,128.421243170943,36.9631511617336,액티비티
390,독주폭포,128.445428974467,38.1023032893408,액티비티
391,시명폭포,129.273380040672,36.2555499655637,액티비티
392,제2폭포,128.999076933454,35.6380412262477,액티비티
393,아산관광단지,126.981303538696,36.8556771278238,"축제, 관광"
394,양동제,127.18700225197,34.9154495032712,"힐링, 호캉스"
395,삼천사계곡,126.955685065493,37.6398336704025,액티비티
396,청계천판잣집테마존,127.034835493206,37.5715281891937,"힐링, 호캉스"
397,와동사,128.285315970136,35.0094903079109,"힐링, 호캉스"
398,화담정사,127.080486255362,37.7789340554902,"힐링, 호캉스"
399,석굴암전망대,129.349440857674,35.7906908180193,"힐링, 호캉스"
400,덕암계량사,128.833093095895,35.2453270981213,"힐링, 호캉스"
401,건어장해수욕장,126.329637457887,37.5404733154293,액티비티
402,송이등대,128.61205320288,38.1533652386858,"힐링, 호캉스"
403,양촌자연휴양림,127.246490096164,36.1572560415986,"축제, 관광"
404,사문진주막촌,128.477820669757,35.8109270439052,"힐링, 호캉스"
405,팥빙수골목,129.030205780746,35.1002018390644,"식도락, 맛집투어"
406,산림복합경영단지,128.465183248824,37.0546599769474,액티비티
407,연화사,129.053444877599,35.2008470623041,"힐링, 호캉스"
408,허브아일랜드불빛동화축제,127.131669389653,37.9653912068418,"축제, 관광"
409,화림선원,126.866608669321,37.3178417640772,"힐링, 호캉스"
