,year,target_area,no_of_place,sleepnights,accommodation,number_of_ppl,number_of_children,cost_total_trip,cost_total_per_person,satisfied,sex,age,month,living_area,target_beforesplit,transportation,reason,relationship
12747,2020,35380,1,0,,2,0,150000,75000,4,1,63,12,13,"1,2",1,2,1
12748,2020,35380,1,0,,4,2,200000,50000,4,2,45,12,13,"1,2",1,2,1
12749,2020,35040,1,0,,2,0,150000,75000,4,1,55,12,13,"1,2",1,"2,4",1
12750,2020,"3,636,036,360",2,1,3,4,1,400000,100000,5,2,17,12,13,"1,2,6,16",1,"2,4",1
12751,2020,"3,632,036,320",2,1,3,4,2,330000,82500,4,1,45,12,13,"1,2,6",1,"2,8",1
12752,2020,"2,403,035,380",2,"0,2",3,6,1,654498,111083,5,2,74,1,13,"1,2,6,7",1,"8,6,14",1
12754,2020,"2,404,036,450",2,1,12,4,0,375000,131250,5,1,67,2,13,"2,6,15",1,"5,2,4",5
12755,2020,24010,1,0,,4,0,94600,23650,5,1,53,2,13,6,1,5,1
12761,2020,24010,1,0,,4,0,31600,15800,5,2,45,3,13,"2,6",1,5,1
12764,2020,36440,1,0,,4,0,67000,18000,5,2,46,4,13,1,1,5,1
12765,2020,"3,902,039,020",2,1,1,2,0,538000,269000,5,2,55,4,13,"2,6,11","3,8","14,12,5",1
12766,2020,24050,1,0,,1,,95000,95000,5,2,48,5,13,"1,6",1,5,
12768,2020,"3,902,039,020",2,1,2,2,0,1850000,925000,4,1,45,6,13,"1,2","3,8","5,12",1
12770,2020,"21,010,210,502,101,000,000",4,1,2,2,0,402000,229000,5,1,28,7,13,"1,4,6,8,9","1,4","3,12,1",3
12773,2020,"3,603,036,030",2,0,,4,1,144000,36000,5,2,41,7,13,"1,4",1,"4,3,5",1
12774,2020,35320,1,0,,2,0,150000,75000,4,1,63,8,13,"1,2",1,"2,11",1
12775,2020,"3,534,035,340",2,1,3,3,0,364998,121666,4,1,27,8,13,"1,6",1,2,3
12776,2020,35050,1,0,,2,0,150000,75000,4,2,57,8,13,"1,2",1,"2,8",1
12777,2020,36460,1,1,3,4,2,330000,82500,5,2,48,8,13,"1,2,6",1,"2,8",1
12778,2020,36020,1,1,3,4,2,400000,100000,4,1,47,8,13,"1,6",1,"2,8",1
12785,2020,"36,470,364,702,401,000,000",4,"0,0",,2,0,175000,87500,4,1,46,10,13,"4,6,12",1,"4,5,2",4
12786,2020,"360,303,603,036,060",3,1,3,2,0,287000,143500,5,1,27,10,13,"1,2,4,6",1,"8,2,4",3
12788,2020,"3,501,035,010",2,1,1,2,0,258000,179000,5,2,31,11,13,"1,6,8,9,15,16",1,"5,12,14",3
12792,2020,35020,1,0,,3,0,105501,35167,4,1,57,11,13,"1,2,6",1,"1,2,8",3
12793,2020,"360,203,602,036,020",3,0,,4,1,198000,51500,5,2,43,12,13,"1,6,9","1,4","3,5,9",1
12796,2020,35050,1,0,,10,0,540000,57000,4,2,68,1,14,"6,7","7,8","3,11,4",5
12797,2020,"11,010,110,201,103,000,000",4,2,"12,12",3,0,694000,318000,4,1,16,1,14,"1,4,6",1,"2,12,5",1
12799,2020,"364,803,648,036,480",3,0,,3,1,284999,108333,3,1,48,1,14,"1,2,6",1,"1,9,2",1
12800,2020,"36,370,363,703,503,000,000",4,"0,1",12,4,1,352001,98167,4,2,18,1,14,"1,6,16",1,"6,1,14",1
12801,2020,36030,1,0,,5,2,162000,32400,5,2,54,1,14,"4,6,16",1,"14,11,3",1
12802,2020,35010,1,0,,4,0,196001,49917,4,1,56,1,14,"1,9",1,"5,11,1",1
12803,2020,"35,020,350,203,538,000,000",4,"0,0",,5,1,182999,57533,4,2,41,1,14,"1,4,6",1,"5,4,1","1,2"
12805,2020,"383,703,837,038,030",3,1,3,8,3,746000,102750,4,1,64,1,14,"1,6,16",1,"2,14,5","1,2"
12806,2020,"210,302,101,021,010",3,1,2,3,0,414000,138000,5,1,23,1,14,"2,6,11",6,"5,12,11",3
12808,2020,"3,603,035,380,353,800,000,000,000",5,"0,2","12,12",4,0,459000,119250,4,1,51,1,14,"1,6",1,"9,5,4",1
12812,2020,36030,1,0,,4,0,400000,100000,5,1,59,2,14,"1,3",1,"15,1,14",3
12813,2020,35010,1,0,,2,0,90000,32500,4,1,66,2,14,"1,15",1,"1,14,3",1
12814,2020,"3,602,036,030",2,1,2,5,0,400000,80000,4,2,21,2,14,"1,2,6","6,10","8,1,2",3
12815,2020,11250,1,0,,2,0,150000,75000,4,1,47,2,14,2,"5,2",14,4
12816,2020,36030,1,0,,2,0,210000,105000,4,2,32,2,14,"1,15",1,"1,2,9",1
12817,2020,24050,1,1,2,1,,195000,195000,4,1,43,3,14,"2,6,15",1,4,
12819,2020,36420,1,0,,2,0,32000,16000,4,1,55,4,14,"1,6",1,"2,11",3
12820,2020,36320,1,0,,4,0,256000,64000,4,1,63,4,14,1,1,"8,2",1
12821,2020,36390,1,0,,4,0,162000,40500,4,2,64,4,14,1,1,"2,4",1
12822,2020,36390,1,0,,2,0,98001,43167,4,2,52,4,14,"1,6",1,"12,2",3
12823,2020,36320,1,0,,4,1,98001,35667,4,1,45,4,14,1,1,"2,4",2
12824,2020,36350,1,0,,3,0,99999,33333,4,1,33,4,14,"1,6",1,2,1
12825,2020,36420,1,0,,2,0,100000,50000,4,1,72,4,14,"6,11",1,"2,3",1
12827,2020,36430,1,0,,3,0,41000,41000,5,2,54,5,14,"1,2,6,7",1,"5,10,2",3
12828,2020,36470,1,1,4,4,2,115500,115500,5,2,36,5,14,"1,2,6,7",1,"6,14,12",1
12831,2020,36410,1,0,,4,0,47000,47000,5,2,49,6,14,"1,2,6",1,"8,2,1",3
12832,2020,36400,1,0,,4,0,170000,42500,5,2,32,6,14,"1,2,3,6,17",1,"3,1",1
12833,2020,36400,1,0,,4,2,48500,48500,5,1,30,6,14,"1,2,6",1,"1,8,3",1
12834,2020,36440,1,0,,2,0,43000,43000,4,1,52,6,14,"1,2,6",1,"1,2,8",1
12835,2020,35040,1,0,,2,0,160000,80000,4,2,52,7,14,"1,2",1,2,1
12836,2020,35380,1,1,3,4,2,280000,70000,4,2,46,7,14,"1,6",1,2,1
12837,2020,36330,1,0,,2,0,200000,100000,4,1,54,7,14,"1,6",1,"2,11",1
12838,2020,"3,602,036,020",2,1,3,4,0,440000,110000,5,1,32,7,14,"1,6",1,"1,2",3
12839,2020,35320,1,1,3,3,1,319998,106666,4,2,37,7,14,"1,6",1,2,1
12840,2020,36400,1,0,,2,0,120000,60000,4,1,34,8,14,"1,2",1,"14,4,1",1
12841,2020,36310,1,0,,2,0,100000,50000,4,2,46,8,14,"1,2",1,"14,12",1
12842,2020,36360,1,0,,2,0,110000,65000,4,2,55,8,14,"1,2",1,"5,3",1
12843,2020,36390,1,0,,2,0,140000,70000,4,1,56,8,14,1,1,5,1
12844,2020,36400,1,0,,2,0,145000,72500,5,2,32,5,14,"1,2,6,9",1,"14,11",3
12849,2020,24010,1,0,,1,,115000,115000,4,1,30,9,14,"2,12,15",1,"4,8",
12850,2020,36310,1,0,,3,0,174000,58000,5,1,22,6,14,"1,2,9,15","6,10","11,14",3
12851,2020,36350,1,0,,2,0,115000,57500,5,2,55,6,14,"1,5,6,8,9,15",1,"8,2,5",1
12852,2020,"39,010,390,203,902,000,000",4,3,"3,3,3",4,0,2600000,650000,5,1,66,6,14,"1,2,5,6,8,9,11,16,17","3,8","5,14",1
12853,2020,36470,1,0,,4,2,200000,50000,4,1,38,7,14,"1,2",1,2,1
12854,2020,36460,1,1,3,4,0,500000,125000,5,2,21,7,14,"1,6",8,"11,2",3
12855,2020,36400,1,0,,2,0,150000,75000,4,2,63,7,14,"1,2",1,"2,1",1
12856,2020,35040,1,0,,3,1,199998,66666,5,2,47,7,14,"1,2",1,2,1
12857,2020,"3,648,036,480",2,1,3,4,0,300000,75000,4,1,28,7,14,"1,6",1,2,3
12861,2020,36480,1,0,,2,0,100000,50000,4,1,33,8,14,"1,2",1,"14,1,3",3
12866,2020,36360,1,0,,2,0,100000,50000,4,2,52,10,14,1,1,1,1
12868,2020,36390,1,0,,2,0,140000,70000,4,1,64,10,14,"1,2",1,"14,8",1
12869,2020,36480,1,0,,2,0,100000,50000,4,1,35,10,14,1,1,"8,4",1
12870,2020,36440,1,0,,3,0,99999,33333,4,1,32,10,14,"1,2",1,"12,1",1
12873,2020,36020,1,0,,4,0,200000,65000,4,2,53,10,14,"1,2",1,"3,14",1
12874,2020,24030,1,0,,4,0,180000,45000,4,2,26,10,14,"2,15",1,"14,2",1
12875,2020,36470,1,0,,1,,80000,80000,4,1,28,10,14,1,1,1,
12876,2020,"3,648,036,440",2,"0,0",,2,0,96500,54250,4,2,27,11,14,"1,2,6",1,"8,4,2",3
12877,2020,36360,1,0,,3,0,40000,40000,5,2,53,11,14,"1,2,6",1,"11,12,5",4
12879,2020,36380,1,0,,2,0,81500,40750,4,2,27,12,14,"1,6",1,"4,2",1
12880,2020,36410,1,0,,4,0,80000,23500,4,1,53,12,14,"3,6",1,"14,5,1",4
12881,2020,36440,1,0,,2,0,52500,26250,4,2,31,12,14,"1,2,6",1,"3,9,1",3
12882,2020,"3,636,036,390",2,"1,1","3,12",4,0,300000,75000,4,2,26,1,14,"1,6",1,"2,11",3
12883,2020,"3,635,036,350",2,1,3,3,1,330003,110001,4,1,34,1,14,"1,6",1,"2,1",1
12884,2020,36440,1,0,,4,0,200000,50000,4,2,63,1,14,"1,2",1,"2,1",3
12885,2020,"3,902,036,410",2,"1,0",3,2,0,380000,190000,5,2,56,1,14,"1,6","1,3","2,1",1
12886,2020,35040,1,0,,2,0,150000,75000,4,1,57,1,14,"1,2",1,"2,1",1
12887,2020,"3,639,036,400",2,"0,1",12,4,2,200000,50000,4,2,48,1,14,"1,2",1,"2,8",1
12888,2020,"3,602,036,360",2,"1,1","4,12",4,2,400000,100000,5,1,44,1,14,"1,6",1,"2,1",1
12891,2020,36470,1,0,,2,0,80500,40250,4,1,43,12,14,"1,2,6",1,"8,13,4",1
12894,2020,"2,101,021,090",2,1,2,4,0,506000,126500,4,2,26,2,14,"1,6,15","6,10,2","2,12,6",3
12895,2020,"2,114,021,010",2,1,9,4,0,380000,95000,4,1,27,2,14,"1,15",1,"5,8,12",3
12896,2020,36400,1,0,,4,0,55000,13750,4,2,45,3,14,1,1,"1,5","1,3"
12897,2020,"3,646,036,460",2,1,12,3,1,140001,46667,4,2,31,3,14,1,1,"6,1",1
12899,2020,36460,1,0,,2,0,150000,75000,4,1,59,3,14,"1,2",1,"11,14,1",1
12900,2020,36480,1,0,,2,0,100000,50000,4,2,28,3,14,1,1,"3,14,12",1
12901,2020,36480,1,0,,2,0,120000,60000,4,2,54,3,14,"1,2",1,12,1
12902,2020,36460,1,0,,4,0,198000,49500,5,2,56,4,14,"1,2,5,6,9",1,"1,11,2",1
12905,2020,36390,1,0,,3,0,43000,43000,5,2,26,5,14,"1,2,6",1,"2,11,8",3
12907,2020,36470,1,0,,3,0,33500,33500,5,2,73,5,14,"1,2,6",1,"8,1,3",1
12908,2020,36410,1,0,,3,0,40500,40500,4,1,23,5,14,"1,2,6",1,"4,14,1",3
12910,2020,"3,647,036,470",2,1,4,3,0,176500,176500,5,1,42,6,14,"1,2,6",1,"4,8,6",1
12911,2020,36460,1,0,,3,1,31000,31000,5,1,34,6,14,"1,2,6",1,"4,1,8",1
12913,2020,36440,1,0,,2,0,44000,44000,5,2,51,6,14,"1,2,6",1,"1,3,2",1
12914,2020,"3,641,036,410",2,1,6,3,0,109000,109000,5,1,29,6,14,"1,2,6",1,8,3
12916,2020,"3,702,037,020",2,1,1,2,0,230000,230000,5,2,30,1,14,"1,2,4,6,8",1,"1,2,8",3
12918,2020,36350,1,0,,3,0,118001,40667,4,1,51,2,14,6,1,"2,4",1
12919,2020,"3,505,036,350",2,1,3,5,1,700000,140000,4,2,62,2,14,"1,6",1,"8,7,2","1,2"
12920,2020,36030,1,0,,4,0,141000,47000,4,1,37,2,14,"2,6",1,"2,3",2
12921,2020,36330,1,0,,3,0,165003,55001,4,2,72,2,14,2,1,"4,14",1
12922,2020,36040,1,0,,3,0,177003,59001,4,2,52,2,14,"1,6",1,"2,8",3
12924,2020,36330,1,0,,3,0,189000,63000,4,2,62,3,14,"1,2",1,"2,8",1
12925,2020,36060,1,0,,4,0,183001,48667,4,1,22,3,14,1,1,"3,12",1
12927,2020,36360,1,0,,2,0,44100,44100,5,2,26,1,14,"2,6",1,"2,1,3",3
12930,2020,36030,1,0,,3,0,40000,40000,5,1,74,1,14,"1,2,6",1,"1,2,11",1
12931,2020,"32,030,320,303,203,000,000",4,"2,1","1,1,12",2,0,330500,270500,5,2,54,1,14,"1,2,6",1,"8,1,2",1
12932,2020,36320,1,0,,4,0,200000,162500,4,2,20,2,14,"1,2,6",1,"2,1,8",3
12934,2020,"3,901,039,020",2,1,4,5,0,1230000,246000,4,2,55,4,14,"1,11","3,8","2,1,9",1
12935,2020,24010,1,0,,4,0,350000,87500,4,2,21,4,14,"2,15",1,"8,2,1",3
12937,2020,"3,644,036,440",2,1,3,4,0,200000,200000,5,1,51,5,14,"1,2",1,"14,1,2",5
12938,2020,36320,1,0,,4,0,50000,50000,5,2,19,5,14,"1,2","2,6","1,2,4",3
12939,2020,36350,1,0,,4,0,203000,50750,5,1,23,5,14,"1,2","8,4","1,2,5",3
12942,2020,39010,1,2,1,2,0,575000,287500,5,2,30,1,14,"1,2,5,6,7,8,15,16,17","3,8","5,1,2",3
12944,2020,39010,1,2,3,2,0,485000,242500,5,1,52,1,14,"1,2,3,6,7,8,11,16,17","8,3","1,2,12",1
12945,2020,"2,109,036,010",2,"1,1","9,12",3,0,460002,153334,5,1,28,1,14,"1,2,6,8,15,17",1,"11,14",3
12946,2020,38090,1,1,2,2,0,320000,160000,5,1,28,2,14,"1,6",1,"5,1,14",1
12947,2020,36010,1,0,,2,0,150000,75000,4,1,60,2,14,"1,2,3",1,"3,1,2",1
12948,2020,24050,1,0,,4,2,194000,48500,4,1,45,2,14,"1,2,12",1,"14,13,8",1
12949,2020,38030,1,0,,2,0,77000,77000,4,1,42,3,14,"1,2","2,10","5,3,1",3
12950,2020,36350,1,0,,4,0,100000,25000,4,1,59,4,14,"1,2",1,"2,14,5","1,2"
12952,2020,36060,1,0,,3,0,139998,46666,4,2,46,7,14,17,1,"8,3",1
12953,2020,36360,1,0,,3,0,159999,53333,4,1,52,7,14,"1,6",1,"4,8",1
12955,2020,36350,1,0,,6,2,119999,40833,4,1,73,7,14,"1,17",1,"3,8,4","1,2"
12956,2020,36320,1,0,,3,0,205002,68334,4,1,31,7,14,"1,2,6",1,"2,8",1
12957,2020,36320,1,0,,3,0,235000,58750,4,2,74,7,14,"6,8",1,"3,8",2
12958,2020,36040,1,0,,3,0,159999,53333,4,2,45,5,14,1,1,2,1
12959,2020,38360,1,0,,2,0,70000,35000,4,1,62,5,14,2,1,11,1
12960,2020,36320,1,0,,3,0,179000,44750,4,2,52,5,14,"2,6",1,2,1
12961,2020,38360,1,0,,2,0,71999,32333,4,2,32,5,14,6,1,"8,2",1
12963,2020,36350,1,0,,4,0,200000,50000,5,2,18,8,14,"1,2",8,"1,11,14",3
12964,2020,"3,641,036,420",2,1,2,2,0,389000,194500,4,1,40,8,14,"1,2,6",1,"1,2,14",3
12965,2020,"3,534,035,340",2,1,3,6,0,510000,85000,4,1,30,8,14,"1,2,6",1,"5,14,1",3
12966,2020,38330,1,0,,4,2,153000,38250,4,2,37,8,14,"1,2",1,"13,1,14",1
12968,2020,"2,114,021,090",2,1,2,3,0,580002,193334,5,1,24,9,14,"1,2","6,10","2,14",3
12971,2020,36060,1,0,,3,1,42000,42000,5,2,34,10,14,"1,2,6",1,"8,3,1",1
12972,2020,36360,1,0,,3,1,41500,41500,4,1,37,10,14,"1,2,6",1,"3,2,1",1
12973,2020,36330,1,0,,2,0,51500,51500,5,1,56,10,14,"1,2,6",1,"8,1,2",1
12980,2020,35360,1,0,,3,0,42000,38625,5,1,43,6,14,"1,2,4",1,"2,4,8",3
12981,2020,35320,1,0,,2,0,53000,53000,5,2,40,6,14,"1,2,6",1,"2,1,8",1
12982,2020,36330,1,0,,3,0,38700,38700,4,1,50,6,14,"1,2,6",1,"8,1,3",4
12983,2020,35010,1,0,,4,0,55000,55000,5,2,54,6,14,"2,6",1,"4,1,3",3
12984,2020,"3,635,036,350",2,1,3,3,0,370002,123334,5,2,56,12,14,"1,2,6",1,"1,8,2",1
12985,2020,"2,401,024,050",2,1,9,3,0,459999,153333,5,2,20,12,14,"2,6,15","6,10","1,2,11",3
12988,2020,39010,1,3,1,4,0,840000,205000,5,1,29,1,14,"1,2,3,6,8,15,16,17","8,3","2,12,5",3
12991,2020,21090,1,1,2,4,0,338000,84500,5,2,22,1,14,"1,2,6,8,15,16",1,"14,5,2",3
12992,2020,"350,202,402,024,020",3,"1,1","2,12",4,0,510000,122500,5,2,35,1,14,"1,2,6,7,16,17",1,"1,2,5",3
12994,2020,24030,1,0,,2,1,204000,144500,4,2,48,2,14,"1,2",1,"15,14,9",1
12995,2020,36030,1,0,,4,0,50000,50000,5,1,45,2,14,"1,3",1,"14,1,5",5
12996,2020,24010,1,0,,2,0,290000,145000,4,2,30,7,14,15,1,"2,8",3
12997,2020,36030,1,0,,3,0,54999,48333,4,2,17,7,14,"1,2,6",1,1,1
13000,2020,36350,1,0,,3,0,55000,45000,4,1,20,7,14,"1,6",1,"4,2",3
13001,2020,36010,1,0,,4,0,452000,113000,4,2,48,7,14,"1,2,5,15",1,"1,8,2",1
13002,2020,36030,1,0,,2,0,98000,49000,4,1,58,3,14,"2,4",1,"14,15,3",4
13005,2020,"3,648,036,480",2,1,2,4,0,408000,102000,4,1,30,8,14,"1,2",1,"14,11,2",3
13006,2020,36310,1,0,,4,0,149000,37250,4,2,54,8,14,"1,2",1,"2,1,5",1
13007,2020,36350,1,0,,4,2,200000,50000,4,1,45,8,14,"1,2","1,4","1,14,3",1
13008,2020,"3,538,035,380",2,1,3,5,3,400000,80000,5,2,44,8,14,"1,2",1,"1,2,14",1
13009,2020,35010,1,0,,4,0,240000,60000,5,1,23,8,14,"1,2",2,"1,2,14",3
13010,2020,36380,1,1,11,4,0,600000,150000,5,2,32,8,14,"1,6",1,"1,5,2",3
13011,2020,36350,1,0,,3,0,188002,60534,4,1,26,5,14,1,1,2,3
13013,2020,36330,1,0,,3,0,200000,50000,4,1,43,5,14,1,1,2,1
13015,2020,36350,1,0,,4,0,200000,52500,4,1,58,9,14,"1,3",1,"14,1",3
13016,2020,"2,109,021,090",2,1,1,2,0,366000,183000,5,2,19,6,14,"1,6,7,8,15,17",1,"14,10",3
13017,2020,"2,110,021,090",2,1,1,2,0,286000,143000,5,1,45,6,14,"1,2,6,8,9,15",1,"5,12,14",1
13018,2020,"3,503,035,030",2,1,1,2,0,375000,187500,5,1,55,6,14,"1,2,4,6,8,9,15",1,"11,2",1
13019,2020,36350,1,0,,3,0,96000,48000,4,2,74,7,14,1,1,"2,8,1",1
13022,2020,36060,1,0,,3,0,380002,124334,3,2,32,7,14,2,1,8,1
13023,2020,35370,1,0,,3,2,110000,40000,4,1,62,7,14,1,1,"2,14",3
13025,2020,37010,1,1,12,1,,200000,147500,4,1,65,8,14,1,1,"5,3",
13026,2020,"3,633,036,330",2,1,7,4,0,200000,50000,5,2,24,8,14,"3,6",1,"6,14,5",3
13027,2020,36030,1,0,,3,0,101001,33667,4,2,57,8,14,"1,6",1,"1,14,2",3
13028,2020,38030,1,0,,3,0,148002,49334,4,1,24,8,14,"1,4",2,"14,5,1",3
13029,2020,38370,1,1,3,4,0,210000,52500,4,1,52,8,14,"1,6",1,"1,14,5",1
13030,2020,36350,1,0,,1,,150000,37500,4,2,43,8,14,"1,6",1,"3,1,4",
13031,2020,"3,902,039,010,390,100,000,000,000",5,4,"5,5,5,5",4,2,738000,738000,5,1,46,10,14,"1,2,4,5,6","3,8","2,1,8",1
13035,2020,"3,840,036,030",2,"0,0",,3,1,52000,52000,5,2,37,10,14,"1,2,6",1,"2,8,1",1
13037,2020,36380,1,1,11,4,0,400000,100000,5,2,22,9,14,"1,2,6",1,"14,4,5",1
13038,2020,"390,203,902,039,010",3,2,"9,3",1,,408000,408000,5,2,40,9,14,"1,2,6","4,8","5,1",
13049,2020,"3,602,036,330",2,1,4,4,0,500000,125000,4,1,60,6,14,"1,2,6",1,"14,1,5",1
13050,2020,"3,402,034,020",2,1,2,2,0,300000,150000,4,2,19,6,14,"1,2",1,"1,2,5",3
13051,2020,36350,1,0,,3,0,50000,50000,4,1,34,6,14,"1,3",1,"14,10",3
13053,2020,35010,1,0,,4,0,75000,75000,4,1,19,7,14,"1,2,9",8,"14,2,1",3
13054,2020,36060,1,1,10,4,0,80000,80000,4,1,27,7,14,"1,6",1,"5,2,14",3
13055,2020,"3,501,035,010",2,1,2,2,0,150000,85000,5,1,19,8,14,"1,2,6","2,10","1,5,8",3
13057,2020,36360,1,1,10,4,0,300000,75000,5,2,24,8,14,"1,2,6",1,"14,5,1",3
13059,2020,36020,1,0,,4,0,73000,54000,4,2,30,8,14,"1,2",6,"1,2",3
13061,2020,24050,1,0,,1,,119000,104000,5,2,58,8,14,"1,3",1,"5,2,15",
13067,2020,38350,1,1,3,10,4,399999,133333,4,1,40,3,14,"1,2,17",1,"5,2,6","1,3"
13068,2020,36420,1,0,,1,,98000,53000,4,1,37,4,14,"1,2",1,"15,5",
13069,2020,36320,1,0,,4,0,48200,48200,5,1,19,5,14,"1,6,11","2,10","1,9,14",3
13072,2020,36010,1,0,,4,0,50000,50000,4,1,70,5,14,"1,2",1,"5,1,14","1,2"
13073,2020,36410,1,0,,25,0,30000,30000,4,2,41,5,14,"1,6",7,"2,14,11",4
13074,2020,"3,531,035,310",2,1,11,3,0,200000,200000,5,2,35,5,14,"1,2,6",1,"1,5,14",3
13075,2020,24030,1,0,,2,0,149000,74500,4,2,23,5,14,"1,2",1,"5,14",1
13076,2020,36310,1,0,,4,0,50000,50000,5,1,71,6,14,"1,2",1,"4,8,1",3
13077,2020,35020,1,0,,4,0,300000,75000,5,1,23,6,14,"1,2",1,"5,1,4","2,3"
13078,2020,36480,1,0,,3,0,200001,66667,4,2,60,6,14,"1,2",1,"2,1,14",3
13079,2020,35010,1,0,,3,0,200001,66667,4,2,17,10,14,"1,2","2,10","2,14",3
13084,2020,35380,1,0,,4,0,209000,74750,4,1,56,7,14,"1,2,8",1,"2,4,1",3
13085,2020,35010,1,0,,4,0,60000,60000,4,1,19,7,14,"1,2","2,10,6","14,2,1",3
13087,2020,36020,1,0,,3,0,200001,66667,4,1,35,11,14,"1,2",1,"1,2",3
13088,2020,36020,1,0,,2,0,95000,47500,4,2,22,11,14,"1,2","2,10","1,5,14",3
13089,2020,36360,1,0,,4,0,175000,171250,4,1,46,12,14,"1,2,3",1,"4,14,3",5
13092,2020,36020,1,1,13,4,0,148800,37200,5,1,22,12,14,"1,2","2,10","14,9,1",3
13093,2020,36350,1,0,,2,0,50000,25000,3,1,55,11,14,1,1,"14,5,2",1
13094,2020,35340,1,0,,3,0,154002,51334,4,1,31,11,14,3,1,"11,5,14",3
13095,2020,36020,1,0,,3,0,46000,46000,4,1,16,1,14,"1,2","2,10","1,2,14",3
13099,2020,36020,1,0,,4,0,200000,50000,4,1,58,1,14,"1,2,6",1,"3,5,14",1
13101,2020,"2,403,024,010",2,2,2,3,0,498999,166333,3,1,59,12,14,"1,2",1,"14,15",4
13105,2020,"3,501,038,060",2,"0,0",,3,0,48999,16333,4,2,24,12,14,1,1,"11,4,14",3
13109,2020,35350,1,0,,2,0,100000,50000,4,2,73,1,14,"1,2","2,10","5,8,14",1
13111,2020,36380,1,0,,1,,70000,50000,4,1,52,1,14,"2,12",1,"8,3",
13115,2020,36020,1,0,,4,0,46000,46000,4,1,18,2,14,"1,2,5","2,10","1,3,5",3
13116,2020,35340,1,1,2,1,,215000,155000,4,1,33,2,14,"1,2,6",1,"11,8,5",
13118,2020,37010,1,1,12,2,0,200000,100000,4,1,28,2,14,"1,2",1,"14,5,3",1
13120,2020,"3,635,036,020",2,"0,0",,4,2,100000,30000,4,2,40,3,14,"1,5,6",1,"14,4,5",1
13121,2020,36330,1,0,,4,0,30000,30000,5,2,21,3,14,"1,3",8,"1,14,15",3
13128,2020,36310,1,0,,3,0,50000,50000,5,2,27,5,14,"1,2",1,"1,14,2",3
13131,2020,35010,1,0,,2,0,74000,49000,4,1,38,6,14,"1,2","2,10","5,9,1",3
13132,2020,36480,1,0,,4,0,50000,50000,4,2,44,6,14,"1,2",1,"5,3,14",3
13133,2020,36020,1,0,,2,0,80000,50000,4,1,44,6,14,"6,12",1,"2,10",3
13134,2020,36020,1,0,,2,0,194000,117000,4,1,58,4,14,"1,2","1,4","1,14,5",1
