,year,target_area,no_of_place,sleepnights,accommodation,number_of_ppl,number_of_children,cost_total_trip,cost_total_per_person,satisfied,sex,age,month,living_area,target_beforesplit,transportation,reason,relationship_beforesplit,relationship1,relationship2,relationship3,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_14,target_15,target_16,target_17,target_area1,target_area2,target_area3,target_area4,target_area5,target_area6,target_area7,target_area8,target_area9,target_area10,target_area11,transportation1,transportation2,transportation3,reason1,reason2,reason3,accommodation_1,accommodation_2,accommodation_3,accommodation_4,accommodation_5,accommodation_6,accommodation_7,accommodation_8,accommodation_9,accommodation_10,accommodation_11,accommodation_12,accommodation_13,accommodation_14
6935,2019.0,29010,1,0,0,2.0,0.0,64000.0,,5.0,1,2,4,25,"2,6",1,"2,4,1",3,3.0,,,,1.0,,,,1.0,,,,,,,,,,,29010,,,,,,,,,,,1,,,2,4,1,,,,,,,,,,,,,,
6936,2019.0,36350,1,0,0,2.0,0.0,100000.0,,4.0,1,7,5,25,"1,6,9",1,"2,3,1",1,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,36350,,,,,,,,,,,1,,,2,3,1,,,,,,,,,,,,,,
6937,2019.0,38380,1,0,0,3.0,0.0,30000.0,,4.0,2,5,5,25,"1,4,6",7,"2,8,3",3,3.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,38380,,,,,,,,,,,7,,,2,8,3,,,,,,,,,,,,,,
6938,2019.0,"39020,34310",2,"2,0",4,3.0,1.0,1750040.0,,4.0,1,3,5,25,"1,2,6,8,12","8,3","2,7,8",1,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,1.0,,,,,39020,34310.0,,,,,,,,,,8,3,,2,7,8,4.0,4.0,0.0,,,,,,,,,,,
6939,2019.0,"29010,35010",2,"0,0",,3.0,1.0,107980.0,,4.0,2,3,5,25,"1,2,6,8",1,"2,5,4",1,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,29010,35010.0,,,,,,,,,,1,,,2,5,4,0.0,0.0,,,,,,,,,,,,
6940,2019.0,34080,1,1,3,4.0,1.0,220000.0,,4.0,1,4,5,25,"1,2,6,8",1,"2,3,9",1,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,34080,,,,,,,,,,,1,,,2,3,9,3.0,,,,,,,,,,,,,
6941,2019.0,32060,1,0,0,4.0,2.0,336000.0,,5.0,2,3,10,25,"1,2",7,"1,5",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,32060,,,,,,,,,,,7,,,1,5,,,,,,,,,,,,,,,
6942,2019.0,38090,1,0,0,2.0,0.0,213000.0,,4.0,1,4,10,25,"4,7,11",1,"1,2,4",1,1.0,,,,,,1.0,,,1.0,,,,1.0,,,,,,38090,,,,,,,,,,,1,,,1,2,4,,,,,,,,,,,,,,
6943,2019.0,33020,1,1,4,4.0,0.0,190000.0,,4.0,1,5,10,25,"2,6,9",1,"14,2,1",1,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,33020,,,,,,,,,,,1,,,14,2,1,4.0,,,,,,,,,,,,,
6944,2019.0,34030,1,0,0,4.0,0.0,165000.0,,4.0,1,7,10,25,"1,6,11",1,"2,14",1,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,34030,,,,,,,,,,,1,,,2,14,,,,,,,,,,,,,,,
6945,2019.0,"33350,11250,11230",3,"0,0,0",,3.0,1.0,93510.0,,3.0,1,4,6,25,"1,6",1,"2,4",1,1.0,,,1.0,,,,,1.0,,,,,,,,,,,33350,11250.0,11230.0,,,,,,,,,1,,,2,4,,0.0,0.0,0.0,,,,,,,,,,,
6946,2019.0,34020,1,0,0,3.0,0.0,48990.0,,5.0,2,3,7,25,"1,2",1,"8,3,4",3,3.0,,,1.0,1.0,,,,,,,,,,,,,,,34020,,,,,,,,,,,1,,,8,3,4,,,,,,,,,,,,,,
6947,2019.0,34380,1,2,3,6.0,0.0,614940.0,,5.0,2,4,7,25,"1,2,6",1,"6,1",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,34380,,,,,,,,,,,1,,,6,1,,3.0,3.0,,,,,,,,,,,,
6948,2019.0,34030,1,2,3,4.0,0.0,614000.0,,5.0,1,5,7,25,"1,2",1,"1,2",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,34030,,,,,,,,,,,1,,,1,2,,3.0,3.0,,,,,,,,,,,,
6949,2019.0,"33020,34380",2,"0,2",4,1.0,,63000.0,,5.0,1,2,7,25,1,1,15,,,,,1.0,,,,,,,,,,,,,,,,33020,34380.0,,,,,,,,,,1,,,15,,,0.0,4.0,4.0,,,,,,,,,,,
