,year,sex,age,age,month,living_area,satisfied,cost_total_trip,number_of_children,number_of_ppl,A6_1,A6_2,A6_3,A6_4,A6_5,A6_6,A6_7,A6_8,A6_9,A6_10,A6_11,A6_12,A6_13,A6_14,D_TRA1_SMONTH,D_TRA2_SMONTH,D_TRA3_SMONTH,D_TRA4_SMONTH,D_TRA5_SMONTH,D_TRA6_SMONTH,D_TRA7_SMONTH,D_TRA8_SMONTH,D_TRA1_1_SPOT1,D_TRA1_1_SPOT2,D_TRA1_1_SPOT3,D_TRA1_1_SPOT4,D_TRA1_1_SPOT5,D_TRA1_1_SPOT6,D_TRA1_1_SPOT7,D_TRA1_1_SPOT8,D_TRA1_1_SPOT9,D_TRA1_1_SPOT10,D_TRA2_1_SPOT1,D_TRA2_1_SPOT2,D_TRA2_1_SPOT3,D_TRA2_1_SPOT4,D_TRA2_1_SPOT5,D_TRA2_1_SPOT6,D_TRA2_1_SPOT7,D_TRA2_1_SPOT8,D_TRA2_1_SPOT9,D_TRA2_1_SPOT10,D_TRA3_1_SPOT1,D_TRA3_1_SPOT2,D_TRA3_1_SPOT3,D_TRA3_1_SPOT4,D_TRA3_1_SPOT5,D_TRA3_1_SPOT6,D_TRA3_1_SPOT7,D_TRA3_1_SPOT8,D_TRA3_1_SPOT9,D_TRA3_1_SPOT10,D_TRA4_1_SPOT1,D_TRA4_1_SPOT2,D_TRA4_1_SPOT3,D_TRA4_1_SPOT4,D_TRA4_1_SPOT5,D_TRA4_1_SPOT6,D_TRA4_1_SPOT7,D_TRA4_1_SPOT8,D_TRA4_1_SPOT9,D_TRA4_1_SPOT10,D_TRA5_1_SPOT1,D_TRA5_1_SPOT2,D_TRA5_1_SPOT3,D_TRA5_1_SPOT4,D_TRA5_1_SPOT5,D_TRA5_1_SPOT6,D_TRA5_1_SPOT7,D_TRA5_1_SPOT8,D_TRA5_1_SPOT9,D_TRA5_1_SPOT10,D_TRA6_1_SPOT1,D_TRA6_1_SPOT2,D_TRA6_1_SPOT3,D_TRA6_1_SPOT4,D_TRA6_1_SPOT5,D_TRA6_1_SPOT6,D_TRA6_1_SPOT7,D_TRA6_1_SPOT8,D_TRA6_1_SPOT9,D_TRA6_1_SPOT10,D_TRA7_1_SPOT1,D_TRA7_1_SPOT2,D_TRA7_1_SPOT3,D_TRA7_1_SPOT4,D_TRA7_1_SPOT5,D_TRA7_1_SPOT6,D_TRA7_1_SPOT7,D_TRA7_1_SPOT8,D_TRA7_1_SPOT9,D_TRA7_1_SPOT10,D_TRA8_1_SPOT1,D_TRA8_1_SPOT2,D_TRA8_1_SPOT3,D_TRA8_1_SPOT4,D_TRA8_1_SPOT5,D_TRA8_1_SPOT6,D_TRA8_1_SPOT7,D_TRA8_1_SPOT8,D_TRA8_1_SPOT9,D_TRA8_1_SPOT10,D_TRA1_S_Day,D_TRA2_S_Day,D_TRA3_S_Day,D_TRA4_S_Day,D_TRA5_S_Day,D_TRA6_S_Day,D_TRA7_S_Day,D_TRA8_S_Day,target_area,no_of_place,month,sleepnights,accommodation,target_beforesplit,transportation,reason,relationship_beforesplit
5340,2019.0,2,4,4,3,24,4.0,1000000.0,0.0,4.0,,,3.0,,,,,,,,,,,,3.0,,,,,,,,38090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,38090,1,,1,3,"1,6,16","1,4","11,2",3
5341,2019.0,2,5,5,4,24,5.0,200000.0,0.0,2.0,,,,,,,,,,,,,,,4.0,,,,,,,,36480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36480,1,,0,,"1,2,11",1,"11,1",1
5342,2019.0,2,4,4,4,24,4.0,135000.0,0.0,4.0,,,,,,,,,9.0,,,,,,4.0,,,,,,,,11080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,11080,1,,1,9,1,1,"2,12,5",3
5343,2019.0,2,3,3,4,24,5.0,459000.0,0.0,3.0,,,3.0,,,,,,,,,,,,4.0,,,,,,,,32010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,32010,1,,1,3,"1,2,5,6,9",1,"1,2,12",1
5344,2019.0,1,4,4,4,24,4.0,200010.0,0.0,3.0,,,,,,,,,,,,,,,4.0,,,,,,,,21090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21090,1,,0,,"1,2",1,"2,1",1
5345,2019.0,2,2,2,1,24,4.0,800000.0,0.0,4.0,,,3.0,,,,,,,,,,,,1.0,,,,,,,,32030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,32030,1,,1,3,"1,2,6,16","2,6","2,1",3
5346,2019.0,2,3,3,1,24,5.0,800000.0,0.0,4.0,,,,4.0,,,,,,,,,,,1.0,,,,,,,,35330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,35330,1,,1,4,"1,2,3,6",1,"1,2,14",3
5347,2019.0,1,1,1,5,24,5.0,326000.0,2.0,4.0,,,3.0,,,,,,,,,,,,5.0,,,,,,,,38350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,38350,1,,1,3,"1,2,6",1,"1,2,4",1
5348,2019.0,1,2,2,5,24,4.0,105820.0,0.0,2.0,,,,,,,,,,,,,,,5.0,,,,,,,,36420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36420,1,,0,,2,1,2,3
5349,2019.0,1,7,7,5,24,4.0,125820.0,0.0,3.0,,,,,,,,,,,,,,,5.0,,,,,,,,36010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36010,1,,0,,2,1,3,3
5350,2019.0,2,3,3,5,24,3.0,235000.0,0.0,4.0,,,,,,,,,,,,,,,5.0,,,,,,,,36020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36020,1,,0,,11,1,5,3
5351,2019.0,2,7,7,7,24,5.0,2645000.0,0.0,4.0,,,3.0,,,,,,,,,,,,7.0,,,,,,,,39020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,39020,1,,4,3,"1,6,15,17","3,10,8","1,14",2
5352,2019.0,1,1,1,7,24,5.0,78000.0,0.0,3.0,,,,,,,,,,,,,,,7.0,,,,,,,,36310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36310,1,,0,,"1,2,6",6,"5,1",3
5353,2019.0,2,5,5,7,24,5.0,81000.0,0.0,2.0,,,,,,,,,,,,,,,7.0,,,,,,,,36370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36370,1,,0,,"1,6",1,"3,2",1
5354,2019.0,2,2,2,7,24,5.0,520000.0,0.0,2.0,1.0,,,,,,,,,,,,,,7.0,,,,,,,,39020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,39020,1,,3,1,"1,6,15,17","3,8","12,5",1
5355,2019.0,1,5,5,2,24,4.0,800000.0,0.0,8.0,,,3.0,,,,,,,,,,,,2.0,,,,,,,,36020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,36020,1,,1,3,"1,2,6","1,4","2,1",3
5356,2019.0,2,3,3,2,24,3.0,180000.0,1.0,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,36470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36470,1,,0,,"1,11,16",1,"2,11",1
5357,2019.0,1,4,4,8,24,4.0,350000.0,2.0,4.0,,,3.0,,,,,,,,,,,,8.0,,,,,,,,34380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,34380,1,,1,3,"1,6,11",1,"2,1",1
5358,2019.0,2,5,5,8,24,4.0,200010.0,0.0,3.0,,,,,,,,,,,,,,,8.0,,,,,,,,35380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,35380,1,,0,,"1,2",1,2,3
5359,2019.0,1,1,1,8,24,4.0,300000.0,1.0,4.0,,,3.0,,,,,,,,,,,,8.0,,,,,,,,36380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,36380,1,,1,3,"1,2,11",1,"2,11",1
5360,2019.0,2,3,3,8,24,4.0,350000.0,2.0,4.0,,,3.0,,,,,,,,,,,,8.0,,,,,,,,35380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,35380,1,,1,3,"1,2,6",1,2,1
5361,2019.0,2,2,2,8,24,4.0,200000.0,0.0,4.0,,,,,,,,,,,,,,,8.0,,,,,,,,35010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,35010,1,,0,,"1,11,16",1,"2,4",3
5362,2019.0,1,2,2,8,24,3.0,300000.0,0.0,4.0,,,3.0,,,,,,,,,,,,8.0,,,,,,,,36460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,36460,1,,1,3,"1,2,6",1,"1,2",3
5363,2019.0,2,3,3,9,24,4.0,249990.0,1.0,3.0,,,,,,,,,9.0,,,,,,9.0,9.0,,,,,,,36400.0,,,,,,,,,,35010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,"36400,35010",2,,"1,1",9,"1,2,6",1,"2,4",1
5364,2019.0,2,4,4,9,24,4.0,150000.0,1.0,3.0,,,,,,,,,,,,,,,9.0,9.0,,,,,,,36440.0,,,,,,,,,,36310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,"36440,36310",2,,"1,0",,"1,2",1,2,1
5365,2019.0,1,4,4,9,24,5.0,370000.0,2.0,4.0,,,,4.0,,,,,,,,,,,9.0,9.0,,,,,,,36400.0,,,,,,,,,,34380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,"36400,34380",2,,"1,1",4,"1,2,6",1,"1,2",1
5366,2019.0,2,7,7,9,24,4.0,210000.0,0.0,3.0,,,3.0,,,,,,,,,,,,9.0,,,,,,,,35380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,35380,1,,1,3,"1,2",1,"2,1",3
5367,2019.0,2,2,2,9,24,4.0,200000.0,0.0,4.0,,,,,,,,,,,,,,,9.0,9.0,,,,,,,36320.0,,,,,,,,,,36460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,"36320,36460",2,,"0,1",,"1,2",1,"2,4",3
5368,2019.0,1,4,4,10,24,3.0,145010.0,0.0,3.0,,,,,,,,,,,,,,,10.0,,,,,,,,36030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36030,1,,0,,"2,6",1,"8,3",1
5369,2019.0,2,2,2,10,24,3.0,180000.0,0.0,2.0,,,,,,,,,,,,,,,10.0,,,,,,,,36030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36030,1,,0,,6,1,3,3
5370,2019.0,1,2,2,10,24,4.0,84010.0,0.0,3.0,,,,,,,,,,,,,,,10.0,,,,,,,,36020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36020,1,,0,,"1,2",1,2,1
5371,2019.0,2,2,2,10,24,3.0,160020.0,0.0,3.0,,,3.0,,,,,,,,,,,,10.0,,,,,,,,35350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,35350,1,,1,3,1,1,"8,14",3
5372,2019.0,1,2,2,3,24,4.0,200000.0,0.0,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,35040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,35040,1,,0,,"1,2",1,"2,1",3
5373,2019.0,1,7,7,3,24,5.0,357000.0,0.0,2.0,,2.0,,,,,,,,,,,,,3.0,,,,,,,,21120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,21120,1,,3,2,"1,2,16,17","1,10","7,8,2",3
5374,2019.0,1,5,5,3,24,4.0,120000.0,0.0,2.0,,,,,,,,,,,,,,,3.0,3.0,,,,,,,35370.0,,,,,,,,,,35040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,"35370,35040",2,,"0,0",,"1,2",1,"4,1,8",1
5375,2019.0,1,3,3,3,24,4.0,240000.0,2.0,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,36030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36030,1,,0,,"1,2,4",1,"2,4,1",1
5376,2019.0,2,4,4,4,24,4.0,73020.0,0.0,3.0,,,,,,,,,,,,,,,4.0,,,,,,,,34330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,34330,1,,0,,6,1,"4,3",3
5377,2019.0,1,5,5,4,24,4.0,109980.0,0.0,2.0,,,,,,,,,,,,,,,4.0,,,,,,,,36420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36420,1,,0,,2,1,2,3
5378,2019.0,1,2,2,4,24,4.0,84000.0,0.0,4.0,,,,,,,,,,,,12.0,,,4.0,,,,,,,,36040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,36040,1,,1,12,"1,2,6",1,"12,14,2",1
5379,2019.0,2,5,5,4,24,4.0,83000.0,0.0,2.0,,,,,,,,,,,,,,,4.0,,,,,,,,35310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,35310,1,,0,,1,1,"4,2",3
5380,2019.0,2,2,2,11,24,4.0,197010.0,0.0,3.0,,,,,,,,,,,,,,,11.0,,,,,,,,35020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,35020,1,,0,,6,1,"8,2",3
5381,2019.0,1,7,7,11,24,4.0,104990.0,0.0,3.0,,,,,,,,,,,,,,,11.0,,,,,,,,36360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36360,1,,0,,6,1,"4,9",3
5382,2019.0,1,2,2,11,24,4.0,69990.0,0.0,2.0,,,,,,,,,,,,,,,11.0,,,,,,,,36480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36480,1,,0,,1,1,8,3
5383,2019.0,2,3,3,5,24,4.0,105030.0,0.0,3.0,,,,,,,,,,,,,,,5.0,,,,,,,,36360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36360,1,,0,,1,1,"2,3",3
5384,2019.0,2,2,2,5,24,3.0,105000.0,0.0,3.0,,,,,,,,,,,,,,,5.0,,,,,,,,36380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36380,1,,0,,"2,6",1,"5,2",3
5385,2019.0,1,4,4,5,24,4.0,188040.0,0.0,3.0,,,,,,,,,,,,,,,5.0,,,,,,,,35030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,35030,1,,0,,1,1,"3,5",1
5386,2019.0,2,5,5,5,24,4.0,60000.0,0.0,2.0,,,,,,,,,,,,,,,5.0,,,,,,,,36310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36310,1,,0,,6,1,5,3
5387,2019.0,2,4,4,12,24,5.0,200000.0,0.0,4.0,,,3.0,,,,,,,,,,,,12.0,,,,,,,,36360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,36360,1,,1,3,"1,6,11",1,"2,1",1
5388,2019.0,2,2,2,12,24,5.0,300000.0,0.0,4.0,,,3.0,,,,,,,,,,,,12.0,,,,,,,,35330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,35330,1,,1,3,"1,6",1,2,3
5389,2019.0,1,6,6,12,24,4.0,230000.0,0.0,2.0,,,3.0,,,,,,,,,,,,12.0,,,,,,,,35320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,35320,1,,1,3,"1,6",1,2,1
5390,2019.0,2,5,5,12,24,4.0,250020.0,0.0,3.0,,,3.0,,,,,,,,,,,,12.0,,,,,,,,35380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,35380,1,,1,3,"1,6",1,2,3
5391,2019.0,1,7,7,12,24,4.0,150000.0,0.0,2.0,,,,,,,,,,,,,,,12.0,,,,,,,,36390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36390,1,,0,,1,1,2,1
5392,2019.0,2,3,3,12,24,4.0,200000.0,2.0,4.0,,,3.0,,,,,,,,,,,,12.0,12.0,,,,,,,35010.0,,,,,,,,,,36380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,"35010,36380",2,,"0,1",3,"1,6",1,2,1
5393,2019.0,1,2,2,12,24,5.0,500000.0,0.0,4.0,,,,4.0,,,,,,,,,,,12.0,,,,,,,,36020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,36020,1,,1,4,"1,6",1,2,3
5394,2019.0,1,4,4,12,24,4.0,150000.0,0.0,2.0,,,,,,,,,,,,,,,12.0,,,,,,,,35040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,35040,1,,0,,1,1,2,3
5395,2019.0,2,5,5,1,24,5.0,44510.0,0.0,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,36430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36430,1,,0,,"6,7",1,"2,10,11",1
5396,2019.0,1,2,2,1,24,5.0,1045500.0,0.0,4.0,,,,4.0,,,,,,,,,,,1.0,1.0,,,,,,,39010.0,,,,,,,,,,36360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,"39010,36360",2,,"2,0",4,"1,2,4,5,6","8,4","2,8,1",3
5397,2019.0,1,7,7,1,24,5.0,52500.0,0.0,3.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,35360.0,,,,,,,,,,36040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,"35360,36040",2,,"0,0",,"1,2,6,11",1,"3,4,14",3
5398,2019.0,2,7,7,1,24,5.0,84500.0,0.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,35060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,35060,1,,0,,"1,2,4,6",1,"2,8,4",1
5399,2019.0,1,3,3,4,24,5.0,49500.0,2.0,4.0,,,,,,,,,,,,,,,4.0,,,,,,,,36020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36020,1,,0,,"1,2,3,6",1,"2,1,10",1
5400,2019.0,2,5,5,4,24,5.0,198500.0,0.0,8.0,1.0,,,,,,,,,,,,,,4.0,4.0,,,,,,,36430.0,,,,,,,,,,32060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,"36430,32060",2,,"0,2",1,"1,2,6,9,11",1,"11,1,2",3
5401,2019.0,2,2,2,4,24,4.0,430500.0,0.0,2.0,,,3.0,,,,,,,,,,,,4.0,,,,,,,,39020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,39020,1,,1,3,"1,4,5,6","8,4","2,1,5",3
5402,2019.0,1,4,4,4,24,5.0,188000.0,0.0,4.0,,2.0,,,,,,,,,,,,,4.0,,,,,,,,35380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,35380,1,,1,2,"1,2,6",1,"14,1,5",3
5403,2019.0,2,2,2,6,24,4.0,150000.0,0.0,4.0,,,,,,,,,,,,,,,6.0,,,,,,,,36440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36440,1,,0,,"1,2",1,"9,1,3",1
5404,2019.0,1,1,1,6,24,4.0,385000.0,0.0,5.0,,,3.0,,,,,,,,,,,,6.0,,,,,,,,37020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,37020,1,,1,3,"1,15",1,"3,12,4",3
5405,2019.0,2,2,2,2,24,5.0,380000.0,0.0,4.0,,2.0,,,,,,,,,,,,,2.0,2.0,,,,,,,36460.0,,,,,,,,,,38080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,"36460,38080",2,,"2,2",2,"1,11","1,10","12,3,1",5
5406,2019.0,2,5,5,2,24,5.0,624490.0,1.0,4.0,,,,4.0,,,,,,,,,,,2.0,,,,,,,,36020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,36020,1,,2,4,"1,2,6",1,"2,8,12",1
