,year,sex,age,age,month,living_area,satisfied,cost_total_trip,number_of_children,number_of_ppl,A6_1,A6_2,A6_3,A6_4,A6_5,A6_6,A6_7,A6_8,A6_9,A6_10,A6_11,A6_12,A6_13,A6_14,D_TRA1_SMONTH,D_TRA2_SMONTH,D_TRA3_SMONTH,D_TRA4_SMONTH,D_TRA5_SMONTH,D_TRA6_SMONTH,D_TRA7_SMONTH,D_TRA8_SMONTH,D_TRA1_1_SPOT1,D_TRA1_1_SPOT2,D_TRA1_1_SPOT3,D_TRA1_1_SPOT4,D_TRA1_1_SPOT5,D_TRA1_1_SPOT6,D_TRA1_1_SPOT7,D_TRA1_1_SPOT8,D_TRA1_1_SPOT9,D_TRA1_1_SPOT10,D_TRA2_1_SPOT1,D_TRA2_1_SPOT2,D_TRA2_1_SPOT3,D_TRA2_1_SPOT4,D_TRA2_1_SPOT5,D_TRA2_1_SPOT6,D_TRA2_1_SPOT7,D_TRA2_1_SPOT8,D_TRA2_1_SPOT9,D_TRA2_1_SPOT10,D_TRA3_1_SPOT1,D_TRA3_1_SPOT2,D_TRA3_1_SPOT3,D_TRA3_1_SPOT4,D_TRA3_1_SPOT5,D_TRA3_1_SPOT6,D_TRA3_1_SPOT7,D_TRA3_1_SPOT8,D_TRA3_1_SPOT9,D_TRA3_1_SPOT10,D_TRA4_1_SPOT1,D_TRA4_1_SPOT2,D_TRA4_1_SPOT3,D_TRA4_1_SPOT4,D_TRA4_1_SPOT5,D_TRA4_1_SPOT6,D_TRA4_1_SPOT7,D_TRA4_1_SPOT8,D_TRA4_1_SPOT9,D_TRA4_1_SPOT10,D_TRA5_1_SPOT1,D_TRA5_1_SPOT2,D_TRA5_1_SPOT3,D_TRA5_1_SPOT4,D_TRA5_1_SPOT5,D_TRA5_1_SPOT6,D_TRA5_1_SPOT7,D_TRA5_1_SPOT8,D_TRA5_1_SPOT9,D_TRA5_1_SPOT10,D_TRA6_1_SPOT1,D_TRA6_1_SPOT2,D_TRA6_1_SPOT3,D_TRA6_1_SPOT4,D_TRA6_1_SPOT5,D_TRA6_1_SPOT6,D_TRA6_1_SPOT7,D_TRA6_1_SPOT8,D_TRA6_1_SPOT9,D_TRA6_1_SPOT10,D_TRA7_1_SPOT1,D_TRA7_1_SPOT2,D_TRA7_1_SPOT3,D_TRA7_1_SPOT4,D_TRA7_1_SPOT5,D_TRA7_1_SPOT6,D_TRA7_1_SPOT7,D_TRA7_1_SPOT8,D_TRA7_1_SPOT9,D_TRA7_1_SPOT10,D_TRA8_1_SPOT1,D_TRA8_1_SPOT2,D_TRA8_1_SPOT3,D_TRA8_1_SPOT4,D_TRA8_1_SPOT5,D_TRA8_1_SPOT6,D_TRA8_1_SPOT7,D_TRA8_1_SPOT8,D_TRA8_1_SPOT9,D_TRA8_1_SPOT10,D_TRA1_S_Day,D_TRA2_S_Day,D_TRA3_S_Day,D_TRA4_S_Day,D_TRA5_S_Day,D_TRA6_S_Day,D_TRA7_S_Day,D_TRA8_S_Day,target_area,no_of_place,month,sleepnights,accommodation,target_beforesplit,transportation,reason,relationship_beforesplit
7648,2019.0,1,3,3,5,26,4.0,400000.0,0.0,4.0,,,,,,,,,,,,,,,5.0,,,,,,,,35010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,35010,1,,0,,"4,6,12","6,5","2,11",3
7649,2019.0,2,2,2,5,26,4.0,140010.0,0.0,3.0,,,,,,,,,,,,,,,5.0,,,,,,,,22020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,22020,1,,0,,"1,6",1,"2,4",1
7650,2019.0,2,6,6,5,26,4.0,300000.0,0.0,8.0,,,,,,,,,,,,,,,5.0,,,,,,,,38080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,38080,1,,0,,"1,2,4",1,"4,14,8","1,2"
7651,2019.0,2,5,5,5,26,4.0,91000.0,0.0,5.0,,,,,,,,,,,,,,,5.0,,,,,,,,21090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21090,1,,0,,"4,5,17",1,"12,2,1",3
7652,2019.0,2,2,2,1,26,4.0,190000.0,0.0,2.0,,,3.0,,,,,,,,,,,,1.0,,,,,,,,37010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,37010,1,,2,3,2,1,"8,7",1
7653,2019.0,2,7,7,1,26,5.0,3330120.0,5.0,12.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,37420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,37420,1,,3,1,"1,6,7",1,"8,14,6",1
7654,2019.0,2,6,6,6,26,4.0,985000.0,0.0,5.0,1.0,,,,,,,,,,,,,,6.0,,,,,,,,39010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,39010,1,,2,1,"1,2,6","3,8","1,6,5",1
7655,2019.0,1,4,4,6,26,4.0,46000.0,0.0,2.0,,,,,,,,,,,,,,,6.0,,,,,,,,21090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21090,1,,0,,"1,6,16",1,"2,9,4",3
7656,2019.0,1,2,2,6,26,4.0,307000.0,0.0,5.0,,,,,,,,,,,,12.0,,,6.0,,,,,,,,37350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,37350,1,,1,12,"2,6",1,"8,6",1
7657,2019.0,1,3,3,6,26,4.0,310000.0,0.0,4.0,,,,,,,,,,,,,,,6.0,,,,,,,,38030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,38030,1,,0,,"1,6,11",1,"12,5,14",3
7658,2019.0,2,3,3,6,26,4.0,360000.0,0.0,12.0,1.0,,,,,,,,,,,,,,6.0,,,,,,,,39010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,39010,1,,3,1,"1,2,6","8,3","14,3,6",5
7659,2019.0,1,3,3,2,26,5.0,400000.0,2.0,4.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,,38050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,38050,1,,1,1,"5,6",1,"9,6,5",1
7660,2019.0,2,5,5,3,26,4.0,50000.0,0.0,40.0,,,,,,,,,,,,,,,3.0,,,,,,,,35020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,35020,1,,0,,"2,6",7,"14,2,12",4
7661,2019.0,2,2,2,3,26,4.0,415000.0,0.0,2.0,,,,,,,,,,,,,,14.0,3.0,,,,,,,,21050.0,22020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,"21050,22020",2,,2,14,"1,6",1,"3,8,9",3
7662,2019.0,2,4,4,7,26,3.0,150000.0,0.0,2.0,,,,,,,,,,,,,,,7.0,,,,,,,,21040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21040,1,,0,,"1,6,16",1,"1,14",1
7663,2019.0,1,4,4,7,26,4.0,210000.0,2.0,4.0,,,,,,,,,,,,,,,7.0,,,,,,,,36020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,36020,1,,0,,"1,2,6",1,"14,11,2",1
7664,2019.0,2,2,2,7,26,4.0,168000.0,0.0,2.0,,,,,,,,,,,,,,,7.0,,,,,,,,31010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,31010,1,,0,,"2,6,9",1,"14,2,5",3
7665,2019.0,1,2,2,7,26,4.0,120000.0,0.0,2.0,,,,,,,,,,,,,,,7.0,,,,,,,,35010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,35010,1,,0,,"1,2,6",1,"4,8,2",3
7666,2019.0,2,5,5,7,26,4.0,144990.0,0.0,3.0,,,,,,,,,,,,,,,7.0,,,,,,,,35010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,35010,1,,0,,"1,2,6",1,"5,14,1",1
7667,2019.0,1,4,4,8,26,4.0,125000.0,0.0,4.0,,,3.0,,,,,,,,,,,,8.0,,,,,,,,38090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,38090,1,,1,3,"1,6",1,"1,6,4",3
7668,2019.0,1,2,2,8,26,4.0,100000.0,0.0,5.0,1.0,,,,,,,,,,,,,,8.0,,,,,,,,21090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,21090,1,,1,1,"1,2,6",1,"2,4,1",1
7669,2019.0,2,2,2,8,26,4.0,500000.0,0.0,2.0,1.0,,,,,,,,,,,,,,8.0,,,,,,,,39010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,39010,1,,2,1,"1,2,6","3,8","2,1,14",1
7670,2019.0,1,5,5,8,26,4.0,98000.0,0.0,2.0,,,,,,,,,,10.0,,,,,8.0,,,,,,,,38360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,38360,1,,1,10,"1,6",1,"14,1,5",1
7671,2019.0,2,3,3,8,26,4.0,100000.0,1.0,3.0,,,3.0,,,,,,,,,,,,8.0,,,,,,,,38340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,38340,1,,1,3,"1,2,6",1,"2,1,14",1
7672,2019.0,1,5,5,4,26,4.0,150000.0,0.0,3.0,,,,,,,,,,,,12.0,,,4.0,,,,,,,,38350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,38350,1,,2,12,"1,2,6",1,"1,12,14",1
7673,2019.0,1,4,4,4,26,5.0,100000.0,0.0,4.0,,,3.0,,,,,,,,,,,,4.0,,,,,,,,36020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,36020,1,,1,3,"1,2,6",1,"12,1,2","1,2"
7674,2019.0,2,5,5,4,26,5.0,80000.0,0.0,2.0,,,,,,,,,,,,,,,4.0,,,,,,,,21020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21020,1,,0,,"1,6",1,"14,3",1
7675,2019.0,2,4,4,4,26,5.0,200000.0,0.0,2.0,,,,4.0,,,,,,,,,,,4.0,,,,,,,,32060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,32060,1,,2,4,"1,2,4,6",1,"5,12,1",1
7676,2019.0,1,2,2,4,26,5.0,100000.0,0.0,2.0,,2.0,,,,,,,,,,,,,4.0,,,,,,,,21090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,21090,1,,1,2,"1,6",1,"9,1,14",3
7677,2019.0,1,1,1,4,26,4.0,46000.0,0.0,2.0,,,,,,,,,,,,,,,4.0,,,,,,,,37020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,37020,1,,0,,"1,6",6,"5,1,4",3
7678,2019.0,1,3,3,4,26,5.0,117000.0,0.0,2.0,,,,,,,,,,,,,,,4.0,,,,,,,,11240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,11240,1,,0,,"1,2,4",6,"1,14,5",3
7679,2019.0,2,7,7,5,26,4.0,79000.0,1.0,3.0,,,,,,,,,,,,,,,5.0,,,,,,,,37020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,37020,1,,0,,"1,5,8",1,"1,8,5",1
7680,2019.0,1,4,4,5,26,4.0,96000.0,0.0,4.0,,,,,,,,,,,,,,,5.0,,,,,,,,37020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,37020,1,,0,,"1,2",1,"1,14",1
7681,2019.0,1,1,1,5,26,4.0,182000.0,0.0,2.0,,,,,,,,,,,,,,,5.0,,,,,,,,21090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21090,1,,0,,"1,2,6",1,"2,1,5",3
7682,2019.0,1,2,2,5,26,3.0,77000.0,0.0,15.0,,,,,,,,,,,,,,,5.0,,,,,,,,21310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21310,1,,0,,"1,2",1,11,4
7683,2019.0,1,5,5,5,26,4.0,46000.0,0.0,2.0,,,,,,,,,,,,,,,5.0,,,,,,,,37020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,37020,1,,0,,"1,5,6",1,"3,1,14",1
7684,2019.0,1,3,3,5,26,4.0,85000.0,,1.0,,,,,,,,,,,,12.0,,,5.0,,,,,,,,38030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,38030,1,,1,12,"1,4,16",1,"5,4,2",
7685,2019.0,2,4,4,5,26,4.0,65000.0,0.0,2.0,,,,,,,,,,,,,,,5.0,,,,,,,,21100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21100,1,,0,,"6,9",2,"5,3,2",3
7686,2019.0,2,5,5,5,26,4.0,800000.0,0.0,4.0,1.0,,,,,,,,,,,,,,5.0,,,,,,,,39020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,39020,1,,1,1,"1,6,16","7,3","6,1,3",5
7687,2019.0,2,7,7,6,26,4.0,685000.0,1.0,3.0,,,,4.0,,,,,,,,,,,6.0,,,,,,,,39020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,39020,1,,3,4,1,"1,3","4,2",1
7688,2019.0,2,5,5,6,26,5.0,650000.0,4.0,13.0,,,3.0,,,,,,,,,,,,6.0,,,,,,,,36330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,36330,1,,1,3,"1,2",1,"6,2,1",1
7689,2019.0,2,5,5,6,26,4.0,290000.0,0.0,4.0,,,,,,,,,,,,,,,6.0,,,,,,,,38350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,38350,1,,0,,"6,7,16",1,"8,12,2",1
7690,2019.0,2,4,4,6,26,4.0,1125000.0,1.0,3.0,1.0,,,,,,,,,,,,,,6.0,,,,,,,,39020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,39020,1,,4,1,"1,2,6,8","8,3","14,11,8",1
7691,2019.0,1,4,4,9,26,4.0,175000.0,0.0,2.0,,,,,,,,,,,,,,,9.0,9.0,,,,,,,31020.0,,,,,,,,,,37010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,"31020,37010",2,,"2,0",,1,1,"1,2,14",3
7692,2019.0,2,5,5,9,26,4.0,160000.0,0.0,4.0,,,,,,,,,,,,,,,9.0,9.0,,,,,,,22060.0,,,,,,,,,,38100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,"22060,38100",2,,"0,0",,1,1,"3,5,11",3
7693,2019.0,1,3,3,10,26,4.0,37000.0,1.0,3.0,,,,,,,,,,,,,,,10.0,,,,,,,,37020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,37020,1,,0,,"1,6",1,"3,4,2",1
7694,2019.0,1,4,4,10,26,4.0,130000.0,0.0,2.0,1.0,,,,,,,,,,,,,,10.0,,,,,,,,32040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,32040,1,,1,1,"1,2,6",7,"14,5,8",3
7695,2019.0,2,3,3,10,26,4.0,57000.0,0.0,2.0,,,,,,,,,,,,,,,10.0,,,,,,,,21150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21150,1,,0,,"6,8",1,"5,8,4",1
7696,2019.0,2,2,2,10,26,4.0,67000.0,1.0,3.0,,,,,,,,,,,,,,,10.0,,,,,,,,21090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21090,1,,0,,"1,2,6",1,"1,2,14",1
7697,2019.0,2,6,6,10,26,4.0,100000.0,0.0,40.0,,,3.0,,,,,,,,,,,,10.0,10.0,,,,,,,39010.0,,,,,,,,,,36480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,"39010,36480",2,,"2,1",3,"1,2,6","7,3","1,4",5
7698,2019.0,2,5,5,10,26,4.0,255000.0,0.0,2.0,,,,,,,,,,,,12.0,,,10.0,10.0,,,,,,,39010.0,,,,,,,,,,37040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,"39010,37040",2,,"2,1",12,"1,4,6","1,3","1,3,2",1
7699,2019.0,1,4,4,11,26,4.0,100000.0,0.0,2.0,,,,,,,,,,,,,,,11.0,,,,,,,,21090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21090,1,,0,,"1,6",1,"4,8",3
7700,2019.0,2,4,4,11,26,4.0,480000.0,0.0,3.0,,,3.0,,,,,,,,,,,,11.0,,,,,,,,37010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,37010,1,,1,3,1,6,"11,14,1",3
7701,2019.0,2,3,3,11,26,4.0,90000.0,,1.0,,,,,,,,,,,,,,,11.0,,,,,,,,37020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,37020,1,,0,,"1,2,6",1,"2,1,14",
7702,2019.0,1,2,2,11,26,4.0,165000.0,0.0,3.0,1.0,,,,,,,,,,,,,,11.0,,,,,,,,22010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,22010,1,,1,1,"1,6,8",1,"8,14",1
7703,2019.0,1,5,5,7,26,4.0,100000.0,0.0,2.0,,,,,,,,,,,,,,,7.0,,,,,,,,21090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21090,1,,0,,"1,2,6",1,"8,11,12",1
7704,2019.0,2,5,5,7,26,4.0,100000.0,0.0,2.0,,,,,,,,,,,,,,,7.0,,,,,,,,21310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21310,1,,0,,"2,6,17",1,"11,8,2",1
7705,2019.0,1,1,1,7,26,4.0,150000.0,1.0,4.0,,,,,,,,,,,,,,,7.0,,,,,,,,38110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,38110,1,,0,,"1,2,6",1,"2,11,4",1
7706,2019.0,1,3,3,7,26,4.0,128000.0,2.0,4.0,,,,,,,,,,,,,,,7.0,,,,,,,,21140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21140,1,,0,,"1,2,6",1,"4,8,11",1
7707,2019.0,2,2,2,7,26,4.0,90000.0,0.0,2.0,,,,,,,,,,,,,,,7.0,,,,,,,,21090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21090,1,,0,,"1,2,6",1,"2,8,11",3
7708,2019.0,1,2,2,7,26,4.0,110000.0,0.0,2.0,,,,,,,,,,,,,,,7.0,,,,,,,,21040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21040,1,,0,,"1,2,6",1,"9,4",1
7709,2019.0,2,7,7,8,26,4.0,500000.0,2.0,7.0,1.0,,,,,,,,,,,,,,8.0,,,,,,,,39010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,39010,1,,3,1,"1,6","3,8","2,1,14",1
7710,2019.0,1,2,2,8,26,4.0,155000.0,0.0,2.0,1.0,,,,,,,,,,,,,,8.0,,,,,,,,21090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,21090,1,,1,1,"1,6",1,"14,5,1",3
7711,2019.0,2,4,4,8,26,4.0,45000.0,0.0,4.0,,,,,,,,,,,,,,,8.0,,,,,,,,21070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21070,1,,0,,"2,6",1,"2,14,1","1,3"
7712,2019.0,1,1,1,8,26,4.0,57000.0,0.0,2.0,,,,,,,,,,,,,,,8.0,,,,,,,,21090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,21090,1,,0,,"1,6",6,"4,1,3",3
7713,2019.0,1,3,3,8,26,4.0,238000.0,2.0,4.0,,,3.0,,,,,,,,,,,,8.0,,,,,,,,38090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,38090,1,,2,3,"1,6","1,4","2,14,5",1
7714,2019.0,2,2,2,8,26,4.0,152000.0,0.0,5.0,,,3.0,,,,,,,,,,,,8.0,,,,,,,,38330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,38330,1,,3,3,"1,6",1,"14,5,3",3
