,year,target_area1,target_area2,target_area3,target_area4,target_area5,target_area6,target_area7,target_area8,target_area9,target_area10,target_area11,no_of_place,sleepnights_1,sleepnights_2,sleepnights_3,sleepnights_4,sleepnights_5,sleepnights_6,sleepnights_7,sleepnights_8,accommodation_1,accommodation_2,accommodation_3,number_of_ppl,number_of_children,cost_total_trip,satisfied,sex,age,month,living_area,transportation1,transportation2,transportation3,reason1,reason2,reason3,relationship1,relationship2,relationship3,target
1019,2018,22010,37040,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,100000,4,1,24,10,37,6,0,0,7,1,5,0,0,0,엑티비티
1020,2018,37040,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,15000,4,1,78,5,37,1,0,0,10,3,9,3,0,0,"축제,관광"
1021,2018,37010,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,70000,4,1,80,6,37,6,0,0,8,11,2,1,0,0,"힐링,호캉스"
1022,2018,22010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,200000,4,2,50,9,37,1,0,0,4,14,1,1,0,0,엑티비티
1023,2018,22070,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,89000,5,2,18,3,37,6,0,0,2,1,14,3,0,0,엑티비티
1024,2018,22070,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,80000,5,2,17,5,37,6,0,0,2,14,1,3,0,0,엑티비티
1025,2018,37330,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,50000,5,1,38,12,37,1,0,0,2,0,0,0,0,0,"힐링,호캉스"
1026,2018,25020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,96000,4,1,31,1,37,1,0,0,3,5,0,3,0,0,엑티비티
1027,2018,22070,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,33000,5,1,40,10,37,1,0,0,4,8,0,1,0,0,"식도락,맛집투어"
1028,2018,37020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,35294,4,2,36,9,37,1,0,0,11,5,0,3,0,0,"힐링,호캉스"
1029,2018,33020,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,12,2,62795,5,2,74,9,37,1,0,0,8,12,2,1,0,0,"힐링,호캉스"
1030,2018,35040,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5,0,38888,4,1,49,10,38,7,0,0,3,2,11,3,0,0,"축제,관광"
1031,2018,38080,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,67000,4,1,42,3,38,1,0,0,11,2,0,5,0,0,"힐링,호캉스"
1032,2018,38060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,58000,4,1,55,1,38,1,0,0,14,10,0,3,0,0,엑티비티
1033,2018,37090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,80000,4,1,62,4,38,1,0,0,5,1,2,0,0,0,"힐링,호캉스"
1034,2018,38110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,60000,4,1,16,4,38,1,0,0,1,8,3,1,0,0,"힐링,호캉스"
1035,2018,21090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,300000,4,1,45,6,38,1,0,0,5,9,1,3,0,0,"힐링,호캉스"
1036,2018,38110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,45000,5,1,19,4,38,6,0,0,11,0,0,3,0,0,"축제,관광"
1037,2018,38090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,63000,4,2,57,5,38,6,0,0,7,0,0,0,0,0,엑티비티
1038,2018,36030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,160000,4,1,21,3,38,1,0,0,3,1,9,3,0,0,"힐링,호캉스"
1039,2018,21010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,45833,4,2,21,10,38,5,0,0,1,0,0,3,0,0,"식도락,맛집투어"
1040,2018,21090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,33333,4,1,16,10,38,1,0,0,5,0,0,1,0,0,"힐링,호캉스"
1041,2018,35010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,100000,4,2,52,3,38,1,0,0,14,8,0,1,0,0,"식도락,맛집투어"
1042,2018,37070,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,60000,4,1,60,1,38,1,0,0,11,0,0,3,0,0,엑티비티
1043,2018,38070,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,60000,4,2,46,1,38,1,6,0,3,0,0,1,0,0,"축제,관광"
1044,2018,21050,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,86956,4,1,28,12,38,1,0,0,1,2,7,3,0,0,엑티비티
1045,2018,38100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,50000,4,1,73,6,38,1,0,0,8,5,3,1,0,0,"힐링,호캉스"
1046,2018,38050,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,10000,4,2,76,5,38,1,0,0,7,3,9,1,0,0,"힐링,호캉스"
1047,2018,38050,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,140000,4,1,25,1,38,6,0,0,5,14,2,1,0,0,"축제,관광"
1048,2018,38070,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,0,0,3,0,10000,4,2,68,3,38,1,0,0,11,10,9,1,0,0,"힐링,호캉스"
1049,2018,38050,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,20000,4,1,73,4,38,1,0,0,4,2,14,1,0,0,"힐링,호캉스"
1050,2018,21110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,58000,4,1,36,6,38,1,0,0,4,0,0,3,0,0,엑티비티
1051,2018,37050,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,88000,4,1,47,1,38,1,0,0,12,1,2,2,0,0,"힐링,호캉스"
1052,2018,38050,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,0,0,1,0,103000,4,1,47,5,38,1,0,0,5,0,0,0,0,0,"힐링,호캉스"
1053,2018,21090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,30000,4,2,17,2,38,6,0,0,8,4,0,3,0,0,"식도락,맛집투어"
1054,2018,21090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,70000,4,2,18,4,38,6,0,0,3,2,12,3,0,0,"축제,관광"
1055,2018,38080,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,60000,4,2,62,4,38,1,0,0,10,0,0,1,0,0,엑티비티
1056,2018,21090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,50000,4,1,33,4,38,10,6,0,5,3,4,3,0,0,"축제,관광"
1057,2018,39020,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,3,0,2,0,365000,4,2,49,1,38,3,0,0,9,14,5,1,0,0,"힐링,호캉스"
1058,2018,39020,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,3,0,200000,4,2,40,2,38,3,0,0,9,2,4,3,0,0,"힐링,호캉스"
1059,2018,38090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,100000,4,1,59,3,38,6,0,0,15,0,0,3,0,0,엑티비티
1060,2018,36020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,82173,4,1,53,2,38,6,0,0,3,5,0,1,0,0,"힐링,호캉스"
1061,2018,38350,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,45000,4,2,73,2,38,1,0,0,4,3,0,1,0,0,"힐링,호캉스"
1062,2018,32400,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,100667,4,2,39,1,38,1,0,0,5,9,2,3,0,0,엑티비티
1063,2018,38350,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,0,0,6,0,100000,4,2,40,5,38,1,0,0,4,3,2,1,0,0,"힐링,호캉스"
1064,2018,38330,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,60000,4,1,51,5,38,1,0,0,1,2,0,3,0,0,"힐링,호캉스"
1065,2018,21100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,80000,4,2,21,5,38,6,0,0,11,3,14,3,0,0,"힐링,호캉스"
1066,2018,38030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,50000,4,1,40,8,38,2,1,0,2,5,3,4,0,0,"식도락,맛집투어"
1067,2018,38090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100000,4,1,55,10,38,1,0,0,1,2,4,0,0,0,엑티비티
1068,2018,21050,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,0,0,3,0,200000,5,2,26,4,38,6,0,0,2,1,8,3,0,0,"축제,관광"
1069,2018,38110,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,0,0,3,0,80000,4,1,53,4,38,1,0,0,1,6,14,1,0,0,"힐링,호캉스"
1070,2018,11220,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,11,11,0,3,0,240000,4,1,60,1,38,2,5,0,1,8,14,3,0,0,"힐링,호캉스"
1071,2018,36010,33030,21140,36020,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,1,1,1,3,0,20211,3,1,44,11,38,1,0,0,3,9,0,1,0,0,"힐링,호캉스"
1072,2018,34060,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,130000,4,1,42,5,38,6,0,0,6,3,0,3,0,0,"힐링,호캉스"
1073,2018,37090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,70000,4,2,53,5,38,6,0,0,3,0,0,3,0,0,엑티비티
1074,2018,38070,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,60000,4,2,74,5,38,1,0,0,3,1,0,1,0,0,"힐링,호캉스"
1075,2018,38050,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,70000,4,2,74,3,38,6,0,0,1,13,3,3,0,0,"힐링,호캉스"
1076,2018,21090,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,0,0,2,0,70000,4,1,69,4,38,1,0,0,8,1,11,1,0,0,"힐링,호캉스"
1077,2018,99999,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,3,0,5,1,100000,4,1,17,12,39,4,0,0,14,3,4,1,2,0,"힐링,호캉스"
1078,2018,39020,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,4,2,300000,4,1,46,8,39,1,0,0,4,6,10,1,0,0,"힐링,호캉스"
1079,2018,39020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,30000,5,1,31,12,39,1,0,0,2,4,14,1,0,0,"축제,관광"
1080,2018,39020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,20000,4,2,43,11,39,6,0,0,5,0,0,3,0,0,"힐링,호캉스"
1081,2019,35010,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,2,0,272000,4,1,3,3,11,5,6,2,1,14,5,1,0,0,"힐링,호캉스"
1082,2019,31190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,286000,4,2,4,4,11,1,0,0,1,4,13,0,0,0,엑티비티
1083,2019,32350,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,6,0,243000,4,1,5,3,11,1,0,0,2,0,0,3,0,0,엑티비티
1084,2019,32010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,20000,4,1,7,3,11,2,5,0,2,1,0,3,0,0,"힐링,호캉스"
1085,2019,31130,35010,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,2,0,338500,4,2,3,3,11,5,6,2,1,14,5,1,0,0,"힐링,호캉스"
1086,2019,23310,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,3,0,117000,4,2,7,3,11,1,0,0,5,12,0,3,0,0,"힐링,호캉스"
1087,2019,32340,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,3,0,4,1,142000,4,1,1,5,11,1,0,0,1,2,11,1,0,0,"힐링,호캉스"
1088,2019,37420,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,3,0,3,0,244980,5,2,5,5,11,2,10,0,4,5,2,1,0,0,"힐링,호캉스"
1089,2019,32310,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,4,0,135000,5,1,1,12,11,2,7,0,4,0,0,3,0,0,엑티비티
1090,2019,34030,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,4,0,150000,5,1,1,7,11,1,0,0,10,14,0,3,0,0,"축제,관광"
1091,2019,31190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,67000,5,2,2,3,11,6,0,0,4,0,0,3,0,0,엑티비티
1092,2019,34360,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,140000,5,1,5,4,11,6,0,0,14,8,0,5,0,0,"식도락,맛집투어"
1093,2019,25040,34020,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,4,0,4,0,296000,3,1,7,6,11,1,0,0,9,5,3,1,0,0,"힐링,호캉스"
1094,2019,23010,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,4,0,150000,4,2,2,7,11,1,0,0,4,1,0,3,0,0,"힐링,호캉스"
1095,2019,31190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,210000,4,2,1,1,11,1,0,0,4,14,0,1,0,0,엑티비티
1096,2019,32060,25030,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,2,0,2,0,100000,4,2,5,2,11,1,0,0,8,3,0,3,0,0,"힐링,호캉스"
1097,2019,37350,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,3,0,210000,4,1,5,2,11,1,0,0,11,6,0,1,0,0,"축제,관광"
1098,2019,32060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44,0,30000,4,1,4,3,11,7,0,0,3,0,0,5,0,0,"힐링,호캉스"
1099,2019,31380,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,100000,4,1,5,3,11,1,0,0,8,5,0,1,0,0,"힐링,호캉스"
1100,2019,23020,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,2,0,250000,3,1,2,3,11,1,0,0,9,4,6,3,0,0,"힐링,호캉스"
1101,2019,31370,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,2,0,300000,4,2,3,3,11,1,0,0,2,0,0,3,0,0,"힐링,호캉스"
1102,2019,23010,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,3,0,139980,4,2,5,3,11,1,0,0,5,0,0,1,0,0,"힐링,호캉스"
1103,2019,31110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,114000,4,2,1,5,11,2,5,0,9,4,14,3,0,0,엑티비티
1104,2019,32060,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,5,0,800000,4,1,2,6,11,8,0,0,2,5,8,5,0,0,"힐링,호캉스"
1105,2019,32010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,150000,4,1,4,6,11,1,0,0,8,9,3,1,0,0,"힐링,호캉스"
1106,2019,38050,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,4,0,4,0,740000,5,2,5,8,11,1,0,0,2,12,1,1,0,0,"힐링,호캉스"
1107,2019,35040,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,4,0,85000,4,2,4,10,11,7,0,0,12,1,0,1,0,0,"힐링,호캉스"
1108,2019,31370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,100000,4,1,6,1,11,1,0,0,9,4,0,1,0,0,"힐링,호캉스"
1109,2019,32050,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,30000,4,1,3,1,11,7,0,0,3,0,0,5,0,0,"축제,관광"
1110,2019,34370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,70000,4,2,5,1,11,1,0,0,5,12,0,3,0,0,"축제,관광"
1111,2019,32030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,199980,4,2,3,1,11,1,0,0,14,3,2,3,0,0,"힐링,호캉스"
1112,2019,32010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,100000,4,2,6,9,11,1,0,0,5,0,0,1,0,0,"힐링,호캉스"
1113,2019,31380,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,100000,4,1,6,9,11,1,0,0,4,8,0,1,0,0,"힐링,호캉스"
1114,2019,31370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,150000,4,1,2,9,11,1,0,0,5,0,0,3,0,0,"힐링,호캉스"
1115,2019,31370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,150000,4,2,4,9,11,1,0,0,5,2,0,1,0,0,"힐링,호캉스"
1116,2019,31370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,99990,4,1,4,9,11,1,0,0,3,8,0,1,0,0,"힐링,호캉스"
1117,2019,31250,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,2,0,72000,4,2,3,5,11,1,0,0,1,4,0,1,0,0,"힐링,호캉스"
1118,2019,31010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,78000,4,1,4,8,11,1,0,0,1,10,12,3,0,0,"식도락,맛집투어"
1119,2019,32060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,300000,4,1,5,9,11,1,0,0,9,2,8,1,0,0,"힐링,호캉스"
1120,2019,25050,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,200000,4,1,2,9,11,1,0,0,11,4,2,3,0,0,"힐링,호캉스"
1121,2019,32060,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,3,0,489990,4,2,4,9,11,1,0,0,12,9,0,1,0,0,"힐링,호캉스"
1122,2019,32060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,30000,4,2,6,10,11,7,0,0,2,5,0,5,0,0,"식도락,맛집투어"
1123,2019,32060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,150000,4,1,4,10,11,1,0,0,5,8,0,1,0,0,"힐링,호캉스"
1124,2019,32060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,200010,4,2,4,11,11,1,0,0,9,0,0,1,0,0,"힐링,호캉스"
1125,2019,31260,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,99990,4,1,4,11,11,1,0,0,2,3,0,1,0,0,"힐링,호캉스"
1126,2019,31370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,300000,4,2,3,10,11,1,0,0,8,5,0,1,0,0,"힐링,호캉스"
1127,2019,31370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,200000,4,1,2,10,11,1,0,0,4,9,0,3,0,0,"힐링,호캉스"
1128,2019,32060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,30000,4,2,6,10,11,7,0,0,9,0,0,5,0,0,"힐링,호캉스"
1129,2019,25040,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,50000,4,1,5,1,11,1,0,0,3,5,0,4,0,0,"힐링,호캉스"
1130,2019,31120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,30000,4,2,5,1,11,1,0,0,5,4,0,3,0,0,"힐링,호캉스"
1131,2019,31370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,200000,4,1,7,12,11,1,0,0,9,3,0,1,0,0,"힐링,호캉스"
1132,2019,31370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,210000,4,2,5,12,11,1,0,0,8,9,14,1,0,0,"힐링,호캉스"
1133,2019,32320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,200010,4,2,3,12,11,1,0,0,3,12,0,1,0,0,"힐링,호캉스"
1134,2019,32060,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,2,0,300000,4,1,3,12,11,1,0,0,4,8,0,3,0,0,"힐링,호캉스"
1135,2019,22070,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,4,0,800000,4,1,2,12,11,1,0,0,8,2,0,3,0,0,"힐링,호캉스"
1136,2019,31270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,100000,4,1,4,12,11,1,0,0,2,3,9,3,0,0,"힐링,호캉스"
1137,2019,32060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,300000,4,2,3,12,11,1,0,0,4,3,9,3,0,0,"힐링,호캉스"
1138,2019,32360,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,4,0,182000,4,2,5,3,11,2,5,0,5,14,3,3,0,0,"식도락,맛집투어"
1139,2019,38350,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,5,0,540000,4,2,2,3,11,1,0,0,2,14,0,1,0,0,"힐링,호캉스"
1140,2019,31130,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,105000,4,1,6,4,11,1,0,0,12,8,0,1,0,0,"힐링,호캉스"
1141,2019,31130,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,100000,4,2,5,4,11,1,0,0,3,9,0,1,0,0,"식도락,맛집투어"
1142,2019,34370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30000,4,2,7,4,11,7,0,0,5,0,0,0,0,0,"힐링,호캉스"
1143,2019,31370,32010,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,150000,3,2,2,5,11,1,0,0,5,1,3,3,0,0,"힐링,호캉스"
1144,2019,31270,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,4,2,88000,4,1,6,6,11,1,0,0,2,9,5,1,0,0,"힐링,호캉스"
1145,2019,31370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,300000,4,1,3,7,11,1,0,0,11,1,0,1,0,0,"힐링,호캉스"
1146,2019,23310,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,100000,3,1,6,7,11,1,0,0,3,9,0,1,0,0,"힐링,호캉스"
1147,2019,31370,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,0,0,3,0,160020,4,2,5,7,11,1,0,0,2,9,0,3,0,0,"힐링,호캉스"
1148,2019,33360,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,3,0,2,0,500000,4,2,2,8,11,1,0,0,2,12,0,3,0,0,"힐링,호캉스"
1149,2019,32060,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,4,2,400000,4,2,4,8,11,1,0,0,5,12,9,1,0,0,"힐링,호캉스"
1150,2019,31380,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,150000,4,2,3,8,11,1,0,0,9,0,0,1,0,0,"식도락,맛집투어"
1151,2019,32020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,205000,5,2,3,4,11,1,0,0,8,12,0,1,0,0,"힐링,호캉스"
1152,2019,31090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,100000,4,2,3,5,11,1,0,0,4,2,0,1,0,0,"힐링,호캉스"
1153,2019,33370,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,4,0,300000,4,1,6,5,11,1,0,0,2,5,3,3,0,0,"힐링,호캉스"
1154,2019,32060,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,3,0,699990,4,1,2,5,11,1,0,0,14,5,2,3,0,0,"힐링,호캉스"
1155,2019,31270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,100000,4,1,4,11,11,1,0,0,3,4,0,1,0,0,"힐링,호캉스"
1156,2019,31370,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,18,0,160000,4,1,2,7,11,1,0,0,10,9,0,6,0,0,엑티비티
1157,2019,31370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,200000,4,2,2,7,11,1,0,0,3,1,0,3,0,0,"힐링,호캉스"
1158,2019,31280,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,100000,4,1,3,7,11,1,0,0,2,12,5,1,0,0,"힐링,호캉스"
