,year,target_area1,target_area2,target_area3,target_area4,target_area5,target_area6,target_area7,target_area8,target_area9,target_area10,target_area11,no_of_place,sleepnights_1,sleepnights_2,sleepnights_3,sleepnights_4,sleepnights_5,sleepnights_6,sleepnights_7,sleepnights_8,accommodation_1,accommodation_2,accommodation_3,number_of_ppl,number_of_children,cost_total_trip,satisfied,sex,age,month,living_area,transportation1,transportation2,transportation3,reason1,reason2,reason3,relationship1,relationship2,relationship3,target
3038,2019,36410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,90000,4,2,3,3,36,1,0,0,4,0,0,3,0,0,"힐링,호캉스"
3039,2019,36360,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,92000,4,2,4,3,36,1,0,0,8,2,0,3,0,0,"힐링,호캉스"
3040,2019,24050,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,64980,5,1,5,4,36,1,0,0,5,0,0,1,0,0,"힐링,호캉스"
3041,2019,36480,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,33000,5,2,7,4,36,1,0,0,14,0,0,1,0,0,"힐링,호캉스"
3042,2019,36480,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,42000,5,2,7,4,36,1,0,0,5,0,0,1,0,0,"힐링,호캉스"
3043,2019,36440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,75000,4,2,2,5,36,1,0,0,12,2,0,3,0,0,"식도락,맛집투어"
3044,2019,36480,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,75000,4,1,2,5,36,1,0,0,2,3,0,1,0,0,"힐링,호캉스"
3045,2019,36440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,69990,3,2,6,5,36,1,0,0,8,0,0,3,0,0,"힐링,호캉스"
3046,2019,36480,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,105980,4,2,4,5,36,1,0,0,8,0,0,3,0,0,"힐링,호캉스"
3047,2019,21110,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,0,1,0,150000,4,1,7,5,36,1,0,0,11,1,0,0,0,0,"힐링,호캉스"
3048,2019,36460,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,105000,4,1,3,5,36,1,0,0,2,0,0,3,0,0,"힐링,호캉스"
3049,2019,36030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,51000,4,2,2,3,36,6,0,0,4,1,0,0,0,0,"힐링,호캉스"
3050,2019,11050,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,1,0,100000,4,2,7,4,36,6,1,0,5,8,0,0,0,0,"식도락,맛집투어"
3051,2019,36030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,29000,4,2,2,1,36,2,10,0,1,2,14,3,0,0,"힐링,호캉스"
3052,2019,36460,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,155000,4,1,4,10,36,1,0,0,14,5,0,1,0,0,"힐링,호캉스"
3053,2019,36480,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,95010,4,1,1,11,36,1,0,0,3,0,0,3,0,0,"힐링,호캉스"
3054,2019,34010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,190020,4,1,7,11,36,1,0,0,8,0,0,1,0,0,엑티비티
3055,2019,36480,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,98010,4,1,5,11,36,1,0,0,4,0,0,3,0,0,"힐링,호캉스"
3056,2019,35370,33020,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,238000,3,2,3,12,36,1,0,0,8,0,0,1,0,0,"식도락,맛집투어"
3057,2019,36030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,65010,3,1,6,12,36,1,0,0,2,0,0,3,0,0,"힐링,호캉스"
3058,2019,36350,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,109010,4,2,4,12,36,1,0,0,5,0,0,3,0,0,"힐링,호캉스"
3059,2019,25030,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,5,0,30,0,60000,5,2,1,1,36,7,0,0,5,14,0,6,0,0,엑티비티
3060,2019,36030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,21000,4,1,1,4,36,7,0,0,14,15,0,6,0,0,"힐링,호캉스"
3061,2019,21090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,200000,4,2,3,9,36,1,0,0,14,9,1,3,0,0,"힐링,호캉스"
3062,2019,36030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,26010,5,1,4,10,36,1,0,0,5,0,0,1,0,0,"힐링,호캉스"
3063,2019,39020,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,826000,5,2,2,5,36,3,8,0,1,0,0,1,0,0,"힐링,호캉스"
3064,2019,37360,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,4,1,48000,4,2,7,5,36,1,0,0,5,4,1,1,0,0,"힐링,호캉스"
3065,2019,36480,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,125010,4,2,5,11,36,1,0,0,2,8,0,3,0,0,"힐링,호캉스"
3066,2019,36420,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,93030,4,2,7,11,36,1,0,0,8,4,0,1,0,0,"힐링,호캉스"
3067,2019,36470,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,250010,3,1,2,11,36,1,0,0,3,0,0,3,0,0,"힐링,호캉스"
3068,2019,36400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,120000,4,1,7,11,36,1,0,0,2,0,0,1,2,0,"식도락,맛집투어"
3069,2019,34050,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,270000,4,1,2,12,36,1,0,0,2,4,0,3,0,0,"힐링,호캉스"
3070,2019,35310,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,115020,4,2,4,12,36,1,0,0,8,10,0,3,0,0,"힐링,호캉스"
3071,2019,33350,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,3,0,200000,4,2,5,12,36,1,0,0,13,9,0,1,0,0,"식도락,맛집투어"
3072,2019,36060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,100000,4,1,7,3,36,1,0,0,4,14,1,1,2,0,"힐링,호캉스"
3073,2019,21060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,225000,5,1,4,10,36,1,0,0,5,0,0,1,0,0,"힐링,호캉스"
3074,2019,35330,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,233040,4,1,4,11,36,1,0,0,3,8,0,3,0,0,"힐링,호캉스"
3075,2019,35360,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,82010,4,2,7,11,36,1,0,0,2,3,0,3,0,0,"힐링,호캉스"
3076,2019,35340,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,125010,4,2,5,11,36,1,0,0,4,2,0,3,0,0,"힐링,호캉스"
3077,2019,36020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,80000,5,2,1,12,36,6,10,0,8,2,0,3,0,0,"축제,관광"
3078,2019,36360,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,83010,4,1,3,5,36,1,0,0,4,0,0,3,0,0,"식도락,맛집투어"
3079,2019,36440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,68990,4,2,5,5,36,1,0,0,8,7,0,1,0,0,"식도락,맛집투어"
3080,2019,36450,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,84990,4,1,2,5,36,1,0,0,8,0,0,3,0,0,"식도락,맛집투어"
3081,2019,36310,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,100000,4,1,2,7,36,1,0,0,5,0,0,1,0,0,"힐링,호캉스"
3082,2019,36410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,96000,5,1,5,7,36,1,0,0,14,0,0,1,0,0,"힐링,호캉스"
3083,2019,36020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,82000,5,2,6,7,36,1,0,0,5,14,0,1,0,0,"식도락,맛집투어"
3084,2019,36310,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,86010,4,2,5,5,36,1,0,0,4,8,0,1,0,0,"힐링,호캉스"
3085,2019,36360,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,129990,4,1,2,5,36,1,0,0,2,0,0,3,0,0,"힐링,호캉스"
3086,2019,36410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,65010,4,2,2,5,36,1,0,0,13,0,0,3,0,0,"식도락,맛집투어"
3087,2019,36030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,205000,4,1,4,10,36,1,0,0,2,8,0,1,0,0,"힐링,호캉스"
3088,2019,36020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,195010,4,1,5,10,36,1,0,0,13,5,0,1,0,0,"힐링,호캉스"
3089,2019,25010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,155010,4,2,4,10,36,1,0,0,8,3,0,3,0,0,"축제,관광"
3090,2019,35040,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,117000,4,1,4,10,36,1,0,0,2,3,0,2,0,0,"힐링,호캉스"
3091,2019,36030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,94000,3,1,7,10,36,1,0,0,2,13,0,3,0,0,"힐링,호캉스"
3092,2019,37350,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,4,0,152000,4,1,3,10,36,1,0,0,4,0,0,1,0,0,"힐링,호캉스"
3093,2019,36030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,80000,5,1,1,12,36,6,0,0,2,5,0,3,0,0,"힐링,호캉스"
3094,2019,36330,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,83010,4,1,5,5,36,1,0,0,2,8,0,3,0,0,"식도락,맛집투어"
3095,2019,24040,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,75000,4,1,2,5,36,1,0,0,2,0,0,3,0,0,"힐링,호캉스"
3096,2019,35350,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,73000,4,2,4,5,36,1,0,0,4,0,0,3,0,0,"힐링,호캉스"
3097,2019,36010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,120010,4,2,6,8,36,1,0,0,2,3,4,0,0,0,"힐링,호캉스"
3098,2019,35010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,193000,5,2,6,12,36,1,0,0,14,0,0,1,0,0,"힐링,호캉스"
3099,2019,36320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,41000,5,1,5,1,36,1,0,0,2,3,1,3,0,0,"힐링,호캉스"
3100,2019,36420,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,80000,4,2,5,5,36,1,0,0,3,0,0,3,0,0,"힐링,호캉스"
3101,2019,36060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,75000,4,2,3,5,36,1,0,0,2,0,0,3,0,0,"힐링,호캉스"
3102,2019,36410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,134990,4,1,4,5,36,1,0,0,12,2,0,3,0,0,"힐링,호캉스"
3103,2019,36020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,140000,4,2,7,5,36,1,0,0,2,4,0,1,0,0,"힐링,호캉스"
3104,2019,36030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,135030,4,2,6,5,36,1,0,0,2,0,0,1,0,0,"힐링,호캉스"
3105,2019,36350,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,12000,4,1,1,4,36,7,0,0,2,13,0,6,0,0,엑티비티
3106,2019,38380,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,300010,4,1,7,7,36,1,0,0,2,1,3,4,0,0,"힐링,호캉스"
3107,2019,24050,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,85000,4,2,2,10,36,1,0,0,14,0,0,1,0,0,"축제,관광"
3108,2019,24030,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,2,0,198000,4,1,7,10,36,1,0,0,5,0,0,1,0,0,"식도락,맛집투어"
3109,2019,35040,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,110000,4,1,7,11,36,1,0,0,12,3,2,1,3,0,"힐링,호캉스"
3110,2019,36360,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,80010,4,2,7,10,36,1,0,0,2,0,0,1,0,0,"축제,관광"
3111,2019,36420,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,90000,4,2,7,10,36,1,0,0,8,5,0,3,0,0,"식도락,맛집투어"
3112,2019,36010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,85020,4,1,5,10,36,1,0,0,2,0,0,1,0,0,"식도락,맛집투어"
3113,2019,36480,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,174990,4,1,2,10,36,1,0,0,2,0,0,3,0,0,"식도락,맛집투어"
3114,2019,36370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,65010,4,2,7,4,36,1,0,0,8,5,0,3,0,0,"축제,관광"
3115,2019,36370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,39990,4,1,4,4,36,1,0,0,3,8,0,3,0,0,"힐링,호캉스"
3116,2019,38090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,222000,5,1,5,4,36,1,0,0,2,3,0,3,0,0,"힐링,호캉스"
3117,2019,24010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,205000,4,2,6,5,36,1,0,0,8,2,0,1,0,0,"힐링,호캉스"
3118,2019,36430,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,25000,4,2,7,6,36,1,0,0,1,11,12,2,0,0,"힐링,호캉스"
3119,2019,35370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,75000,5,2,4,7,36,1,0,0,4,14,0,1,0,0,"힐링,호캉스"
3120,2019,24030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,62000,5,1,7,7,36,1,0,0,5,0,0,1,0,0,"식도락,맛집투어"
3121,2019,36460,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,99000,5,1,6,7,36,1,0,0,14,0,0,1,0,0,"힐링,호캉스"
3122,2019,36380,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,72000,5,2,3,7,36,1,0,0,14,5,0,1,0,0,"축제,관광"
3123,2019,36020,35370,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,200000,4,2,5,9,36,1,0,0,2,1,0,1,0,0,"힐링,호캉스"
3124,2019,35370,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,4,0,234000,5,1,4,10,36,1,0,0,12,0,0,1,0,0,"식도락,맛집투어"
3125,2019,24040,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,12,12,12,4,0,320000,4,2,4,10,36,1,0,0,14,0,0,1,0,0,"힐링,호캉스"
3126,2019,36420,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,95000,4,2,5,10,36,1,0,0,5,0,0,1,0,0,"식도락,맛집투어"
3127,2019,32410,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,28,0,60000,4,2,5,11,36,7,0,0,6,12,2,5,0,0,"힐링,호캉스"
3128,2019,36330,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,257990,4,1,2,12,36,1,0,0,14,1,3,1,0,0,"힐링,호캉스"
3129,2019,33030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,180000,4,2,6,12,36,1,0,0,8,1,0,3,0,0,"식도락,맛집투어"
3130,2019,36030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,130010,4,2,7,12,36,1,0,0,2,0,0,3,0,0,"축제,관광"
3131,2019,36030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,173020,4,1,4,12,36,1,0,0,8,11,0,1,0,0,"힐링,호캉스"
3132,2019,36360,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,99990,4,2,3,12,36,1,0,0,2,5,0,1,0,0,"힐링,호캉스"
3133,2019,36480,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,100000,3,1,5,6,36,1,0,0,1,5,2,1,0,0,"힐링,호캉스"
3134,2019,36010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,100000,4,1,4,6,36,1,0,0,2,1,4,1,0,0,"힐링,호캉스"
3135,2019,36420,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,185000,4,1,6,8,36,1,0,0,14,0,0,1,0,0,"힐링,호캉스"
3136,2019,38360,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,100000,4,2,5,4,36,1,0,0,5,8,2,1,0,0,"힐링,호캉스"
3137,2019,36360,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,150000,4,2,2,4,36,1,0,0,2,1,0,3,0,0,"힐링,호캉스"
3138,2019,36010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,50000,3,2,1,4,36,6,0,0,5,9,1,3,0,0,"힐링,호캉스"
3139,2019,36010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,62010,4,1,4,5,36,1,0,0,2,4,0,3,0,0,"힐링,호캉스"
3140,2019,36360,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,110000,4,2,4,5,36,1,0,0,2,0,0,3,0,0,"힐링,호캉스"
3141,2019,36480,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,83000,4,2,2,5,36,1,0,0,2,4,0,3,0,0,"식도락,맛집투어"
3142,2019,36030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,98010,4,2,5,5,36,1,0,0,8,2,0,4,0,0,"식도락,맛집투어"
3143,2019,36010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,87990,4,2,7,5,36,1,0,0,8,0,0,3,0,0,"식도락,맛집투어"
3144,2019,36460,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,171000,5,1,3,6,36,1,0,0,2,3,8,3,0,0,"힐링,호캉스"
3145,2019,36460,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,146000,4,1,5,6,36,1,0,0,11,1,2,1,0,0,"힐링,호캉스"
3146,2019,36010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,132000,4,2,2,8,36,1,0,0,7,2,0,1,0,0,"힐링,호캉스"
3147,2019,36480,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,205000,4,1,3,10,36,1,0,0,1,2,0,0,0,0,"힐링,호캉스"
3148,2019,35010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,160000,4,2,4,12,36,1,0,0,8,3,0,1,0,0,"식도락,맛집투어"
3149,2019,35040,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,73980,4,1,2,12,36,1,0,0,5,8,0,3,0,0,"힐링,호캉스"
3150,2019,36360,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,205010,4,1,5,12,36,1,0,0,11,0,0,1,0,0,"힐링,호캉스"
3151,2019,36030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,93000,4,1,6,12,36,1,0,0,2,9,0,1,0,0,"힐링,호캉스"
3152,2019,36040,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,6,6,0,4,0,190000,4,2,4,1,36,1,0,0,6,14,0,1,0,0,"힐링,호캉스"
3153,2019,35370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,100000,4,2,5,4,36,1,0,0,2,3,14,1,0,0,"힐링,호캉스"
3154,2019,36320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,96000,4,2,5,5,36,1,0,0,8,2,0,3,0,0,"축제,관광"
3155,2019,35350,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,90000,4,2,5,8,36,8,1,0,4,14,0,3,0,0,"힐링,호캉스"
3156,2019,35010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,188000,4,2,7,8,36,1,0,0,12,8,0,1,0,0,"힐링,호캉스"
3157,2019,24050,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,4,0,290000,4,2,4,10,36,1,0,0,14,0,0,1,0,0,"힐링,호캉스"
3158,2019,24010,35010,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,40000,4,1,2,1,36,1,0,0,15,0,0,3,0,0,"힐링,호캉스"
3159,2019,36400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,110010,4,1,5,5,36,1,0,0,2,0,0,3,0,0,"식도락,맛집투어"
3160,2019,36420,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,65010,4,2,6,5,36,1,0,0,8,5,0,3,0,0,"힐링,호캉스"
3161,2019,36030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,123000,4,1,6,5,36,1,0,0,8,0,0,3,0,0,"힐링,호캉스"
3162,2019,36440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,100000,4,2,7,12,36,1,0,0,14,0,0,1,0,0,"힐링,호캉스"
3163,2019,38350,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,1100000,4,1,4,3,37,7,8,0,12,2,0,3,0,0,엑티비티
3164,2019,11230,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,4,0,370000,5,1,2,4,37,2,5,0,11,1,0,3,0,0,엑티비티
3165,2019,37090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,40000,4,1,6,8,37,7,0,0,11,0,0,5,0,0,"힐링,호캉스"
3166,2019,37420,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,90000,4,1,5,8,37,1,0,0,4,1,2,5,0,0,"힐링,호캉스"
3167,2019,33020,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,3,1,200010,4,1,3,8,37,1,0,0,1,2,0,1,0,0,"힐링,호캉스"
3168,2019,11020,11010,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,103000,4,1,2,3,37,2,5,0,2,1,5,3,0,0,"힐링,호캉스"
3169,2019,37020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,53000,5,1,6,3,37,1,0,0,4,2,0,1,0,0,"힐링,호캉스"
3170,2019,37330,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,0,0,4,0,500000,4,2,5,7,37,1,0,0,4,5,1,3,0,0,엑티비티
3171,2019,36400,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,14,14,0,2,0,495000,5,1,4,8,37,2,8,0,1,11,0,3,0,0,"힐링,호캉스"
3172,2019,22010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,50000,4,2,2,9,37,6,0,0,2,4,0,3,0,0,"힐링,호캉스"
3173,2019,38070,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,3,1,120030,4,2,3,9,37,1,0,0,14,0,0,1,0,0,"힐링,호캉스"
3174,2019,37020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,50000,4,2,1,10,37,1,0,0,4,2,1,3,0,0,"힐링,호캉스"
3175,2019,32070,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,100000,4,2,5,11,37,7,0,0,14,2,0,5,0,0,"힐링,호캉스"
3176,2019,37020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,30000,4,2,7,11,37,7,0,0,9,4,8,5,0,0,"식도락,맛집투어"
