,place_info,area,target
35110,불주사,전라북도 군산시,"힐링, 호캉스"
35111,불강사,충청남도 서산시,"힐링, 호캉스"
35112,각명사,경기도 양주시,"힐링, 호캉스"
35113,영선암,충청북도 음성군,"힐링, 호캉스"
35114,조류관찰대2,충청남도 서천군,"힐링, 호캉스"
35115,식영정,전라남도 무안군,"힐링, 호캉스"
35116,동섬,전라남도 나주시,"힐링, 호캉스"
35117,하빈지구,대구광역시 달성군,"힐링, 호캉스"
35118,정동진레저공원,강원도 강릉시,"힐링, 호캉스"
35119,조랑말체험공원조랑말박물관,제주특별자치도 서귀포시,"힐링, 호캉스"
35120,한라산탐방로,제주특별자치도 제주시,"힐링, 호캉스"
35121,북한산성코스입구,서울특별시 은평구,"힐링, 호캉스"
35122,새천년시민의종,전라남도 목포시,"힐링, 호캉스"
35123,포천계곡,경상북도 성주군,액티비티
35124,수덕사,경상남도 사천시,"힐링, 호캉스"
35125,태백산맥문학거리,전라남도 보성군,"식도락, 맛집투어"
35126,고하도용머리,전라남도 목포시,"힐링, 호캉스"
35127,흥해향교대성전,경상북도 포항시,"축제, 관광"
35128,단구서원,경상북도 경주시,"축제, 관광"
35129,도산서원,대전광역시 서구,"축제, 관광"
35130,서원사,경상남도 창원시,"축제, 관광"
35131,구산서당,경상남도 합천군,"축제, 관광"
35132,대전광역시향교재단,대전광역시 유성구,"축제, 관광"
35133,덕산서원,충청북도 청주시,"축제, 관광"
35134,안지랑곱창거리,대구광역시 남구,"식도락, 맛집투어"
35135,광주왕실도자기축제,경기도 광주시,"축제, 관광"
35136,중촌제,경상남도 진주시,"힐링, 호캉스"
35137,감천계곡유원지,경상남도 창원시,액티비티
35138,원안해수욕장,충청남도 태안군,액티비티
35139,문수암,인천광역시 연수구,"힐링, 호캉스"
35140,국신당,강원도 평창군,"힐링, 호캉스"
35141,연하제,경상북도 경산시,"힐링, 호캉스"
35142,교단자정센터,서울특별시 중구,"힐링, 호캉스"
35143,천수만철새도래지,충청남도 서산시,액티비티
35144,기차마을드림랜드,전라남도 곡성군,액티비티
35145,함평한과,전라남도 함평군,"식도락, 맛집투어"
35146,김광석다시그리기로,대구광역시 중구,액티비티
35147,시골장터,강원도 횡성군,"식도락, 맛집투어"
35148,반석체험농장,충청북도 보은군,액티비티
35149,곰소건어물상회,전라북도 부안군,"식도락, 맛집투어"
35150,일월사,충청남도 공주시,"힐링, 호캉스"
35151,앞산카페거리,대구광역시 남구,"식도락, 맛집투어"
35152,호꼬빼기유원지,전라북도 완주군,액티비티
35153,천지폭포,경상남도 김해시,액티비티
35154,유성사,경상북도 영천시,"힐링, 호캉스"
35155,도성사,경기도 포천시,"힐링, 호캉스"
35156,덕암사,경상북도 군위군,"힐링, 호캉스"
35157,팔공산금화자연휴양림,경상북도 칠곡군,"축제, 관광"
35158,의정부부대찌개거리,경기도 의정부시,"식도락, 맛집투어"
35159,대각사,경기도 시흥시,"힐링, 호캉스"
35160,소금밭전망대,전라남도 신안군,"축제, 관광"
35161,이복규도예연구소,경상북도 청도군,"식도락, 맛집투어"
35162,길상사,경기도 포천시,"힐링, 호캉스"
35163,금강정사,경기도 파주시,"힐링, 호캉스"
35164,약사암,서울특별시 구로구,"힐링, 호캉스"
35165,천석사,경기도 화성시,"힐링, 호캉스"
35166,관음사,충청남도 아산시,"힐링, 호캉스"
35167,송강사,경기도 안성시,"힐링, 호캉스"
35168,영신당,충청남도 천안시,"힐링, 호캉스"
35169,명도암,강원도 태백시,"힐링, 호캉스"
35170,화장암,경상북도 봉화군,"힐링, 호캉스"
35171,대용전,강원도 평창군,"힐링, 호캉스"
35172,삼소사,강원도 횡성군,"힐링, 호캉스"
35173,성불사,대구광역시 동구,"힐링, 호캉스"
35174,소원사,경상북도 청송군,"힐링, 호캉스"
35175,약사암,경상북도 경주시,"힐링, 호캉스"
35176,영경사,경상북도 경주시,"힐링, 호캉스"
35177,해성사,경상남도 창녕군,"힐링, 호캉스"
35178,시도사,경상북도 고령군,"힐링, 호캉스"
35179,천지해국사,경상남도 의령군,"힐링, 호캉스"
35180,국광사,경상남도 고성군,"힐링, 호캉스"
35181,승가사,경상남도 진주시,"힐링, 호캉스"
35182,영명사,경상남도 함양군,"힐링, 호캉스"
35183,에버랜드로즈가든,경기도 용인시,"축제, 관광"
35184,은성관광농원,경기도 화성시,액티비티
35185,박경리문학제,강원도 원주시,"축제, 관광"
35186,광주세계김치축제,광주광역시 남구,"축제, 관광"
35187,동오리체험마을,경기도 양평군,액티비티
35188,용두사,부산광역시 기장군,"힐링, 호캉스"
35189,국제그린에너지엑스포,대구광역시 북구,"축제, 관광"
35190,마연사,경기도 안산시,"힐링, 호캉스"
35191,원수산MTB공원,세종특별자치시 세종특별자치시,액티비티
35192,청암사,경상남도 양산시,"힐링, 호캉스"
35193,지리산남원바래봉눈꽃축제,전라북도 남원시,"축제, 관광"
35194,희망울진해맞이축제,경상북도 울진군,"축제, 관광"
35195,밤나무골산천어송어축제,경기도 가평군,"축제, 관광"
35196,순흥비봉산해맞이축제,경상북도 영주시,"축제, 관광"
35197,감악산해맞이축제,경상남도 거창군,"축제, 관광"
35198,두타산산나물축제,강원도 삼척시,"축제, 관광"
35199,메리고라운드아트마켓,경기도 광명시,"축제, 관광"
35200,시카프,서울특별시 중구,"축제, 관광"
35201,양평워터워페스티벌,경기도 양평군,"축제, 관광"
35202,토요상설무대프러포즈,경상남도 사천시,"축제, 관광"
35203,강정대구현대미술제,대구광역시 달성군,"축제, 관광"
35204,수원국제음악제,경기도 수원시,"축제, 관광"
35205,구로아시아문화축제,서울특별시 구로구,"축제, 관광"
35206,신라임금이발하는날,경상북도 경주시,"축제, 관광"
35207,부산차이나타운특구문화축제,부산광역시 동구,"축제, 관광"
35208,외솔한글한마당,울산광역시 중구,"축제, 관광"
35209,달구벌목민관이야기축제,대구광역시 서구,"축제, 관광"
35210,우이도모래언덕,전라남도 신안군,"힐링, 호캉스"
35211,벽파정,전라남도 진도군,"힐링, 호캉스"
35212,도리돌마을,경기도 포천시,"힐링, 호캉스"
35213,병산옹심이마을,강원도 강릉시,"식도락, 맛집투어"
35214,문화비축기지,서울특별시 마포구,액티비티
35215,호불사,경기도 안성시,"힐링, 호캉스"
35216,남원큰엉해변,제주특별자치도 서귀포시,액티비티
35217,매죽헌2,전라남도 순천시,"힐링, 호캉스"
35218,배두둑호박사랑방,강원도 평창군,액티비티
35219,황새울농장,경기도 용인시,액티비티
35220,별빛농장,경상남도 합천군,액티비티
35221,즐거운아이숲,경상북도 칠곡군,액티비티
35222,아기자기랜드,충청남도 태안군,"힐링, 호캉스"
35223,보현정사,경기도 용인시,"힐링, 호캉스"
35224,덕성사,경기도 의왕시,"힐링, 호캉스"
35225,대안사,대전광역시 서구,"힐링, 호캉스"
35226,보림선원,광주광역시 광산구,"힐링, 호캉스"
35227,선암사,울산광역시 남구,"힐링, 호캉스"
35228,백련사,충청남도 논산시,"힐링, 호캉스"
35229,관음사,충청북도 옥천군,"힐링, 호캉스"
35230,삼보사,경기도 오산시,"힐링, 호캉스"
35231,법흥사,경기도 화성시,"힐링, 호캉스"
35232,성불사,경기도 수원시,"힐링, 호캉스"
35233,원명사,경기도 남양주시,"힐링, 호캉스"
35234,자비마을,부산광역시 동래구,"힐링, 호캉스"
35235,약명사,부산광역시 남구,"힐링, 호캉스"
35236,만수사,서울특별시 관악구,"힐링, 호캉스"
35237,다보사,서울특별시 강북구,"힐링, 호캉스"
35238,성도사,서울특별시 강북구,"힐링, 호캉스"
35239,감탄사,서울특별시 강동구,"힐링, 호캉스"
35240,실상사,세종특별자치시 세종특별자치시,"힐링, 호캉스"
35241,성취선원,대구광역시 달서구,"힐링, 호캉스"
35242,용봉사,대전광역시 중구,"힐링, 호캉스"
35243,혜광사,서울특별시 종로구,"힐링, 호캉스"
35244,선법사,서울특별시 종로구,"힐링, 호캉스"
35245,영선사,부산광역시 영도구,"힐링, 호캉스"
35246,환희사,충청북도 증평군,"힐링, 호캉스"
35247,태학사,충청남도 천안시,"힐링, 호캉스"
35248,대광사,경기도 용인시,"힐링, 호캉스"
35249,영덕사,부산광역시 연제구,"힐링, 호캉스"
35250,법화정사,울산광역시 남구,"힐링, 호캉스"
35251,보림선원,충청북도 청주시,"힐링, 호캉스"
35252,정원사,경기도 용인시,"힐링, 호캉스"
35253,개안사,충청남도 아산시,"힐링, 호캉스"
35254,유명농계,경기도 가평군,"힐링, 호캉스"
35255,K-WATER시화사업본부시화호환경학교,경기도 화성시,"힐링, 호캉스"
35256,앙짱체험학습장,충청북도 옥천군,"힐링, 호캉스"
35257,다솜농원,충청남도 태안군,액티비티
35258,주문진남애일출,강원도 양양군,"힐링, 호캉스"
35259,순천만쌍지뜰,전라남도 순천시,"힐링, 호캉스"
35260,누에하우스,경상남도 창녕군,"힐링, 호캉스"
35261,전통미술연구소붓담,경상북도 경주시,"힐링, 호캉스"
35262,금강산야담양관광테마농원,전라남도 담양군,액티비티
35263,서울사진축제,서울특별시 노원구,"축제, 관광"
35264,트윈터널,경상남도 밀양시,액티비티
35265,거제식물원,경상남도 거제시,"축제, 관광"
35266,금선암,경상남도 합천군,"힐링, 호캉스"
35267,동해안최북단저도어장대문어축제,강원도 고성군,"축제, 관광"
35268,삼척장미축제,강원도 삼척시,"축제, 관광"
35269,신촌야행,서울특별시 서대문구,"축제, 관광"
35270,강릉하트불꽃크루즈,강원도 강릉시,"축제, 관광"
35271,세미원연꽃문화제,경기도 양평군,"축제, 관광"
35272,베스트셀러,경기도 용인시,"식도락, 맛집투어"
35273,철원DMZ중앙평화꽃송이축제,강원도 철원군,"축제, 관광"
35274,석촌호수더북앤단풍축제,서울특별시 송파구,"축제, 관광"
35275,화담숲단풍축제,경기도 광주시,"축제, 관광"
35276,서울단풍길,서울특별시 광진구,"힐링, 호캉스"
35277,서울마을미디어축제,서울특별시 중구,"축제, 관광"
35278,간사지,경상남도 고성군,"힐링, 호캉스"
35279,변산마실길,전라북도 부안군,"힐링, 호캉스"
35280,허영만벽화갤러리,전라남도 여수시,"힐링, 호캉스"
35281,캐니언파크,부산광역시 남구,"축제, 관광"
35282,평촌로데오거리,경기도 안양시,"식도락, 맛집투어"
35283,홍대벽화거리,서울특별시 마포구,"식도락, 맛집투어"
35284,불암동갈비골목,경기도 남양주시,"식도락, 맛집투어"
35285,삼락동재첩거리,부산광역시 사상구,"식도락, 맛집투어"
35286,돈암동거리,서울특별시 성북구,"식도락, 맛집투어"
35287,하위마을산수유군락지,전라남도 구례군,"식도락, 맛집투어"
35288,이천동고미술품거리,대구광역시 남구,"식도락, 맛집투어"
35289,담양죽순푸드빌리지,전라남도 담양군,"식도락, 맛집투어"
35290,임꺽정로,경기도 부천시,"힐링, 호캉스"
35291,고상돈로,제주특별자치도 제주시,"힐링, 호캉스"
35292,정걸길,전라남도 고흥군,"힐링, 호캉스"
35293,린츠로,전라남도 광양시,"힐링, 호캉스"
35294,강삼수경위길,경상남도 산청군,"힐링, 호캉스"
35295,김대건신부로,제주특별자치도 제주시,"힐링, 호캉스"
35296,김수영길,서울특별시 도봉구,"힐링, 호캉스"
35297,서울청소년연극축제,서울특별시 중구,"축제, 관광"
35298,계태사,서울특별시 종로구,"힐링, 호캉스"
35299,뉴영아트,경기도 수원시,"식도락, 맛집투어"
35300,진양공예,경기도 용인시,"식도락, 맛집투어"
35301,코리아기프트&수비니어샵,경상남도 거제시,"식도락, 맛집투어"
35302,광덕,부산광역시 동래구,"식도락, 맛집투어"
35303,비즈피아,서울특별시 은평구,"식도락, 맛집투어"
35304,준크리스탈,경기도 고양시,"식도락, 맛집투어"
35305,엘림,경기도 포천시,"식도락, 맛집투어"
35306,육일기업,전라북도 전주시,"식도락, 맛집투어"
35307,대구공예,경상북도 고령군,"식도락, 맛집투어"
35308,지엘쇼핑주,서울특별시 동대문구,"식도락, 맛집투어"
35309,도마선물의집,대전광역시 서구,"식도락, 맛집투어"
35310,수집,제주특별자치도 서귀포시,"식도락, 맛집투어"
35311,귤하르방,제주특별자치도 제주시,"식도락, 맛집투어"
35312,재새마을금고임직원상조,충청남도 천안시,"식도락, 맛집투어"
35313,단양생태관광주식회사,충청북도 단양군,"식도락, 맛집투어"
35314,세일기프트,서울특별시 영등포구,"식도락, 맛집투어"
35315,코어트레이딩,대구광역시 중구,"식도락, 맛집투어"
35316,삼일종합광고,서울특별시 중랑구,"식도락, 맛집투어"
35317,한국전통문화체험관제주김마을,제주특별자치도 제주시,"식도락, 맛집투어"
35318,아침고요수목원들국화전시회,경기도 가평군,"축제, 관광"
35319,북성동원조자장면거리,인천광역시 중구,"식도락, 맛집투어"
35320,보발재전망대,충청북도 단양군,"힐링, 호캉스"
35321,구천동어사길,전라북도 무주군,"힐링, 호캉스"
35322,오로라파크,강원도 태백시,"힐링, 호캉스"
35323,남열해맞이길,전라남도 고흥군,"식도락, 맛집투어"
35324,오징어유원지,인천광역시 연수구,액티비티
35325,만리포해수욕장전망타워,충청남도 태안군,"힐링, 호캉스"
35326,반정못,울산광역시 울주군,"힐링, 호캉스"
35327,척과저수지,울산광역시 울주군,"힐링, 호캉스"
35328,학동저수지,전라북도 남원시,"힐링, 호캉스"
35329,질마제저수지,전라남도 담양군,"힐링, 호캉스"
35330,질고개소류지,강원도 양양군,"힐링, 호캉스"
35331,바람골못,경상북도 군위군,"힐링, 호캉스"
35332,이신기소류지,충청남도 천안시,"힐링, 호캉스"
35333,진망골소류지,전라북도 부안군,"힐링, 호캉스"
35334,지풍못,경상북도 영천시,"힐링, 호캉스"
35335,미구소류지,경상남도 창녕군,"힐링, 호캉스"
35336,지내저수지,경상남도 진주시,"힐링, 호캉스"
35337,덕산저수지,전라남도 장성군,"힐링, 호캉스"
35338,덕산저수지,경상남도 창원시,"힐링, 호캉스"
35339,덕치소류지,경상남도 거제시,"힐링, 호캉스"
35340,무징못,경상북도 영덕군,"힐링, 호캉스"
35341,도선저수지,경상남도 통영시,"힐링, 호캉스"
35342,인화제,전라북도 순창군,"힐링, 호캉스"
35343,신하소류지,경상남도 하동군,"힐링, 호캉스"
35344,서황소류지,경상남도 하동군,"힐링, 호캉스"
35345,신풍저수지,충청남도 홍성군,"힐링, 호캉스"
35346,무선저수지,경상남도 고성군,"힐링, 호캉스"
35347,선바위골못,경상북도 봉화군,"힐링, 호캉스"
35348,신인저수지,충청남도 아산시,"힐링, 호캉스"
35349,소류지,전라남도 신안군,"힐링, 호캉스"
35350,소류지,전라남도 무안군,"힐링, 호캉스"
35351,소류지,전라남도 무안군,"힐링, 호캉스"
35352,소류지,전라남도 해남군,"힐링, 호캉스"
35353,화촌물소류지,경상남도 고성군,"힐링, 호캉스"
35354,소류지,전라북도 남원시,"힐링, 호캉스"
35355,월앙못,경상북도 군위군,"힐링, 호캉스"
35356,안계1소류지,경상남도 창원시,"힐링, 호캉스"
35357,낙정소류지,경상남도 고성군,"힐링, 호캉스"
35358,남실지,경상북도 포항시,"힐링, 호캉스"
35359,수동저수지,전라북도 고창군,"힐링, 호캉스"
35360,큰못,경상남도 합천군,"힐링, 호캉스"
35361,창동제,전라북도 순창군,"힐링, 호캉스"
35362,성산소류지,전라남도 해남군,"힐링, 호캉스"
35363,성산저수지,전라남도 장흥군,"힐링, 호캉스"
35364,연동못,울산광역시 울주군,"힐링, 호캉스"
35365,수락소류지,전라북도 무주군,"힐링, 호캉스"
35366,오기저수지,경상북도 영양군,"힐링, 호캉스"
35367,불모산저수지,경상남도 창원시,"힐링, 호캉스"
35368,웃정손소류지,강원도 양양군,"힐링, 호캉스"
35369,금왕저수지,경기도 양평군,"힐링, 호캉스"
35370,필동소류지,경상남도 함안군,"힐링, 호캉스"
35371,우평소류지,전라남도 화순군,"힐링, 호캉스"
35372,용정저수지,충청북도 괴산군,"힐링, 호캉스"
35373,하락소류지,경상남도 하동군,"힐링, 호캉스"
35374,하부골소류지,경상남도 합천군,"힐링, 호캉스"
35375,산수동소류지,강원도 원주시,"힐링, 호캉스"
35376,구암소류지,경상북도 성주군,"힐링, 호캉스"
35377,삼동소류지,경상북도 봉화군,"힐링, 호캉스"
35378,학동저수지,전라남도 강진군,"힐링, 호캉스"
35379,안계3소류지,경상남도 창원시,"힐링, 호캉스"
35380,공소소류지,충청북도 영동군,"힐링, 호캉스"
35381,오대저수지,경상북도 상주시,"힐링, 호캉스"
35382,동원저수지,경상북도 성주군,"힐링, 호캉스"
35383,잣나무골소류지,강원도 원주시,"힐링, 호캉스"
35384,잣골못,경상북도 영양군,"힐링, 호캉스"
35385,잔나무골소류지,충청북도 제천시,"힐링, 호캉스"
35386,작은방아못,경상북도 영천시,"힐링, 호캉스"
35387,모고소류지,경상남도 산청군,"힐링, 호캉스"
35388,평촌저수지,전라남도 여수시,"힐링, 호캉스"
35389,동구지못,전라남도 여수시,"힐링, 호캉스"
35390,수성못,대구광역시 수성구,"힐링, 호캉스"
35391,주치곡소류지,경상북도 김천시,"힐링, 호캉스"
35392,지대지,경상북도 안동시,"힐링, 호캉스"
35393,독골못,울산광역시 울주군,"힐링, 호캉스"
35394,도창저수지,전라남도 신안군,"힐링, 호캉스"
35395,원당소류지,경상남도 합천군,"힐링, 호캉스"
35396,화심저수지,전라북도 완주군,"힐링, 호캉스"
35397,소감소류지,경상남도 김해시,"힐링, 호캉스"
35398,호미저수지,충청남도 금산군,"힐링, 호캉스"
35399,소금못,경상북도 영천시,"힐링, 호캉스"
35400,가마골못,강원도 원주시,"힐링, 호캉스"
35401,가브리못,경상북도 김천시,"힐링, 호캉스"
35402,가살구니못,경상북도 군위군,"힐링, 호캉스"
35403,신답지,경상북도 영덕군,"힐링, 호캉스"
35404,삼풍저수지,경기도 양평군,"힐링, 호캉스"
35405,고은소류지,강원도 춘천시,"힐링, 호캉스"
35406,골안못,울산광역시 울주군,"힐링, 호캉스"
35407,심암소류지,충청남도 논산시,"힐링, 호캉스"
35408,꼬리골못,경상북도 포항시,"힐링, 호캉스"
35409,장산못,경상북도 영천시,"힐링, 호캉스"
35410,예지골못,부산광역시 기장군,"힐링, 호캉스"
35411,동항저수지,경기도 안성시,"힐링, 호캉스"
35412,동진저수지,전라남도 광양시,"힐링, 호캉스"
35413,매산저수지,경기도 광주시,"힐링, 호캉스"
35414,외고소류지,경상남도 산청군,"힐링, 호캉스"
35415,상쌍소류지,경상남도 하동군,"힐링, 호캉스"
35416,상탄저수지,경상남도 창녕군,"힐링, 호캉스"
35417,대추월지,경상북도 안동시,"힐링, 호캉스"
35418,심천저수지,울산광역시 울주군,"힐링, 호캉스"
35419,새령골소류지,경상남도 진주시,"힐링, 호캉스"
35420,개산저수지,전라남도 보성군,"힐링, 호캉스"
35421,새못,경상북도 영천시,"힐링, 호캉스"
35422,새못,경상북도 경주시,"힐링, 호캉스"
35423,상부1저수지,경상남도 합천군,"힐링, 호캉스"
35424,옥밭골못,경상북도 예천군,"힐링, 호캉스"
35425,새절매소류지,충청남도 부여군,"힐링, 호캉스"
35426,세천저수지,경상남도 밀양시,"힐링, 호캉스"
35427,약천1호소류지,전라남도 곡성군,"힐링, 호캉스"
35428,오룡4저수지,전라남도 신안군,"힐링, 호캉스"
35429,간창골못,경상북도 청송군,"힐링, 호캉스"
35430,소류지,경상북도 군위군,"힐링, 호캉스"
35431,소류지,경상남도 창녕군,"힐링, 호캉스"
35432,소류지,경상남도 창녕군,"힐링, 호캉스"
35433,소류지,경상남도 합천군,"힐링, 호캉스"
35434,마동소류지,충청남도 보령시,"힐링, 호캉스"
35435,밤숲못,경상남도 함양군,"힐링, 호캉스"
35436,신정저수지,충청남도 청양군,"힐링, 호캉스"
35437,천락저수지,경상남도 의령군,"힐링, 호캉스"
35438,안마골못,경상북도 경주시,"힐링, 호캉스"
35439,덕산2소류지,경상남도 김해시,"힐링, 호캉스"
35440,내리저수지,부산광역시 기장군,"힐링, 호캉스"
35441,정삼저수지,경상남도 창원시,"힐링, 호캉스"
35442,삼보소류지,경상남도 남해군,"힐링, 호캉스"
35443,당전제,전라남도 강진군,"힐링, 호캉스"
35444,숫골못,경상북도 김천시,"힐링, 호캉스"
35445,당산소류지,충청북도 청주시,"힐링, 호캉스"
35446,달심저수지,세종특별자치시 세종특별자치시,"힐링, 호캉스"
35447,뱀골저수지,경상남도 함양군,"힐링, 호캉스"
35448,웅곡소류지,경상남도 거창군,"힐링, 호캉스"
35449,안동소류지,경상북도 고령군,"힐링, 호캉스"
35450,보등이못,경상북도 경주시,"힐링, 호캉스"
35451,노천저수지,전라남도 담양군,"힐링, 호캉스"
35452,월현소류지,충청남도 홍성군,"힐링, 호캉스"
35453,노가리저수지,전라남도 담양군,"힐링, 호캉스"
35454,침곡저수지,경상남도 사천시,"힐링, 호캉스"
35455,보은못,울산광역시 울주군,"힐링, 호캉스"
35456,체인지업캠퍼스,경기도 파주시,"축제, 관광"
35457,용추사,경상남도 함양군,"축제, 관광"
35458,수도암,경상북도 김천시,"축제, 관광"
35459,성국사,강원도 양양군,"축제, 관광"
35460,대승사,충청남도 보령시,"힐링, 호캉스"
35461,관음사,전라북도 무주군,"힐링, 호캉스"
35462,천왕사연화원,제주특별자치도 제주시,"힐링, 호캉스"
35463,봉황사,충청남도 논산시,"힐링, 호캉스"
35464,강당사,충청남도 아산시,"힐링, 호캉스"
35465,보원사,경상북도 구미시,"힐링, 호캉스"
35466,계정사,경상북도 칠곡군,"힐링, 호캉스"
35467,신광사,울산광역시 울주군,"힐링, 호캉스"
35468,영평사,세종특별자치시 세종특별자치시,"힐링, 호캉스"
35469,향천사,강원도 정선군,"힐링, 호캉스"
35470,법정사,경상북도 포항시,"힐링, 호캉스"
35471,다성사,전라남도 강진군,"힐링, 호캉스"
35472,도비도휴양단지,충청남도 당진시,"힐링, 호캉스"
35473,제3땅굴,경기도 파주시,"힐링, 호캉스"
35474,금성굴비,전라남도 영광군,"식도락, 맛집투어"
35475,생원,서울특별시 중구,"식도락, 맛집투어"
35476,불승심인당,대구광역시 북구,"힐링, 호캉스"
35477,검은오름,제주특별자치도 제주시,"힐링, 호캉스"
35478,장절공신숭겸묘역,강원도 춘천시,"힐링, 호캉스"
35479,영도등대,부산광역시 영도구,"힐링, 호캉스"
35480,광덕사,경기도 남양주시,"힐링, 호캉스"
35481,도선암,경상남도 남해군,"힐링, 호캉스"
35482,보문사,경기도 동두천시,"힐링, 호캉스"
35483,성원암,경기도 이천시,"힐링, 호캉스"
35484,성인사,경상북도 상주시,"힐링, 호캉스"
35485,연화사,경상북도 구미시,"힐링, 호캉스"
35486,천은사,경상북도 의성군,"힐링, 호캉스"
35487,구룡포해수욕장,경상북도 포항시,액티비티
35488,송정솔바람해변,경상남도 남해군,액티비티
35489,신두리해수욕장,충청남도 태안군,액티비티
35490,강문해수욕장,강원도 강릉시,액티비티
35491,마차진해수욕장,강원도 고성군,액티비티
35492,신정호국민관광지,충청남도 아산시,"축제, 관광"
35493,산귀래식물원,경기도 양평군,"축제, 관광"
35494,동막계곡,경기도 연천군,액티비티
35495,천리포수목원,충청남도 태안군,"축제, 관광"
35496,오도산자연휴양림,경상남도 합천군,"축제, 관광"
35497,해맞이봉산림욕장,강원도 고성군,"축제, 관광"
35498,울산테마수목원,울산광역시 동구,"축제, 관광"
35499,금당폭포,전라남도 해남군,액티비티
35500,동산계곡,경상북도 군위군,액티비티
35501,석륜암계곡,경상북도 영주시,액티비티
35502,와룡폭포,경상남도 산청군,액티비티
35503,용소폭포,전라남도 담양군,액티비티
35504,좌운폭포,경상남도 거창군,액티비티
35505,천불동계곡,강원도 속초시,액티비티
35506,제동서원,경상북도 군위군,"축제, 관광"
35507,남계서원,경상남도 함양군,"축제, 관광"
35508,장기향교,경상북도 포항시,"축제, 관광"
35509,신천지파크랜드,전라남도 순천시,액티비티
35510,은파유원지,전라북도 군산시,액티비티
35511,마일유원지,경기도 가평군,액티비티
35512,영덕해맞이공원,경상북도 영덕군,액티비티
35513,호반유원지,경기도 남양주시,액티비티
35514,제주크로즈,제주특별자치도 제주시,"축제, 관광"
35515,회룡포,경상북도 예천군,"힐링, 호캉스"
35516,비룡폭포,강원도 속초시,액티비티
35517,홍천먹거리단지,강원도 홍천군,"식도락, 맛집투어"
35518,보성다향대축제,전라남도 보성군,"축제, 관광"
35519,금산세계인삼엑스포,충청남도 금산군,"힐링, 호캉스"
35520,정촌유기농원,충청남도 보령시,액티비티
35521,진강관광농원,전라남도 장흥군,액티비티
35522,동서젓갈상회,충청남도 논산시,"식도락, 맛집투어"
35523,이가리해수욕장,경상북도 포항시,액티비티
35524,용화사,경상북도 영천시,"힐링, 호캉스"
35525,관음사,경상북도 상주시,"힐링, 호캉스"
35526,보광사,경상북도 의성군,"힐링, 호캉스"
35527,대금사,경기도 가평군,"힐링, 호캉스"
35528,남국사,제주특별자치도 제주시,"힐링, 호캉스"
35529,일불사,충청남도 금산군,"힐링, 호캉스"
35530,유성농장,전라북도 장수군,액티비티
35531,밀양사,경상남도 밀양시,"힐링, 호캉스"
35532,절영해안산책로,부산광역시 영도구,"힐링, 호캉스"
35533,수리뫼,경상북도 경주시,"힐링, 호캉스"
35534,국제굴비,전라남도 영광군,"식도락, 맛집투어"
35535,제주올레,제주특별자치도 서귀포시,"힐링, 호캉스"
35536,버블체험장,제주특별자치도 서귀포시,"힐링, 호캉스"
35537,병암서원,대구광역시 달서구,"축제, 관광"
35538,이락서당,대구광역시 달서구,"축제, 관광"
35539,송담서원,대구광역시 달성군,"축제, 관광"
35540,모충사,전라남도 보성군,"힐링, 호캉스"
35541,유채꽃축제,강원도 삼척시,"축제, 관광"
35542,원주따뚜축제,강원도 원주시,"축제, 관광"
35543,홍길동테마파크,전라남도 장성군,"힐링, 호캉스"
35544,문헌서원,충청남도 서천군,"축제, 관광"
35545,제주올레,제주특별자치도 제주시,"힐링, 호캉스"
35546,계림1제,전라남도 나주시,"힐링, 호캉스"
35547,낙안향교,전라남도 순천시,"축제, 관광"
35548,지도향교,전라남도 신안군,"축제, 관광"
35549,용장서원,전라북도 남원시,"축제, 관광"
35550,고로쇠약수제,경상남도 하동군,"축제, 관광"
35551,무산사,경상남도 함안군,"힐링, 호캉스"
35552,제주들불축제,제주특별자치도 제주시,"축제, 관광"
35553,청정유기농포도센터,전라북도 정읍시,"힐링, 호캉스"
35554,포강,경상남도 남해군,"힐링, 호캉스"
35555,덕안못,경상북도 영천시,"힐링, 호캉스"
35556,동강민속체험장,전라남도 고흥군,"힐링, 호캉스"
35557,수촌제,전라북도 남원시,"힐링, 호캉스"
35558,철원향교,강원도 철원군,"축제, 관광"
35559,원통계곡,전라북도 무주군,액티비티
35560,박산1제,전라남도 영광군,"힐링, 호캉스"
35561,보경사,경기도 파주시,"힐링, 호캉스"
35562,서원사,충청남도 아산시,"힐링, 호캉스"
35563,성불사,경상남도 창원시,"힐링, 호캉스"
35564,금정제,전라북도 고창군,"힐링, 호캉스"
35565,신장제,전라남도 영광군,"힐링, 호캉스"
35566,청운제,경기도 화성시,"힐링, 호캉스"
35567,도라지골방죽,경기도 안성시,"힐링, 호캉스"
35568,수장저수지,전라남도 진도군,"힐링, 호캉스"
35569,남동제,전라남도 진도군,"힐링, 호캉스"
35570,와우저수지,전라남도 진도군,"힐링, 호캉스"
35571,사하제,전라남도 진도군,"힐링, 호캉스"
35572,쌍현저수지,경상북도 봉화군,"힐링, 호캉스"
35573,선고저수지,충청북도 제천시,"힐링, 호캉스"
35574,동막동제,충청북도 괴산군,"힐링, 호캉스"
35575,용문제,전라남도 강진군,"힐링, 호캉스"
35576,만등제,전라남도 강진군,"힐링, 호캉스"
35577,마명제,전라남도 해남군,"힐링, 호캉스"
35578,하태저수지,전라남도 신안군,"힐링, 호캉스"
35579,복평제,전라남도 해남군,"힐링, 호캉스"
