,place_info,area,target
871,시흥늠내길,경기도 시흥시,"힐링, 호캉스"
872,아미산전망대,부산광역시 사하구,"힐링, 호캉스"
873,들마루,강원도 춘천시,"식도락, 맛집투어"
874,흑돼지거리,제주특별자치도 제주시,"식도락, 맛집투어"
875,부상해수욕장,전라남도 완도군,액티비티
876,516도로숲터널,제주특별자치도 서귀포시,"힐링, 호캉스"
877,불교신행학교,경상남도 거창군,"힐링, 호캉스"
878,홍연사,경기도 용인시,"힐링, 호캉스"
879,무상사,경상북도 포항시,"힐링, 호캉스"
880,용담사,경상북도 칠곡군,"힐링, 호캉스"
881,덕수암,경상북도 봉화군,"힐링, 호캉스"
882,사천진해수욕장,강원도 강릉시,액티비티
883,법보사,부산광역시 강서구,"힐링, 호캉스"
884,강곡동화사,경상북도 포항시,"힐링, 호캉스"
885,한국SGI,전라남도 완도군,"힐링, 호캉스"
886,미륵사,충청남도 금산군,"힐링, 호캉스"
887,보문사,경상북도 경주시,"힐링, 호캉스"
888,용봉사,경상남도 통영시,"힐링, 호캉스"
889,송암사,세종특별자치시 세종특별자치시,"힐링, 호캉스"
890,달마사,광주광역시 동구,"힐링, 호캉스"
891,극락사,경상북도 포항시,"힐링, 호캉스"
892,용화사,충청남도 천안시,"힐링, 호캉스"
893,천불사,충청북도 음성군,"힐링, 호캉스"
894,불광도원,충청북도 영동군,"힐링, 호캉스"
895,제주공방,제주특별자치도 제주시,"식도락, 맛집투어"
896,미륵암,전라남도 영암군,"힐링, 호캉스"
897,청명포교원,전라북도 김제시,"힐링, 호캉스"
898,금계사,전라북도 부안군,"힐링, 호캉스"
899,팔정사,서울특별시 성북구,"힐링, 호캉스"
900,대각사,충청남도 보령시,"힐링, 호캉스"
901,주왕산백연암,경상북도 청송군,"힐링, 호캉스"
902,자문사,대구광역시 북구,"힐링, 호캉스"
903,혜조암,제주특별자치도 제주시,"힐링, 호캉스"
904,용담사,인천광역시 남동구,"힐링, 호캉스"
905,천재일우마트,광주광역시 동구,"식도락, 맛집투어"
906,원님모루,제주특별자치도 서귀포시,"식도락, 맛집투어"
907,선우정사,경기도 안양시,"힐링, 호캉스"
908,도성사,경기도 양평군,"힐링, 호캉스"
909,수도사,경상남도 창원시,"힐링, 호캉스"
910,용해사,인천광역시 강화군,"힐링, 호캉스"
911,지장암,경상남도 산청군,"힐링, 호캉스"
912,세원암,경상북도 경주시,"힐링, 호캉스"
913,대한불교조계종청솔암,강원도 홍천군,"힐링, 호캉스"
914,청정사,강원도 원주시,"힐링, 호캉스"
915,참공간,제주특별자치도 서귀포시,"식도락, 맛집투어"
916,부군암,부산광역시 기장군,"힐링, 호캉스"
917,관음사,경상북도 성주군,"힐링, 호캉스"
918,흥복사,경상남도 함안군,"힐링, 호캉스"
919,선불교천태수련원,충청북도 영동군,"힐링, 호캉스"
920,백운사,전라북도 완주군,"힐링, 호캉스"
921,천룡암,경상남도 함안군,"힐링, 호캉스"
922,보광심인당,경상북도 구미시,"힐링, 호캉스"
923,갓바위폭포굿당,경상북도 경산시,"힐링, 호캉스"
924,고향풍경,전라남도 고흥군,"식도락, 맛집투어"
925,약정사,경상남도 밀양시,"힐링, 호캉스"
926,평광사,대구광역시 수성구,"힐링, 호캉스"
927,지장사,충청남도 공주시,"힐링, 호캉스"
928,황련사,부산광역시 수영구,"힐링, 호캉스"
929,법주사,경상북도 포항시,"힐링, 호캉스"
930,원명사,대구광역시 달서구,"힐링, 호캉스"
931,용상사,경상북도 안동시,"힐링, 호캉스"
932,홍불사,경상북도 봉화군,"축제, 관광"
933,천수사,경상남도 고성군,"힐링, 호캉스"
934,법화사,경상남도 산청군,"힐링, 호캉스"
935,경수사,서울특별시 노원구,"힐링, 호캉스"
936,전북상회,전라북도 김제시,"식도락, 맛집투어"
937,대흥사,경상북도 성주군,"힐링, 호캉스"
938,배방사,경상남도 사천시,"힐링, 호캉스"
939,무십정사,경기도 평택시,"힐링, 호캉스"
940,해녀특산품판매장,제주특별자치도 서귀포시,"식도락, 맛집투어"
941,돌섬집,경기도 연천군,액티비티
942,도은사,충청북도 청주시,"힐링, 호캉스"
943,도류제,대구광역시 달성군,"힐링, 호캉스"
944,중동지구,경상북도 상주시,"힐링, 호캉스"
945,보성녹차다향각,전라남도 보성군,"힐링, 호캉스"
946,황어장터,인천광역시 계양구,"힐링, 호캉스"
947,공주한옥마을,충청남도 공주시,"축제, 관광"
948,경기안산항공전,경기도 안산시,"축제, 관광"
949,백현동카페거리,경기도 성남시,"식도락, 맛집투어"
950,와룡소계곡,전라북도 부안군,액티비티
951,위봉폭포,전라북도 완주군,액티비티
952,도계서원,전라북도 정읍시,"축제, 관광"
953,무곡서원,전라남도 곡성군,"축제, 관광"
954,서당,경상북도 상주시,"축제, 관광"
955,전남향교전교실,광주광역시 남구,"축제, 관광"
956,여심폭포,강원도 양양군,액티비티
957,청수계곡,경기도 가평군,액티비티
958,이강서원,대구광역시 달성군,"축제, 관광"
959,토봉도요,경상북도 경주시,"식도락, 맛집투어"
960,아라자전거길,인천광역시 서구,"힐링, 호캉스"
961,교촌못,경상북도 상주시,"힐링, 호캉스"
962,불광사,충청북도 옥천군,"힐링, 호캉스"
963,꼬부랑저수지,경상북도 영덕군,"힐링, 호캉스"
964,볕난금해수욕장,인천광역시 옹진군,액티비티
965,구월동로데오거리,인천광역시 남동구,"식도락, 맛집투어"
966,부속골목,부산광역시 중구,"식도락, 맛집투어"
967,축성사,전라남도 영암군,"힐링, 호캉스"
968,세심사,충청남도 아산시,"힐링, 호캉스"
969,30CUBE아쿠아,경상북도 경주시,액티비티
970,태란사,경상북도 봉화군,"힐링, 호캉스"
971,법화정사,전라남도 신안군,"힐링, 호캉스"
972,의룡계곡,경기도 양평군,액티비티
973,걷고싶은문화의거리,서울특별시 관악구,"식도락, 맛집투어"
974,한라산전망대,제주특별자치도 서귀포시,"힐링, 호캉스"
975,성부암,경상북도 경주시,"힐링, 호캉스"
976,일광사,경기도 가평군,"힐링, 호캉스"
977,지장사,강원도 양양군,"힐링, 호캉스"
978,광명사,서울특별시 노원구,"힐링, 호캉스"
979,영도암,경기도 동두천시,"힐링, 호캉스"
980,쌍용사,경기도 연천군,"힐링, 호캉스"
981,천영사,서울특별시 노원구,"힐링, 호캉스"
982,소림정사,서울특별시 강북구,"힐링, 호캉스"
983,선운사,경기도 양평군,"힐링, 호캉스"
984,노적사,경기도 양평군,"힐링, 호캉스"
985,청송사,충청남도 천안시,"힐링, 호캉스"
986,성덕원,충청북도 제천시,"힐링, 호캉스"
987,일월사,충청북도 괴산군,"힐링, 호캉스"
988,황용사,강원도 동해시,"힐링, 호캉스"
989,용흥사,경기도 양평군,"힐링, 호캉스"
990,지장사,경상북도 칠곡군,"힐링, 호캉스"
991,자은사,경상북도 경주시,"힐링, 호캉스"
992,달마사,경상북도 구미시,"힐링, 호캉스"
993,만덕사,전라북도 완주군,"힐링, 호캉스"
994,용문사,전라북도 완주군,"힐링, 호캉스"
995,용화사,충청남도 홍성군,"힐링, 호캉스"
996,동명암,충청남도 청양군,"힐링, 호캉스"
997,약수암,전라남도 영광군,"힐링, 호캉스"
998,천수암,부산광역시 강서구,"힐링, 호캉스"
999,대성암,경상남도 창원시,"힐링, 호캉스"
1000,자비사,경상남도 거제시,"힐링, 호캉스"
1001,금라사,전라남도 여수시,"힐링, 호캉스"
1002,CGN아쿠아리움,부산광역시 강서구,액티비티
1003,정읍시농특산물판매장,전라북도 정읍시,"식도락, 맛집투어"
1004,거금해양낚시공원,전라남도 고흥군,"힐링, 호캉스"
1005,심우정사,충청남도 금산군,"힐링, 호캉스"
1006,러브인프로방스빛축제,경기도 파주시,"축제, 관광"
1007,도불사,울산광역시 중구,"힐링, 호캉스"
1008,길천관광농원,경상북도 청도군,액티비티
1009,해동용휴사,경상북도 영덕군,"힐링, 호캉스"
1010,악양둑방,경상남도 함안군,"힐링, 호캉스"
1011,약천사,경기도 시흥시,"힐링, 호캉스"
1012,청풍정,충청북도 옥천군,"힐링, 호캉스"
1013,밀양대추축제,경상남도 밀양시,"축제, 관광"
1014,인천관광레저페어,인천광역시 연수구,"축제, 관광"
1015,정오선원,경상남도 고성군,"힐링, 호캉스"
1016,수원축만제,경기도 수원시,"힐링, 호캉스"
1017,범천동조방낙지골목,부산광역시 부산진구,"식도락, 맛집투어"
1018,노태우대통령사저,서울특별시 서대문구,"힐링, 호캉스"
1019,원효사,경상남도 함안군,"힐링, 호캉스"
1020,영덕특산물판매장,경상북도 영덕군,"식도락, 맛집투어"
1021,섬이정원,경상남도 남해군,"축제, 관광"
1022,천지원사,경기도 가평군,"힐링, 호캉스"
1023,칠락사대웅전,전라남도 신안군,"힐링, 호캉스"
1024,보광사,경기도 부천시,"힐링, 호캉스"
1025,전주작은문화축전,전라북도 전주시,"축제, 관광"
1026,국기원태권도시범단상설공연위대한태권도,서울특별시 강남구,"축제, 관광"
1027,내나라여행박람회,서울특별시 강남구,"축제, 관광"
1028,원동청정미나리축제,경상남도 양산시,"축제, 관광"
1029,대구패션주얼리위크,대구광역시 중구,"축제, 관광"
1030,왕조2동주민센터주변상업구역,전라남도 순천시,"식도락, 맛집투어"
1031,안성팜랜드썸머쿨페스티벌,경기도 안성시,"축제, 관광"
1032,합천호러축제고스트파크,경상남도 합천군,"축제, 관광"
1033,평창더위사냥축제,강원도 평창군,"축제, 관광"
1034,고양가을꽃축제,경기도 고양시,"축제, 관광"
1035,이천농업농촌테마공원전통연못,경기도 이천시,"힐링, 호캉스"
1036,극락암,전라남도 광양시,"힐링, 호캉스"
1037,구미에코랜드,경상북도 구미시,액티비티
1038,더하기센터,광주광역시 광산구,"힐링, 호캉스"
1039,불인사,경상남도 김해시,"힐링, 호캉스"
1040,홍천무궁화수목원,강원도 홍천군,"축제, 관광"
1041,풍호마을연꽃축제,강원도 강릉시,"축제, 관광"
1042,서울둘레길5코스관악산,경기도 안양시,"힐링, 호캉스"
1043,용난굴해변,전라남도 신안군,액티비티
1044,허브줌사람들,경상남도 진주시,액티비티
1045,동아꽃농원,경기도 이천시,액티비티
1046,성도사,서울특별시 성북구,"힐링, 호캉스"
1047,혜명사,충청남도 서산시,"힐링, 호캉스"
1048,연화사,경기도 용인시,"힐링, 호캉스"
1049,원불사,경기도 여주시,"힐링, 호캉스"
1050,진위사,경기도 평택시,"힐링, 호캉스"
1051,통도사분원,경기도 성남시,"힐링, 호캉스"
1052,불정사,경기도 성남시,"힐링, 호캉스"
1053,일월정사,경기도 부천시,"힐링, 호캉스"
1054,관음정사,서울특별시 관악구,"힐링, 호캉스"
1055,월정사,대구광역시 동구,"힐링, 호캉스"
1056,청혜원,부산광역시 해운대구,"힐링, 호캉스"
1057,춘인사,충청남도 청양군,"힐링, 호캉스"
1058,칠일월사,부산광역시 사하구,"힐링, 호캉스"
1059,약불사,충청남도 아산시,"힐링, 호캉스"
1060,지혜원,서울특별시 마포구,"힐링, 호캉스"
1061,성왕사,충청남도 서산시,"힐링, 호캉스"
1062,성도사,서울특별시 중랑구,"힐링, 호캉스"
1063,용암사,충청북도 충주시,"힐링, 호캉스"
1064,춘천불교포교당,강원도 춘천시,"힐링, 호캉스"
1065,백호정사,강원도 양구군,"힐링, 호캉스"
1066,용진사,광주광역시 광산구,"힐링, 호캉스"
1067,성수사,대구광역시 동구,"힐링, 호캉스"
1068,광지정사,인천광역시 부평구,"힐링, 호캉스"
1069,총명사,경상남도 거제시,"힐링, 호캉스"
1070,홍제사,경상남도 밀양시,"힐링, 호캉스"
1071,회천관광농원,제주특별자치도 제주시,액티비티
1072,양주천보산림욕장,경기도 양주시,"축제, 관광"
1073,안녕서울,서울특별시 중구,"힐링, 호캉스"
1074,제주시티투어버스,제주특별자치도 제주시,"힐링, 호캉스"
1075,공수전휴양지,강원도 양양군,"축제, 관광"
1076,대구답사마당,대구광역시 북구,"힐링, 호캉스"
1077,충주농촌문화체험협회,충청북도 충주시,"힐링, 호캉스"
1078,CBS챌린저캠프,서울특별시 용산구,"힐링, 호캉스"
1079,사천어린이교통안전체험장,경상남도 사천시,"힐링, 호캉스"
1080,실감콘텐츠체험관탐,인천광역시 동구,"힐링, 호캉스"
1081,영천시오감공예체험장,경상북도 영천시,"힐링, 호캉스"
1082,양산시홍보관,경상남도 양산시,"힐링, 호캉스"
1083,뜨렌비팜고양농장,경기도 고양시,액티비티
1084,제주카페스타,제주특별자치도 서귀포시,"축제, 관광"
1085,만덕사,광주광역시 서구,"힐링, 호캉스"
1086,포항거리예술축제,경상북도 포항시,"축제, 관광"
1087,선재선원,충청북도 진천군,"힐링, 호캉스"
1088,월미공원역,인천광역시 중구,"힐링, 호캉스"
1089,앵강마켓,경상남도 남해군,"식도락, 맛집투어"
1090,북구직거래장터,경상북도 포항시,"식도락, 맛집투어"
1091,거제옥포대첩축제,경상남도 거제시,"축제, 관광"
1092,왕복짚라인,제주특별자치도 제주시,"힐링, 호캉스"
1093,완주삼례딸기축제,전라북도 완주군,"축제, 관광"
1094,구인사,경상북도 영천시,"힐링, 호캉스"
1095,오이도황새바위길,경기도 시흥시,"힐링, 호캉스"
1096,손죽해수욕장,전라남도 여수시,액티비티
1097,한강물싸움축제,서울특별시 마포구,"축제, 관광"
1098,거제바다로세계로,경상남도 거제시,"축제, 관광"
1099,사회혁신한마당인대전,대전광역시 중구,"축제, 관광"
1100,덕천동젊음의거리,부산광역시 북구,"식도락, 맛집투어"
1101,정글대탐험,강원도 삼척시,"축제, 관광"
1102,서울단풍길,서울특별시 마포구,"힐링, 호캉스"
1103,용마루길,전라남도 담양군,"힐링, 호캉스"
1104,익산보석대축제,전라북도 익산시,"축제, 관광"
1105,통일바라기축제,경기도 연천군,"축제, 관광"
1106,휴랜드관광농원,경기도 포천시,액티비티
1107,2020서울아시테지겨울축제,서울특별시 종로구,"축제, 관광"
1108,안산다문화거리,경기도 안산시,"식도락, 맛집투어"
1109,로데오타운거리,대전광역시 서구,"식도락, 맛집투어"
1110,서리풀푸드트럭존,서울특별시 서초구,"식도락, 맛집투어"
1111,단풍거리,인천광역시 미추홀구,"식도락, 맛집투어"
1112,거창의동마을은행나무길,경상남도 거창군,"식도락, 맛집투어"
1113,목포차없는거리,전라남도 목포시,"식도락, 맛집투어"
1114,홍가시나무길,제주특별자치도 서귀포시,"식도락, 맛집투어"
1115,의정부떡볶이골목,경기도 의정부시,"식도락, 맛집투어"
1116,도담동먹자골목,세종특별자치시 세종특별자치시,"식도락, 맛집투어"
1117,가리봉연변거리,서울특별시 구로구,"식도락, 맛집투어"
1118,한복문화의거리,충청북도 청주시,"식도락, 맛집투어"
1119,담양은행나무길,전라남도 담양군,"식도락, 맛집투어"
1120,봉계한우불고기특구,울산광역시 울주군,"식도락, 맛집투어"
1121,프랜차이즈특화거리,대구광역시 서구,"식도락, 맛집투어"
1122,관음사,울산광역시 울주군,"힐링, 호캉스"
1123,호암산잣나무산림욕장,서울특별시 금천구,"축제, 관광"
1124,시인의길,부산광역시 동구,"힐링, 호캉스"
1125,기아로,광주광역시 서구,"힐링, 호캉스"
1126,네이처파크자연휴양림,대구광역시 달성군,"축제, 관광"
1127,전주독서대전,전라북도 전주시,"축제, 관광"
1128,예닮카페,경기도 수원시,"식도락, 맛집투어"
1129,WILDSTONE,경기도 양주시,"식도락, 맛집투어"
1130,용인시관광협의회,경기도 용인시,"식도락, 맛집투어"
1131,명산,경기도 화성시,"식도락, 맛집투어"
1132,러브애드,경기도 남양주시,"식도락, 맛집투어"
1133,대광불교,경기도 광주시,"식도락, 맛집투어"
1134,춘강흙내음,경기도 이천시,"식도락, 맛집투어"
1135,티지에스,울산광역시 남구,"식도락, 맛집투어"
1136,협동조합섬진강두꺼비,전라남도 곡성군,"식도락, 맛집투어"
1137,더스페이스몰,서울특별시 성북구,"식도락, 맛집투어"
1138,현대메디칼,부산광역시 금정구,"식도락, 맛집투어"
1139,민아트,경기도 용인시,"식도락, 맛집투어"
1140,부일사,부산광역시 수영구,"식도락, 맛집투어"
1141,JJ러브,제주특별자치도 제주시,"식도락, 맛집투어"
1142,탐라소호샵,제주특별자치도 제주시,"식도락, 맛집투어"
1143,인천국제해양포럼,인천광역시 연수구,"축제, 관광"
1144,비발디파크,강원도 홍천군,액티비티
1145,언양불고기거리,울산광역시 울주군,"식도락, 맛집투어"
1146,용담호드라이브코스,전라북도 진안군,"식도락, 맛집투어"
1147,내장산오색단풍길,전라북도 정읍시,"식도락, 맛집투어"
1148,고산사,대전광역시 동구,"축제, 관광"
1149,여곡지,경상북도 김천시,"힐링, 호캉스"
1150,참새골못,충청남도 금산군,"힐링, 호캉스"
1151,차평저수지,충청북도 음성군,"힐링, 호캉스"
1152,집골못,경상북도 영양군,"힐링, 호캉스"
1153,질구내미못,경상북도 영양군,"힐링, 호캉스"
1154,박곡지,경상북도 의성군,"힐링, 호캉스"
1155,이승골소류지,경상남도 산청군,"힐링, 호캉스"
1156,진범실못,경상북도 김천시,"힐링, 호캉스"
1157,이정저수지,충청남도 금산군,"힐링, 호캉스"
1158,지방저수지,충청남도 금산군,"힐링, 호캉스"
1159,지동소류지,경상남도 합천군,"힐링, 호캉스"
1160,덕곡소류지,경상남도 진주시,"힐링, 호캉스"
1161,덕산저수지,전라남도 무안군,"힐링, 호캉스"
1162,덕삼저수지,충청남도 당진시,"힐링, 호캉스"
1163,수정못,경상남도 창녕군,"힐링, 호캉스"
1164,도남저수지,대구광역시 북구,"힐링, 호캉스"
1165,무지소류지,경상남도 함양군,"힐링, 호캉스"
1166,무주골소류지,경상남도 고성군,"힐링, 호캉스"
1167,도매촌저수지,강원도 원주시,"힐링, 호캉스"
1168,도전소류지,충청북도 제천시,"힐링, 호캉스"
1169,서현저수지,경기도 성남시,"힐링, 호캉스"
1170,양지못,강원도 홍천군,"힐링, 호캉스"
1171,양지사소류지,부산광역시 기장군,"힐링, 호캉스"
1172,선미소류지,충청남도 공주시,"힐링, 호캉스"
1173,가장골소류지,경상남도 고성군,"힐링, 호캉스"
1174,소류지,전라남도 해남군,"힐링, 호캉스"
1175,소류지,전라남도 곡성군,"힐링, 호캉스"
1176,무수저수지,전라북도 남원시,"힐링, 호캉스"
1177,내고소류지,경상북도 구미시,"힐링, 호캉스"
1178,복사난골못,경상북도 의성군,"힐링, 호캉스"
1179,복후미저수지,경기도 포천시,"힐링, 호캉스"
1180,큰골못,경상북도 영양군,"힐링, 호캉스"
1181,장상저수지,경기도 안산시,"힐링, 호캉스"
1182,승곡저수지,경상북도 김천시,"힐링, 호캉스"
1183,아평저수지,전라남도 고흥군,"힐링, 호캉스"
1184,큰마을저수지,울산광역시 남구,"힐링, 호캉스"
1185,염호저수지,경상남도 통영시,"힐링, 호캉스"
1186,대정소류지,경상남도 창원시,"힐링, 호캉스"
1187,연동소류지,경상남도 고성군,"힐링, 호캉스"
1188,어서리골소류지,경상남도 진주시,"힐링, 호캉스"
1189,원촌못,경상남도 합천군,"힐링, 호캉스"
1190,오궁이저수지,충청북도 음성군,"힐링, 호캉스"
1191,예전소류지,충청북도 영동군,"힐링, 호캉스"
1192,황계저수지,경기도 화성시,"힐링, 호캉스"
1193,서재골소류지,경상남도 진주시,"힐링, 호캉스"
1194,아산소류지,경상남도 남해군,"힐링, 호캉스"
1195,웃골새못,경상북도 청도군,"힐링, 호캉스"
1196,비늘리못,울산광역시 울주군,"힐링, 호캉스"
1197,평방저수지,경상남도 진주시,"힐링, 호캉스"
1198,금봉소류지,경상남도 고성군,"힐링, 호캉스"
1199,시어골소류지,충청남도 공주시,"힐링, 호캉스"
1200,쇠지못,경상북도 경산시,"힐링, 호캉스"
1201,빼골새못,경상북도 경주시,"힐링, 호캉스"
1202,사덕소류지,충청남도 천안시,"힐링, 호캉스"
1203,사도소류지,경상남도 함안군,"힐링, 호캉스"
1204,하동저수지,경상북도 경주시,"힐링, 호캉스"
1205,시흥골소류지,경상남도 창원시,"힐링, 호캉스"
1206,살구둑소류지,강원도 원주시,"힐링, 호캉스"
1207,하탑선저수지,전라남도 신안군,"힐링, 호캉스"
1208,삼막골못,경상북도 경주시,"힐링, 호캉스"
1209,광재소류지,경상남도 김해시,"힐링, 호캉스"
1210,장계저수지,경기도 안성시,"힐링, 호캉스"
1211,마리못,경상북도 상주시,"힐링, 호캉스"
1212,비아제,전라남도 담양군,"힐링, 호캉스"
1213,좌항제1저수지,경기도 용인시,"힐링, 호캉스"
1214,마상소류지,경상남도 함양군,"힐링, 호캉스"
1215,못안못,울산광역시 울주군,"힐링, 호캉스"
1216,못안소류지,충청남도 금산군,"힐링, 호캉스"
1217,못절못,경상북도 영양군,"힐링, 호캉스"
1218,동곡소류지,충청북도 괴산군,"힐링, 호캉스"
1219,죽성소류지,경상북도 포항시,"힐링, 호캉스"
1220,저수지,전라남도 고흥군,"힐링, 호캉스"
1221,무릉1소류지,경상남도 합천군,"힐링, 호캉스"
1222,무릉소류지,경상북도 김천시,"힐링, 호캉스"
1223,장재소류지,경상남도 진주시,"힐링, 호캉스"
1224,원당소류지,충청남도 청양군,"힐링, 호캉스"
1225,원당못,경상북도 포항시,"힐링, 호캉스"
1226,부평소류지,경상남도 창원시,"힐링, 호캉스"
1227,기곡저수지,강원도 삼척시,"힐링, 호캉스"
1228,오룡저수지,충청북도 옥천군,"힐링, 호캉스"
1229,오상저수지,전라남도 신안군,"힐링, 호캉스"
1230,가사저수지,전라남도 진도군,"힐링, 호캉스"
1231,소당골못,부산광역시 기장군,"힐링, 호캉스"
1232,고두저수지,전라남도 함평군,"힐링, 호캉스"
1233,한살못,충청북도 보은군,"힐링, 호캉스"
1234,삼정소류지,경상남도 의령군,"힐링, 호캉스"
1235,신기저수지,전라북도 진안군,"힐링, 호캉스"
1236,백현소류지,경상남도 함양군,"힐링, 호캉스"
1237,삼유저수지,전라북도 무주군,"힐링, 호캉스"
1238,용봉저수지,전라남도 곡성군,"힐링, 호캉스"
1239,나방못,경상북도 의성군,"힐링, 호캉스"
1240,뚝두골소류지,경상남도 진주시,"힐링, 호캉스"
1241,부남호,충청남도 서산시,"힐링, 호캉스"
1242,갓골못,경상북도 상주시,"힐링, 호캉스"
1243,동편소류지,경상남도 남해군,"힐링, 호캉스"
1244,제실골저수지,전라북도 정읍시,"힐링, 호캉스"
1245,장광저수지,경기도 안성시,"힐링, 호캉스"
1246,상명소류지,경상남도 고성군,"힐링, 호캉스"
1247,외골지,경상북도 영덕군,"힐링, 호캉스"
1248,신촌저수지,전라남도 무안군,"힐링, 호캉스"
1249,상추동저수지,경기도 포천시,"힐링, 호캉스"
1250,해창저수지,전라남도 장흥군,"힐링, 호캉스"
1251,향군마을소류지,강원도 춘천시,"힐링, 호캉스"
1252,헌골소류지,전라남도 목포시,"힐링, 호캉스"
1253,새마골소류지,전라북도 정읍시,"힐링, 호캉스"
1254,개골못,경상북도 김천시,"힐링, 호캉스"
1255,옷밭못,경상북도 의성군,"힐링, 호캉스"
1256,온월소류지,경상남도 합천군,"힐링, 호캉스"
1257,새못,경상북도 영천시,"힐링, 호캉스"
1258,무산소류지,경상남도 함안군,"힐링, 호캉스"
1259,새정못,경상북도 포항시,"힐링, 호캉스"
1260,갈현저수지,충청남도 서산시,"힐링, 호캉스"
1261,갈망골소류지,충청남도 청양군,"힐링, 호캉스"
1262,소류지,경상북도 영덕군,"힐링, 호캉스"
1263,가호제1소류지,경상남도 합천군,"힐링, 호캉스"
1264,대룡저수지,강원도 홍천군,"힐링, 호캉스"
1265,정골저수지,전라북도 진안군,"힐링, 호캉스"
1266,천지못,경상북도 경주시,"힐링, 호캉스"
1267,배실소류지,강원도 횡성군,"힐링, 호캉스"
1268,배평전소류지,경상남도 산청군,"힐링, 호캉스"
1269,정동소류지,경상남도 진주시,"힐링, 호캉스"
1270,닥은못,제주특별자치도 서귀포시,"힐링, 호캉스"
1271,자품지,경상북도 안동시,"힐링, 호캉스"
1272,버리내소류지,경상남도 거창군,"힐링, 호캉스"
1273,추점저수지,충청북도 괴산군,"힐링, 호캉스"
1274,법수소류지,경상남도 합천군,"힐링, 호캉스"
1275,뒷골못,경상북도 경주시,"힐링, 호캉스"
1276,보곡지,경상북도 영덕군,"힐링, 호캉스"
1277,농지골소류지,경상남도 합천군,"힐링, 호캉스"
1278,녹산소류지,경상남도 거제시,"힐링, 호캉스"
1279,춘천호,강원도 춘천시,"힐링, 호캉스"
1280,내원사,경상남도 양산시,"축제, 관광"
1281,고방사,경상북도 김천시,"축제, 관광"
1282,청암사,경상북도 김천시,"축제, 관광"
1283,한광사,경상북도 영천시,"축제, 관광"
1284,성덕사,경기도 화성시,"힐링, 호캉스"
1285,총지사,경상북도 김천시,"힐링, 호캉스"
1286,선재정사,경상북도 영천시,"힐링, 호캉스"
1287,청곡사,경상남도 진주시,"힐링, 호캉스"
1288,월미문화의거리,인천광역시 중구,"식도락, 맛집투어"
1289,대법사,부산광역시 서구,"힐링, 호캉스"
1290,극락암,경상북도 상주시,"힐링, 호캉스"
1291,복전원,경기도 의왕시,"힐링, 호캉스"
1292,기원사,서울특별시 노원구,"힐링, 호캉스"
1293,수도사,인천광역시 미추홀구,"힐링, 호캉스"
1294,소림사,부산광역시 동구,"힐링, 호캉스"
1295,천불선원,전라남도 담양군,"힐링, 호캉스"
1296,사주카페골목,서울특별시 서대문구,"식도락, 맛집투어"
1297,베다니자연농장,강원도 정선군,액티비티
1298,싱싱굴비,전라남도 영광군,"식도락, 맛집투어"
1299,목우암,전라남도 무안군,"힐링, 호캉스"
1300,유흥가,서울특별시 중구,"힐링, 호캉스"
1301,벽송사,전라남도 화순군,"힐링, 호캉스"
1302,신미륵사,충청북도 보은군,"힐링, 호캉스"
1303,연화사,경상북도 청송군,"힐링, 호캉스"
1304,칠성암,경기도 고양시,"힐링, 호캉스"
1305,소인국테마파크,제주특별자치도 서귀포시,"축제, 관광"
1306,상주은모래비치,경상남도 남해군,액티비티
1307,표선해수욕장,제주특별자치도 서귀포시,액티비티
1308,하모해수욕장,제주특별자치도 서귀포시,액티비티
1309,안목해변,강원도 강릉시,액티비티
1310,수륙해수욕장,경상남도 통영시,액티비티
1311,곰나루국민관광단지,충청남도 공주시,"축제, 관광"
1312,법련사,서울특별시 종로구,"힐링, 호캉스"
1313,삼인리의송악,전라북도 고창군,"힐링, 호캉스"
1314,국립청태산자연휴양림,강원도 횡성군,"축제, 관광"
1315,벽초지문화수목원,경기도 파주시,"축제, 관광"
1316,모래소계곡,강원도 인제군,액티비티
1317,장자원계곡,경기도 양주시,액티비티
1318,양성향교,경기도 안성시,"축제, 관광"
1319,고석정랜드,강원도 철원군,액티비티
1320,소래습지생태공원,인천광역시 남동구,액티비티
1321,얼음골유원지,충청북도 제천시,액티비티
1322,죽도유원지,전라북도 진안군,액티비티
1323,지장산유원지,경기도 포천시,액티비티
1324,화야산유원지,경기도 가평군,액티비티
1325,경주민속공예촌,경상북도 경주시,"축제, 관광"
1326,금능석물원,제주특별자치도 제주시,"축제, 관광"
1327,제부도바닷길,경기도 화성시,"축제, 관광"
1328,한국불교태고종치악산관음사,강원도 원주시,"힐링, 호캉스"
1329,상주예술학습장,경상북도 상주시,"힐링, 호캉스"
1330,대구농원,경상북도 영덕군,액티비티
1331,경일목장,경상북도 경주시,액티비티
1332,민들레마당,경상남도 하동군,액티비티
1333,남양해수욕장,경상북도 울릉군,액티비티
1334,옥룡사,울산광역시 남구,"힐링, 호캉스"
1335,꼬꼬리꼬농이농장,경기도 이천시,액티비티
1336,선법사,경기도 하남시,"힐링, 호캉스"
1337,철새전망대,충청남도 서산시,"힐링, 호캉스"
1338,방조제관광안내소,충청남도 서산시,"힐링, 호캉스"
1339,호명호수,경기도 가평군,"힐링, 호캉스"
1340,용산서원,경상북도 경주시,"축제, 관광"
1341,수철성,경기도 연천군,"축제, 관광"
